"es"	"VerCoop"
"El 14 de septiembre, tras la aprobación de la resolución 1546 (2004) del Consejo de Seguridad, el Sr. Ashraf Jehangir Qazi, Representante Especial del Secretario General, así como el Embajador John Danforth, Representante Permanente de los Estados Unidos de América, informaron al Consejo de Seguridad de las actividades realizadas por la UNAMI y la fuerza multinacional en el Iraq, respectivamente."	0
"1. Condena el extremismo violento, que puede conducir al terrorismo, la violencia sectaria, y la comisión de actos terroristas por combatientes terroristas extranjeros, y exige que todos los combatientes terroristas extranjeros depongan las armas, pongan fin a todos los actos terroristas y dejen de participar en los conflictos armados;"	0
"El 20 de noviembre, la Ministra de Relaciones Exteriores de Australia, Julie Bishop, presidió una reunión informativa sobre el tema \"Las operaciones de mantenimiento de la paz: el papel de la policía en las operaciones de mantenimiento de la paz y consolidación de la paz después de los conflictos\". Esta fue la primera reunión en la historia del Consejo dedicada a cuestiones de policía."	1
"Todos los Estados de la subregión son miembros de la INTERPOL y han establecido oficinas centrales nacionales."	0
"En cuanto al debate sobre la modificación de los procedimientos, el Equipo concuerda en que como parte de cualquier reforma se debería promover el carácter más jurídico que el Consejo ha tratado de dar al régimen en años recientes, por ejemplo mediante la introducción del criterio de \"asociado con\" establecido en la resolución 1617 (2005), así como los resúmenes de los motivos de inclusión y los mecanismos de revisión previstos en la resolución 1822 (2008)."	1
"Aunque los Estados de la subregión cuentan con la legislación y las instituciones necesarias para reprimir el tráfico ilícito de personas, armas y explosivos, hay deficiencias en la aplicación práctica de las medidas para vigilar e impedir la circulación ilícita a través de las fronteras."	0
"e) La reunión inaugural del Grupo de Contacto Internacional sobre Libia, celebrada en Addis Abeba el 3 de diciembre de 2014. Apoyaron los esfuerzos realizados por los países vecinos y el Representante Especial del Secretario General para Libia a fin de crear condiciones propicias para el diálogo entre todas las partes libias, con la excepción de los grupos terroristas conocidos."	1
"Insto a los donantes a que estudien las posibilidades de prestar apoyo a los esfuerzos del Sudán para el desarme, la desmovilización y la reintegración después de la celebración de los referendos."	1
"A más largo plazo, y tan pronto como las condiciones se consideren favorables, esas fundaciones y empresas deberían unir sus fuerzas con los gobiernos interesados para coordinar los esfuerzos encaminados a adoptar un plan coherente para el desarrollo del país, crear medios de vida para la población y mejorar la situación de los derechos humanos."	1
"Este es el séptimo informe que presenta el Equipo encargado de prestar apoyo analítico y vigilar la aplicación de las sanciones desde que se estableció en marzo de 2004; incluye temas conocidos y unos pocos totalmente nuevos."	1
"Desde entonces, el país ha fluctuado entre regímenes militares y un gobierno democrático."	0
"De resultas de esos ataques, más de 1.000 civiles fueron desplazados. La policía no tomó medida alguna contra los Janjaweed."	0
"El Consejo de Seguridad insta a los Estados del Magreb y del Sahel a que aumenten la cooperación y la coordinación interregional a fin de elaborar estrategias inclusivas y eficaces para combatir de manera global e integrada las actividades de los grupos terroristas, a saber, Al-Qaida en el Magreb Islámico (AQIM), el `Movimiento para la Unidad y la Yihad en África Occidental' (MUJAO) y Ansar Eddine, y para prevenir la expansión de esos grupos, así como para acabar con la proliferación de todas las armas y luchar contra la delincuencia organizada transnacional, incluido el tráfico de drogas y, a este respecto, toma nota de los resultados de la Conferencia sobre la Cooperación para el Control de las Fronteras en el Sahel y el Magreb, organizada por la Dirección Ejecutiva y el Equipo Especial en Rabat, así como los resultados de la reunión ministerial sobre el aumento de la cooperación en materia de seguridad y la puesta en marcha de las estructuras africanas de paz y seguridad en la región sahelosahariana celebrada en Nuakchot."	1
"El 24 de noviembre, en el Salón del Consejo, la Presidenta del Comité establecido en virtud de la resolución 1591 (2005) relativa al Sudán, Embajadora María Cristina Perceval (Argentina), presentó el informe trimestral correspondiente y brindó al Consejo información actualizada sobre las actividades del Comité durante el período de que se informa. Entre otras cosas, se refirió a la colaboración con los Estados Miembros de la región con el fin de determinar las lagunas de información y comunicar las necesidades de fomento de la capacidad para promover la aplicación de las sanciones."	1
"La Presidenta tomó nota de la invitación cursada al Grupo de Trabajo por el equipo de tareas sobre vigilancia y presentación de informes en el país (CTFMR) para visitar Sudán del Sur y propuso que el Grupo de Trabajo emitiera un comunicado de prensa sobre la reunión celebrada, de conformidad con el mandato del Grupo."	1
"Lugar y fecha de celebración del 21er período ordinario de sesiones del Consejo de la Liga de los Estados Árabes a nivel de conferencia en la Cumbre"	0
"Los desvíos ilegales en la frontera administrativa y las actividades de contrabando siguieron siendo un problema durante este período."	0
"El Equipo de Vigilancia también tiene a su cargo un proyecto del Equipo Especial de producción de documentales que expongan la verdadera índole del terrorismo vista desde la perspectiva de sus autores y de sus víctimas."	1
"113. La tercera serie de medidas comprende programas complementarios de verificación y valoración."	0
"El Consejo de Seguridad reitera la necesidad de aumentar la cooperación que mantienen los comités con mandatos antiterroristas establecidos en virtud de las resoluciones 1267 (1999) y 1989 (2011), 1988 (2011), 1373 (2001) y 1540 (2004) y sus respectivos grupos de expertos."	1
"La Red tiene también por objeto promover las contribuciones en materia de políticas en los planos nacional y europeo, en particular con miras a la aplicación de la Estrategia de la Unión Europea para luchar contra la radicalización y la captación de terroristas de 2005."	1
"Dado que en la Lista no ha habido muchas entradas relativas a personas o entidades que proporcionen equipo o entrenamiento militar a dichos grupos, el Equipo recomienda que el Comité adopte nuevas medidas para precisar el ámbito de aplicación del embargo de armas."	1
"Mientras que otros, que desean frenar el proceso, han demostrado que se están reorganizando."	0
"En este sentido, solicitamos que se haga todo lo posible para asegurar que esas reuniones se celebren cada dos meses, conforme a lo convenido, y que, en la medida de lo posible, los jefes de los servicios de inteligencia y seguridad participen personalmente en esas reuniones. Instamos a todas las partes interesadas, incluidosen particular eal Centro Africano de Estudio e Investigación sobre el Terrorismo, la Unidad de Fusión y Enlace del Sahel y el Comité de Servicios de Inteligencia y Seguridad de África, en estrecha cooperación con la Comisión de la Unión Africana, a que prosigan e intensifiquen sus esfuerzos para intercambiar opiniones y prestarse asistencia mutua, y apliquen los aspectos pendientes de las conclusiones operativas de la reunión de los jefes de los servicios de inteligencia y seguridad."	1
"Domicilio: Casilla de correos 16785-195, Teherán, Irán"	0
"A pesar de la decisión adoptada en 2006 por el Diálogo Nacional, y confirmada en sus sesiones subsiguientes, no se han producido avances en relación con el desmantelamiento de las FPLP-CG, con sede en Damasco, ni de las bases militares de Fatah al-Intifada en el Líbano."	1
"El Comité ha acordado asimismo reemplazar el actual sistema de numeración, que cambia cada vez que se agrega el nombre de otra persona o entidad, por un número de referencia permanente."	1
"Los líderes somalíes deben trabajar en aras de un proceso político que esté abierto a todos aquellos dispuestos a rechazar la oposición violenta."	0
"El Consejo invita a ONU-Mujeres a contribuir con regularidad a su labor sobre las mujeres y la paz y la seguridad, y señala la función valiosa que desempeñará en el apoyo del papel de la mujer en la consolidación de la paz y la prevención de la violencia sexual en los conflictos, incluso mediante la coordinación y la coherencia en las políticas y la programación en favor de las mujeres y las niñas."	1
