"","en_ar_DEEP","VerCoop"
"763","يدعو جميع الجهات الفاعلة المشاركة، عند التفاوض على اتفاقات السلام وتنفيذها، إلى اعتماد منظور جنساني، بما في ذلك، في جملة أمور، ما يلي: (أ) الاحتياجات الخاصة للنساء والفتيات أثناء الإعادة إلى الوطن وإعادة التوطين وإعادة التأهيل وإعادة الإدماج والتعمير بعد انتهاء النزاع؛ (ب) التدابير التي تدعم مبادرات السلام النسائية المحلية والعمليات المحلية لحل النزاعات، والتي تشرك المرأة في جميع آليات تنفيذ اتفاقات السلام؛ (ج) التدابير التي تكفل حماية واحترام حقوق الإنسان للنساء والفتيات، ولا سيما فيما يتعلق بالدستور والنظام الانتخابي والشرطة والسلطة القضائية.",1
"764","36 - وفي غامبيا، احتجت جماعات المعارضة ضد سلطات الدولة بسبب عدم المساءلة عن الانتهاكات المزعومة لحقوق الإنسان. وفي 4 تشرين الثاني/نوفمبر، قدم رئيس أركان الدفاع السابق، الجنرال لانغ تامبا، وستة من المتهمين الآخرين، استئنافاً أمام المحكمة العليا ضد حكم الإعدام الصادر بحقهم بتهمة التآمر والخيانة، والذي أصدرته المحكمة العليا في تموز/يوليه 2010. أيدته محكمة الاستئناف في أكتوبر 2012.",0
"765","وطلب أعضاء مجلس الأمن أيضا من رئيس المجلس أن ينقل إلى الممثل الدائم لجمهورية الكونغو الديمقراطية قلقهم إزاء طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان وأن يدعو الحكومة إلى مواصلة الانخراط في مكافحة الإفلات من العقاب وتعزيز احترام حقوق الإنسان وسيادة القانون.",1
"766","إن الاستجابة الفعالة للمشاكل التي تواجهها اللاجئات والنازحات داخلياً تتطلب اتباع نهج شامل يجمع بين الاستراتيجيات الوقائية والاستجابات والحلول.",0
"767","32 - لقد تسارعت وتيرة عملية وضع الدستور في الصومال.",0
"768","واستمع المجلس والبلدان المساهمة بقوات عسكرية وأفراد شرطة إلى إحاطات قدمها إدموند موليت، الأمين العام المساعد لعمليات حفظ السلام، ونائب المستشار العسكري أبهيجيت جوها، ومستشار الشرطة بالإنابة أندرو كاربنتر.",1
"769","وبالإضافة إلى ذلك، قمنا بتكثيف تركيز جهودنا لكي نكون أكثر فعالية في أفغانستان، وتحديداً في مقاطعة قندهار.",0
"770","تعتمد سان مارينو على اقتصاد مفتوح ومتنوع بشكل جيد.",0
"771","وأحث الجهات المانحة على دراسة الخيارات المتاحة لدعم جهود نزع السلاح والتسريح وإعادة الإدماج في السودان في فترة ما بعد الاستفتاء.",1
"772","عملا بالمادة 15 من النظام الداخلي المؤقت لمجلس الأمن، يود الأمين العام الإبلاغ بأنه تلقى رسالة مؤرخة 15 تموز/يوليه 2013 من الممثل الدائم للمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية لدى الأمم المتحدة تفيد بتعيين السيد كريستوفر هنتر ممثلاً مناوباً للمملكة المتحدة في مجلس الأمن.",0
"773","استخدام صيغ وصفية لبنود جدول الأعمال لتجنب وجود عدد من البنود المنفصلة حول نفس الموضوع.",0
"774","طلبات الحصول على التأشيرات ووثائق السفر الأخرى",0
"775","4 الممتلكات المادية للقوات الجوية (الطائرات ومحركات الطائرات) - 122,018,489 دولارًا أمريكيًا",0
"776","""وينوه مجلس الأمن بالعمل الهام الذي تقوم به كيانات الأمم المتحدة وغيرها من المنظمات المتعددة الأطراف في دعم الجهود الرامية إلى منع وقمع تمويل الإرهاب والمنظمات الإرهابية، ولا سيما فرقة العمل المعنية بالإجراءات المالية، وفريق شرق أفريقيا والجنوب الأفريقي لمكافحة غسل الأموال. (ESAAMLG)، ومجموعة العمل الحكومية الدولية لمكافحة غسل الأموال في غرب أفريقيا (GIABA)، وفرقة العمل المعنية بالإجراءات المالية في الشرق الأوسط وشمال أفريقيا لتعزيز القدرات والتعاون (MENAFATF).",1
"777","""ويكرر مجلس الأمن تأكيد ضرورة زيادة التعاون المستمر بين اللجان المكلفة بولايات مكافحة الإرهاب المنشأة عملا بالقرارات 1267 (1999) و 1989 (2011) و 1988 (2011) و 1373 (2001) و 1540 (2004) ومجموعاتها من الخبراء.",1
"778","لقد بذلت لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان (المشار إليها فيما يلي باسم ""اللجنة"") الكثير لتزويد الدول الأعضاء بالفرص للتعبير عن آرائها، سواء بشكل مباشر أو من خلال الفريق.",1
"779","وطُلب منهم أن يستعرضوا، على أساس تقني، مدى ملاءمة وإمكانية تطبيق ومنطق الأحكام والمرفقات الحالية.",0
"780","ويجري تطوير معايير وإجراءات مشتركة في ستة مجالات رئيسية: مدونة قواعد السلوك؛ المواد والاستراتيجيات التدريبية؛ توحيد إجراءات إحالة الشكاوى داخل الوكالة؛ التواصل مع المجتمع؛ وتوحيد إجراءات الشركاء المنفذين من وكالات الأمم المتحدة وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية امتثالا لنشرة الأمين العام (ST/SGB/2003/13) بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والاعتداء الجنسي؛ وإحالة الشكاوى التي تتلقاها إحدى الوكالات بشأن حادث يتعلق بموظف في وكالة أخرى.",0
