"","en_ar_TRANSFORMERS","MatConf"
"386","(أ) العمل بنشاط أكبر مع المنظمات الدولية والإقليمية العاملة في المنطقة (بما في ذلك منظمة معاهدة الأمن الجماعي، ومنظمة الأمن والتعاون في أوروبا، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، وكلية موظفي إدارة الحدود التابعة لمنظمة الأمن والتعاون في أوروبا في دوشانبي، طاجيكستان) من أجل التركيز على الأنشطة الموجهة نحو التغلب على أوجه القصور وتحسين تنفيذ القرار 1373 (2001)؛",0
"387","ويشدد على أهمية ضمان استقلال وسائط الإعلام وحيادها في كوت ديفوار.",0
"388","المدفوعات أو الإغاثة المقدمة للغير - 689 655 8 دولاراً من دولارات الولايات المتحدة",0
"389","578 - وتتمثل إحدى العقبات الواضحة أمام إنشاء محكمة خاصة للجرائم المرتكبة في دارفور في الآثار المالية المترتبة عليها.",0
"390","”ويؤكد مجلس الأمن من جديد كذلك ضرورة مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة، ويذكِّر المجلس الدول بأنه يجب عليها أن تكفل امتثال أي تدابير تتخذها لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي.",0
"391","تحرك الفريق المكون من عشرة مفتشين من فندق القناة في الساعة 45/9 إلى موقع المثنى التابع لشركة طارق العامة (التابعة لهيئة التصنيع العسكري) والواقع على مسافة 50 كم شمالي بغداد.",0
"392","”ويشير مجلس الأمن أيضا إلى الهجمات الإرهابية البشعة التي وقعت في 11 أيلول/سبتمبر 2001 في نيويورك وواشنطن العاصمة وبنسلفانيا، والهجمات العديدة الأخرى التي ارتكبتها الشبكة في جميع أنحاء العالم.",1
"393","631 - وعلى وجه الخصوص، ترى اللجنة أن القوات الحكومية والميليشيات الخاضعة لسيطرتها هاجمت في كثير من الحالات المدنيين ودمرت وأحرقت قرى في دارفور خلافا لمبادئ وقواعد القانون الإنساني الدولي ذات الصلة.",1
"394","56 - يشجع الدول الأعضاء على أن تشير، عند فك تجميد أصول فرد متوفى أو كيان أُبلغ أو تأكد أنه لم يعد له وجود نتيجة لرفع اسمه من القائمة، إلى الالتزامات المنصوص عليها في القرار 1373 (2001)، وبخاصة منع استخدام الأصول غير المجمدة لأغراض إرهابية؛",0
"395","ومن الواضح أن هذا الحكم لا ينطبق في هذه الحالة لأن الجرائم وقعت في السودان ويُزعم أن مواطنين سودانيين قد ارتكبوها.",1
"396","وكان لا بد أيضا من تأجيل ذلك الاجتماع بناء على طلب الجانب الأبخازي.",0
"397","28 - وتقر اللجنة بأنها لم تتخذ سوى الخطوات الأولى نحو تحقيق هذا الهدف، ويعزى ذلك في المقام الأول إلى تأخر ملاك موظفي المديرية التنفيذية.",0
"398","كانوا مسلحين وكلهم كانوا يوجهون بنادقهم نحونا",1
"399","وبحلول 31 كانون الثاني/يناير، كان 402 1 من أصحاب حقوق الملكية قد أدرجوا ممتلكاتهم في المخطط.",0
"400","33 - وفي 3 أيلول/سبتمبر، أبلغت حكومة الهند الأمم المتحدة بقرارها عدم تجديد عقد نشر ست طائرات هليكوبتر عسكرية للخدمات (Mi-17) إلى بعثة الأمم المتحدة في السودان بعد 31 تشرين الأول/أكتوبر.",1
"401","ويتوقع الفريق أن تتكرر التجانس فيما يتعلق بهذه الخسارة في الدفعات المقبلة.",0
"402","ويبدو أن الغرض منه هو أن تذهب قوات حركة تحرير الكونغو/التجمع الكونغولي من أجل الديمقراطية - الوطني من بلدة إلى أخرى لتدمر كل ما يمكن أن تضع أيديها عليه.",1
"403","3 - مضاعفات منع نشوب النزاعات وحلها",1
"404","' 1` الإفراط في الاستثمارات في رؤوس الأموال الآجلة؛",0
"405","ومن مصلحتها أن تفعل ذلك.",0
"406","ثم فتشت المجموعة الأختام على الآلات الخاضعة لنظام التفتيش.",0
"407","(أ) الضحايا الذين تعرضوا لضرر بدني ذي شأن أو لعجز كبير في الصحة البدنية أو العقلية نتيجة لجرائم خطيرة؛",1
"408","ونشر ما مجموعه 72 في المائة من أفراد الشرطة المخططين (5 في المائة منهم من النساء).",1
"409","وسيلزم أن يظل هذا التقييد قائما ما دامت المشاركة في أي سفر من هذا القبيل تستلزم التزاما بالإبلاغ عن المسائل الموضوعية.",1
"410","24 - وتتمتع جميع دول المنطقة دون الإقليمية باقتصادات قائمة على النقد، مما يزيد من خطر حدوث تمويل للإرهاب عن طريق النقل المادي للعملات وغيرها من الصكوك المالية لحاملها عبر الحدود، والتحويلات غير الرسمية للنقود والقيمة من خلال نظم التحويل البديلة.",1
"411","ويدل اختطاف بوكو حرام وأنصارو قس فرنسي في الكاميرون بالعمل معا في تشرين الثاني/نوفمبر 2013 على قدرة هاتين المجموعتين على التصرف خارج حدود نيجيريا.",1
"412","المقرر عقدها يوم السبت، 11 تشرين الثاني/نوفمبر 2006، الساعة 20/12",0
"413","ولذلك ينبغي للحكومة أن تواصل العمل مع القطاع الخاص والأحزاب السياسية والمجتمع المدني لوضع الأطر التشريعية والتنظيمية اللازمة لتشجيع الاستثمار الخاص والاستفادة من فرص إيجاد فرص العمل على وجه السرعة التي يوفرها قانون HOPE II وغيره من اتفاقات التجارة التفضيلية.",0
