"","en_es_DEEPL","VerCoop"
"583","El Grupo de Trabajo facilitó y copresidió una conferencia internacional sobre estrategias nacionales y regionales de lucha contra el terrorismo, en la que los participantes definieron una serie de principios que los Estados miembros y las organizaciones regionales deben tener en cuenta a la hora de elaborar sus respectivas estrategias.",1
"584","1.16 La India está tramitando la expedición de nuevos documentos de identidad.",0
"585","149. De las 20 empresas, 3 están ahora cerca de la producción:",0
"586","Tres Estados han introducido disposiciones legales para permitir la extradición, la asistencia judicial recíproca y el intercambio de información, y han suscrito los correspondientes tratados bilaterales u otros acuerdos con otros Estados.",0
"587","60. Decide, a fin de ayudar al Comité a cumplir su mandato, así como para apoyar al Ombudsman, prorrogar el mandato del actual Equipo de Vigilancia con sede en Nueva York y de sus miembros, establecido de conformidad con el párrafo 7 de la resolución 1526 (2004), por un nuevo período de treinta meses, bajo la dirección del Comité y con las responsabilidades esbozadas en el anexo I, y pide al Secretario General que adopte las disposiciones necesarias a tal efecto;",0
"588","Estos costes se resumen en el cuadro 23, infra.",0
"589","No proliferación (29 de marzo de 2006; 22 de marzo de 2011)",0
"590","Exhortando a los Estados a que cooperen plenamente con el Comité contra el Terrorismo (CCT) establecido en virtud de la resolución 1373 (2001), incluida la Dirección Ejecutiva del Comité contra el Terrorismo (Dirección Ejecutiva) recientemente establecida, el ""Comité de Sanciones contra Al-Qaida y los talibanes"" establecido en virtud de la resolución 1267 (1999) y su Equipo de apoyo analítico y vigilancia de las sanciones, y el Comité establecido en virtud de la resolución 1540 (2004), y exhortando además a esos órganos a que intensifiquen la cooperación entre sí,",1
"591","Malí y Níger son miembros del recién creado Centro Conjunto de Inteligencia subregional de Tamanrasset (Argelia).",0
"592","La Comisión ha podido establecer un relato detallado y preciso de los sucesos de abril y mayo, que causaron importantes pérdidas de vidas humanas, heridos y daños materiales generalizados.",0
"593","El Consejo de la Liga de Estados Árabes, a nivel ministerial,",0
"594","34. El Gobierno de Nepal ha hecho algunos progresos en el cumplimiento de sus obligaciones en virtud del Acuerdo General de Paz de proporcionar rehabilitación a los niños anteriormente asociados con fuerzas y grupos armados.",0
"595","A celebrarse en privado el martes 21 de agosto de 2012, a las 15:00 horas.",0
"596","Su intención y capacidad para planificar atentados quedó demostrada en Argelia y Níger en 2013.",0
"597","Acogiendo con satisfacción y apoyando las medidas adoptadas para concluir tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que el establecimiento de zonas libres de armas nucleares internacionalmente reconocidas sobre la base de acuerdos libremente concertados entre los Estados de la región de que se trate, y de conformidad con las directrices de 1999 de la Comisión de Desarme de las Naciones Unidas, mejora la paz y la seguridad mundiales y regionales, fortalece el régimen de no proliferación nuclear y contribuye a la realización de los objetivos del desarme nuclear,",1
"598","Las recomendaciones, sobre las que se ha consultado a las partes y a los países que aportan contingentes, tienen por objeto reforzar, dentro de los recursos existentes, la capacidad del componente militar para supervisar el alto el fuego y los acuerdos militares.",0
"599","El Comité estaba compuesto por los siguientes expertos:",0
"600","23. Pide al Comité que distribuya al Consejo una lista de los Estados que no hayan presentado antes del 31 de marzo de 2004 informes de conformidad con el párrafo 6 de la resolución 1455 (2003), incluido un resumen analítico de las razones aducidas por los Estados para no presentarlos;",1
"601","Parece crucial comprender mejor la interacción entre la protección personal armada y la proyección armada del poder, y centrarse en el desarrollo de medios de vida sostenibles y alternativos para quienes se enfrentan al desempoderamiento y la desesperación (véase, por ejemplo, S/2008/183).",0
"602","El Gobierno de Líbano también me ha informado de que las Fuerzas Armadas Libanesas habían aumentado aún más su presencia, habían erigido nuevos puestos de control y habían reforzado los controles en torno a las posiciones de los grupos armados palestinos con sede en la República Árabe Siria al sur de Beirut y en el valle de la Beqaa. El 7 de octubre, el ejército libanés llevó a cabo redadas contra puestos de grupos armados palestinos con sede en Siria en el valle de la Beqaa, en el curso de las cuales se incautaron armas.",1
"603","En este contexto, animamos a las partes a que sigan demostrando su voluntad política de llegar a una solución, incluso ampliando el debate sobre las propuestas de la otra parte,",1
"604","El Comité también acordó dirigir sendas cartas al Representante Permanente de Somalia y al Comisario de Paz y Seguridad de la Unión Africana recomendando una investigación independiente sobre la supuesta venta de armas y munición al mercado de armas somalí por parte de funcionarios del Gobierno Federal de Transición y miembros del contingente ugandés de la Misión de la Unión Africana en Somalia (AMISOM), respectivamente.",1
"605","El Gobierno ingresó más de 356.000 dólares en concepto de regalías por esas exportaciones de diamantes en bruto.",0
"606","Reforzar la capacidad de los Estados para prevenir la proliferación y responder a los ataques con armas de destrucción masiva",0
"607","Se reunieron de nuevo el 27 de julio en Abu Dhabi.",0
"608","Las tres Misiones también están estudiando la posibilidad de ampliar la cooperación en el fletamento de aviones de pasajeros de gran capacidad para las rotaciones de tropas; el establecimiento de una oficina regional de adquisiciones dotada de personal conjunto; y la mejora de las instalaciones de la MONUC en Entebbe (Uganda), que ya prestan servicios a la MONUC, la ONUB y la UNMIS, para proporcionar alojamiento a las tropas en tránsito y un punto principal de entrada de envíos para las tres Misiones, entre otras funciones.",1
"609","2. Aplicación de la Resolución 1624 (2005)",0
"610","Nubul y Zahra están asediados desde abril de 2013.",0
"611","La MINUSMA pondrá en marcha una revisión de su concepto de Misión a principios de 2015, que guiará la revisión de los conceptos de los componentes militares, policiales y de apoyo complementarios que detallan y apoyan la aplicación del concepto de Misión.",1
"612","Beneficiarios previstos por grupo y por país",0
"613","Los registros telefónicos mostraban cuatro llamadas al oficial de inteligencia sirio Jamea Jamea, a las 1142, 1814, 2023 y 2026 horas. Según un testigo, Abdel-Al visitó el despacho de Jamea Jamea la tarde de la explosión, a las 19.30 horas, y ambos hablaron del Sr. Abu Adass.",1
"614","13. Decide seguir ocupándose del asunto.",0
"615","Čović fue elegido posteriormente presidente de este principal partido nacionalista croata.",0
"616","Tras hacer un llamamiento para que se profundice en el análisis de los objetivos compartidos por las comunidades de derechos humanos, desarrollo y seguridad, así como por el sistema de las Naciones Unidas y los Estados miembros, la Alta Comisionada subrayó que las violaciones de los derechos humanos son a menudo una de las causas profundas de los conflictos armados, como había ocurrido en Somalia y Bosnia y Herzegovina.",1
"617","Los testigos describieron cómo le arrancaron los ojos a un joven. Una vez cegado, lo obligaron a huir y luego lo mataron a tiros.",0
"618","""El Consejo de Seguridad pide al Representante Especial del Secretario General para Burundi que, en estrecho contacto con el Representante Especial del Secretario General para la República Democrática del Congo, determine los hechos e informe de ellos al Consejo lo antes posible.",1
"619","60. Es especialmente importante desarrollar intercambios prácticos entre el Consejo de Seguridad y la Asamblea General sobre la contención de los flujos ilícitos de armas y municiones hacia zonas de crisis y conflicto.",0
