"","en_es_DEEPL","MatCoop"
"553","119. Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de supervisar la prohibición de viajar y proponer recomendaciones de mejora. Entre ellas figuran una mayor interacción con los Estados Miembros y las principales organizaciones internacionales; una investigación sobre el uso de documentos de viaje falsos por terroristas y las formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con la Interpol sobre las formas de mejorar la coordinación entre las Naciones Unidas y la Interpol; un estudio de la tendencia emergente de las zonas libres de visados y de libertad de circulación y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas en materia de refugiados y asilo con las actividades de las Naciones Unidas de lucha contra el terrorismo.",1
"554","Los vehículos fueron entregados a Rai Los junto con 31 uniformes de la PNTL de la URP el 23 de mayo. El 24 de mayo, Rai Los y sus hombres, vestidos con estos uniformes de la URP, participaron en el ataque contra los soldados de las F-FDTL que patrullaban.",0
"555","El capítulo 17 de la Ley de inmigración (edición revisada de 2002) regula la inmigración en Brunei Darussalam.",0
"556","Cincuenta y cuatro Estados informaron de que disponían de salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de las personas sujetas a sanciones.",1
"557","La campaña electoral, que acababa de comenzar, se rigió por la Ley Electoral y el Reglamento del Órgano Conjunto de Gestión Electoral y fue supervisada por observadores internacionales.",1
"558","16. El Director Ejecutivo velará por que todas las organizaciones internacionales, regionales y subregionales pertinentes tengan un punto de contacto dentro de la Oficina de Evaluación y Asistencia Técnica, incluida la necesidad de establecer enlaces con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos y otras organizaciones competentes en asuntos relacionados con los derechos humanos y la lucha contra el terrorismo.",1
"559","140. En algunas de sus visitas, en particular a Estados menos adelantados, el Equipo ha comprobado que los organismos nacionales pertinentes que se ocupan de la lucha contra el terrorismo carecen gravemente de fondos, en particular en la esfera de la seguridad fronteriza, hasta el punto de que funcionarios relativamente superiores carecen de acceso a computadoras y otras tecnologías pertinentes y otros tienen poco o ningún personal para realizar tareas críticas.",1
"560","En la actualidad, el régimen de sanciones no afecta a las capacidades de mando, control, comunicaciones e información de los grupos incluidos en la lista.",0
"561","Colaborar en el desarrollo y la aplicación de una política sobre el VIH/SIDA que tenga en cuenta las cuestiones de género en ámbitos como la formación, los códigos de conducta, las pruebas del VIH, la cooperación civil y militar, la información sobre recursos y el material sobre mejores prácticas; integrar una política sobre el VIH/SIDA en el DOMP y reforzar las capacidades de las operaciones de mantenimiento de la paz (incluido el futuro personal de mantenimiento de la paz) para hacer frente al VIH/SIDA.",1
"562","Tres Estados han introducido disposiciones legales para permitir la extradición, la asistencia judicial recíproca y el intercambio de información, y han suscrito los correspondientes tratados bilaterales u otros acuerdos con otros Estados.",1
"563","El programa exige que los excombatientes regresen abiertamente, abandonen las armas y acepten respetar la legitimidad del Gobierno, el Estado de derecho y un mecanismo de supervisión basado en la comunidad, junto con otras medidas que dependen de cada persona.",1
"564","Canal de radio y televisión ruso Zefirzada, periodista Fedor Ivanich -- 23 de enero de 2012.",0
"565","La situación en Angola (véanse S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 y 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 y 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 y 50; S/1996/15/Add.5, 16, 18, 27, 40 y 49; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 y 43; y S/1998/44/Add.4 y 11; véanse también S/19420/Add.51; S/22110/Add.21; y S/23370/Add.12, 27, 37, 40, 43, 48 y 51)",0
"566","Los siete Estados sólo han aplicado parcialmente medidas para impedir el contrabando de armas y explosivos.",1
"567","Un total de 12 Estados han adoptado medidas para regular la producción, venta y transferencia de armas y explosivos, aunque sólo 2 las han aplicado plenamente.",1
"568","13. Autoriza a los Estados miembros que actúen en virtud del párrafo 10 supra a que, de conformidad con el Anexo 1-A del Acuerdo de Paz, adopten todas las medidas necesarias para garantizar el cumplimiento de las normas y procedimientos establecidos por el Comandante de la SFOR, que rigen el mando y control del espacio aéreo sobre Bosnia y Herzegovina con respecto a todo el tráfico aéreo civil y militar;",1
"569","Insto a las partes en el Acuerdo General de Paz y a la comunidad internacional a que presten su máxima cooperación al grupo independiente que establecí a petición de las partes.",1
"570","32. Pide al Secretario General que incluya en sus informes al Consejo sobre situaciones específicas de cada país información más completa y detallada relativa a la protección de los civiles en los conflictos armados, en particular sobre los incidentes relacionados con la protección y las medidas adoptadas por las partes en los conflictos armados para cumplir sus obligaciones de respetar y proteger a la población civil, incluida información específica sobre las necesidades de protección de los refugiados, los desplazados internos, las mujeres, los niños y otros grupos vulnerables;",1
"571","El Comité seguirá centrándose en promover la aplicación de la resolución 1373 (2001) por parte de los Estados y en adoptar medidas prácticas destinadas a mejorar la capacidad de lucha contra el terrorismo de los Estados.",1
"572","Aunque nos complace constatar que se han inscrito unos 10 millones de votantes afganos, nos sigue preocupando que no se hayan inscrito suficientes votantes en el sur y el sudeste de Afganistán, principalmente por motivos de seguridad.",0
"573","23. La Autoridad reafirma su determinación de seguir luchando contra los efectos adversos del cambio climático.",0
"574","41. Las Naciones Unidas también impartieron formación a la Asociación de Mujeres de los Medios de Comunicación para que pudieran sensibilizar a la opinión pública sobre los derechos humanos y el VIH/SIDA.",1
"575","Nueve Estados cuentan con algunas medidas para detectar y prevenir el contrabando de armas y explosivos, pero no está claro hasta qué punto se aplican eficazmente.",1
"576","En los últimos años, los Estados de la subregión (por ejemplo, Bosnia y Herzegovina, Bulgaria y Serbia) han ratificado algunos de los instrumentos más recientes de lucha contra el terrorismo.",1
"577","""El Consejo subraya la importancia de la implicación nacional, del diálogo constructivo y de la asociación entre las autoridades nacionales y la comunidad internacional para ayudar a abordar las necesidades prioritarias de consolidación de la paz y las causas subyacentes de la inestabilidad recurrente.",1
"578","Expresando su preocupación por los continuos informes, incluidos los comunicados por el Secretario General en [informe pertinente], de abusos de los derechos humanos y violaciones del derecho internacional humanitario, incluso contra mujeres y niños, y los informes de un aumento de los incidentes de violencia sexual, en particular los atribuidos a hombres armados, subrayando la importancia de investigar esas presuntas violaciones y abusos .... cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de tales violaciones deben rendir cuentas y ser llevados ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de los detenidos ..., instando al Gobierno a que aumente y agilice sus esfuerzos para combatir la impunidad,",0
"579","Por consiguiente, instamos a los miembros del Consejo y del Grupo de Amigos a que consideren favorablemente estas recomendaciones del Secretario General.",0
"580","56. La situación en Libia (22 de febrero de 2011; 12 de marzo de 2012).",0
"581","Juntos, avanzaremos hacia el día en que las fuerzas iraquíes asuman la plena responsabilidad del mantenimiento de la seguridad y la estabilidad en Irak.",1
"582","Estados Unidos insta a las autoridades de Haití a que cumplan su promesa de cubrir las seis vacantes del Tribunal Supremo de la Cour de Cassation antes del 3 de octubre de 2011.",0
