"","en_es_TRANSFORMERS","MatCoop"
"736","La situación en Angola (véanse S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 y 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 y 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 y 50; S/1996/15/Add.5, 16, 18, 27, 40 y 49; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 y 43; S/1998/44/Add.4, 11, 17, 20, 23, 25, 26, 32, 37, 41, 48, 51 y 52; y S/1999/25/Add.1; véanse también S/19420/Add.51; S/22110/Add.21; y S",0
"737","Se le pidió que ayudara a filmar la retirada de la comitiva el 14 de febrero de 2005 durante la reunión con el juez de investigación, pero no se mencionó nada más sobre la retirada de los vehículos de la comitiva del lugar del crimen.",0
"738","12. Reitera su reconocimiento a los asociados de la Unión Africana que ya apoyan a la MISCA, a saber, los Estados Unidos, Francia y la Unión Europea (UE), observa con satisfacción el apoyo técnico prestado por las Naciones Unidas de conformidad con el párrafo 37 de la resolución 2127 (2013) del Consejo de Seguridad, de 5 de diciembre de 2013, así como las contribuciones ya hechas al Fondo Fiduciario establecido por el Secretario General de las Naciones Unidas de conformidad con el párrafo 43 de la resolución 2127 (2013), por el Canadá y Luxemburgo, y las promesas hechas por el Japón y el Reino Unido.",1
"739","202. Una cuestión fundamental en relación con la facilitación de la investigación y el enjuiciamiento apropiados de las conductas delictivas es asegurar que las personas con información pertinente estén dispuestas a comparecer ante las autoridades y, cuando proceda, a prestar testimonio ante los tribunales.",1
"740","Sobre la aplicación de la orden de investigación dictada por el primer juez de instrucción del tribunal militar de Beirut en relación con las investigaciones y todo lo que pueda arrojar luz sobre la investigación de la explosión que causó la muerte del ex Primer Ministro Hariri y otros",1
"741","Reviste particular interés la cooperación continua en materia de aplicación de la ley a través del Centro Regional de la Iniciativa de Cooperación de Europa Sudoriental para la Lucha contra la Delincuencia Transfronteriza y del recientemente establecido Convenio de Cooperación Policial para la Secretaría de Europa Sudoriental.",1
"742","4. Exhorta a todos los Estados que no son partes en el Tratado sobre la no proliferación de las armas nucleares a que se adhieran al Tratado en calidad de Estados no poseedores de armas nucleares a fin de lograr su universalidad lo antes posible y, en espera de su adhesión al Tratado, a que se adhieran a sus disposiciones;",0
"743","Algunos ejemplos de aerosoles son los plaguicidas para el desempolvamiento de cultivos y los productos químicos secos para la siembra de nubes.",0
"744","Sigo firmemente comprometido con la aplicación de la resolución 1559 (2004) en aras de la paz y la estabilidad regionales, en un momento particularmente difícil y difícil.",1
"745","44. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió investigando las presuntas violaciones de los derechos humanos y del derecho internacional humanitario cometidas por grupos armados y fuerzas de seguridad nacionales.",1
"746","El informe abarca los acontecimientos ocurridos desde mi informe anterior sobre la MINURCAT, de fecha 30 de julio de 2010 (S/2010/409), en relación con la situación humanitaria y de seguridad en el este del Chad y el nordeste de la República Centroafricana; los progresos realizados en el cumplimiento de las tareas y los parámetros establecidos en los párrafos 2 y 3 de la resolución 1923 (2010) del Consejo de Seguridad; y la ejecución del mandato de la MINURCAT, incluidos los preparativos para su retirada.",1
"747","En cumplimiento de esos objetivos, la MINUSTAH documentó casos generalizados de detenciones ilegales, malos tratos y detención preventiva prolongada.",0
"748","5. Exhorta a todos los Estados a que sigan adoptando medidas urgentes para hacer cumplir y reforzar mediante leyes o medidas administrativas, cuando proceda, las medidas impuestas en virtud de leyes o reglamentos nacionales contra sus nacionales y otras personas o entidades que operan en su territorio, prevenir y castigar las violaciones de las medidas a que se hace referencia en el párrafo 1 de la presente resolución, e informen al Comité de la adopción de esas medidas, e invita a los Estados a que informen al Comité de los resultados de todas las investigaciones o medidas coercitivas conexas, a menos que ello comprometa la investigación o las medidas coercitivas;",0
"749","Decide que [la misión] tendrá el siguiente mandato...: e) Colaborar estrechamente con el Gobierno para asegurar el cumplimiento de sus compromisos de hacer frente a las violaciones graves cometidas contra los niños, en particular la finalización del Plan de Acción para liberar a los niños presentes en las [fuerzas armadas] e impedir nuevos reclutamientos, con el apoyo del Mecanismo de Vigilancia y Presentación de Informes.",1
"750","Se cerraron las escuelas que se negaban a inscribirse o que tenían vínculos con organizaciones terroristas prohibidas.",1
"751","73. La situación en Georgia (8 de octubre de 1992; 15 de junio de 2009).",0
"752","En Centroamérica y el Caribe, el Proceso de Diálogo de San José ejecuta programas de integración y prevención del terrorismo y la incitación.",1
"753","Tungsteno y aleaciones que contengan 97% en peso o más de tungsteno;",0
"754","En particular, quisiera recalcar que, como se observa en el informe, los talibanes siguen constituyendo una amenaza real para la reconstrucción y la estabilidad del país, y que contener a esta organización es crucial.",0
"755","El Tribunal Internacional para la ex Yugoslavia celebró en Furundžija (párr. 144 y párrs. 153 a 157) la prohibición de la tortura en el derecho internacional consuetudinario, por la Cámara de los Lores de Pinochet, y también afirmó el Relator Especial de las Naciones Unidas sobre la tortura.",1
"756","Tras una minuciosa investigación, el Gobierno de los Estados Unidos determinó que Ahmed Abu Khattalah era una figura clave en esos ataques armados.",1
"757","En su análisis, el Equipo de Vigilancia ha observado que al menos 31 Estados han establecido comités nacionales u otros mecanismos a fin de reunir a todos los organismos pertinentes para examinar cuestiones relacionadas con la lucha contra el terrorismo.",1
"758","13. En el comunicado conjunto el Gobierno se comprometió a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y velar por que todas las personas y grupos acusados de violaciones de los derechos humanos comparecieran ante la justicia sin demora.",0
"759","Stanley Foundation 26 a 28 de febrero Vigésimo Seminario Asiático de Control de las Exportaciones",0
"760","6. Alienta a que se aumenten la eficiencia y las economías siempre que no afecten a la capacidad operacional de la Fuerza;",0
"761","Se impartió capacitación a oficiales de las fuerzas de seguridad nacionales (50 en Adré y 42 en Abéché).",1
"762","Menos de la mitad de los 140 Estados que presentaron informes en virtud de la resolución 1455 (2003) dijeron qué medidas habían adoptado para restringir o regular la circulación de productos preciosos, y los que en general se referían únicamente a los controles en virtud de la legislación aduanera y tributaria.",1
"763","3. Eritrea no recibió ningún ""mapa operacional a mayor escala"".",0
"764","Mapa catastral de la zona de Moughr Shab'a, 1:5.000",0
"765","China, Estados Unidos de América, Federación de Rusia, Francia y Reino Unido de Gran Bretaña e Irlanda del Norte: proyecto de resolución",0
"766","Con ese fin, el Departamento determinó que varios puntos de referencia eran fundamentales para este proceso, entre ellos el establecimiento de los tres comités de asamblea obligatorios, a saber, sobre políticas y finanzas, comunidades y mediación.",1
"767","Al mismo tiempo, la asociación con otros Estados Miembros también es crucial para el éxito.",0
"768","e) Subsidios de repatriación 257 - 258 53",0
"769","El 21 de enero, los Ministros de Defensa de Burundi, la República Democrática del Congo y Rwanda aprobaron un proyecto de protocolo de la Comunidad Económica de los Países de los Grandes Lagos (CEPGL) sobre defensa y seguridad mutuas, en el que se prevén mecanismos comunes de control fronterizo y un acuerdo para interceptar a los combatientes de los grupos armados que huyen a través de sus fronteras.",1
"770","... observando la importancia de realizar exámenes continuos de las tácticas y los procedimientos y de los exámenes e investigaciones posteriores a la adopción de medidas en cooperación con el Gobierno en los casos en que se han producido víctimas civiles y cuando el Gobierno considere que esas investigaciones conjuntas son apropiadas, así como de seguir cooperando con las [fuerzas de seguridad nacionales] para seguir institucionalizando la protección de los civiles, especialmente las mujeres y las niñas,",1
"771","En varias ocasiones he manifestado mi firme convicción de que el desarme de Hizbullah y otras milicias puede lograrse mejor mediante un proceso político dirigido por el Líbano, que logrará el objetivo final de que no haya armas ni fuerzas armadas en el Líbano que no sean las del Estado libanés.",1
