"es_en_DEEP"	"MatConf"
"The Committee recognizes that the non-submission of reports could indicate a general \"report fatigue\" as a result of the number of reports that Member States have had to submit to the Committee, the Counter-Terrorism Committee, the Committee established under resolution 1540 (2004) and other United Nations bodies."	0
"There is overwhelming evidence that most of these killings were neither provoked nor necessary to contain the protesters."	1
"Remarkable progress has been made, but the complex political, economic and security climate continues to present enormous challenges to the elected leaders charged with normalizing our country."	0
"Noting that the situation in the Democratic Republic of the Congo continues to constitute a threat to international peace and security in the region,"	1
"The Government of the Republic of Macedonia, at its meeting on April 19, 2011, adopted a decision to implement the restrictions stated in the resolution mentioned above."	1
"This situation is evident in groups fighting in Somalia, Yemen, the Syrian Arab Republic and Nigeria."	1
"Many people were subjected to horrific ill-treatment and many others were summarily executed."	1
"Eminent journalists have been arbitrarily detained for expressing their views on issues relating to human rights, constitutional matters and the rule of law."	1
":: Convention on the Physical Protection of Nuclear Materials"	0
"a) Become parties, as a matter of urgency, to all international conventions and protocols relating to terrorism, in particular the 1999 International Convention for the Suppression of the Financing of Terrorism, support all international initiatives adopted for this purpose and take full advantage of emerging sources of assistance and guidance;"	0
