"","en_es_GOOGLE","MatConf"
"514","7. El 7 de abril de 2014, dos expertos de la Oficina de las Naciones Unidas contra la Droga y el Delito (UNODC), Clément Gorrissen y Simon Davis, fueron asesinados en el aeropuerto de Gaalkacyo, Puntlandia (Somalia), mientras cumplían una misión relacionada con el rastreo de drogas ilícitas. flujos financieros resultantes de la piratería.",1
"515","El programa de jornada completa del 16 de noviembre incluyó cuatro mesas redondas que se centraron en los siguientes temas:",0
"516","Que se celebrará el viernes 20 de diciembre de 2002, a las 19.40 horas",0
"517","Financiación &quot;El Consejo de Seguridad expresa su profunda preocupación por el hecho de que los yacimientos petrolíferos y la infraestructura conexa controlados por el EIIL, el FAN y potencialmente otras personas, grupos, empresas y entidades asociados con Al-Qaida estén generando una parte importante de los ingresos de los grupos, que sustentan su reclutamiento. esfuerzos y fortalecer su capacidad operativa para organizar y llevar a cabo ataques terroristas.",1
"518","Durante el período electoral se esperan nuevas actividades desestabilizadoras en esta región.",1
"519","Además, entre el 23 y el 27 de abril, la MONUSCO lanzó la operación Escudo de Pascua en la zona de Doruma, tras recibir informes de dos ataques del LRA en esa zona.",1
"520","631. En particular, la Comisión concluye que en muchos casos las fuerzas y milicias gubernamentales bajo su control atacaron a civiles y destruyeron e incendiaron aldeas en Darfur, en contravención de los principios y normas pertinentes del derecho internacional humanitario.",1
"521","Además, escuadrones de la muerte y milicias compuestas por elementos autónomos están sembrando el terror y llevando a cabo ejecuciones y secuestros.",1
"522","En este sentido, expresamos nuestra plena disposición, en consulta con las Naciones Unidas, a contribuir al fortalecimiento de la MINUSMA, en particular mediante el establecimiento dentro de la MINUSMA de una fuerza de intervención rápida con reglas de enfrentamiento y medios sólidos, siguiendo el modelo de la brigada de intervención de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo (MONUSCO), que se desplegará desde los países contribuyentes en el norte de Malí para contribuir a la lucha contra los grupos criminales y terroristas armados y para facilitar la conclusión exitosa de los esfuerzos de estabilización en esa parte del país.",0
"523","Los ataques en el Afganistán muestran cada vez más la influencia de los métodos de Al-Qaida en el Iraq: los atentados suicidas con bombas y las decapitaciones son cada vez más habituales, y las pruebas se muestran en la televisión.",1
"524","Ingresos de la venta de mineral de hierro.",0
"525","Cancelación de pérdidas de efectivo y cuentas por cobrar",0
"526","Además, está muy avanzada la contratación para 19 puestos de expertos civiles dentro del componente de policía de la UNMIT a fin de seguir haciendo hincapié en la creación de capacidades y el desarrollo institucional.",0
"527","La &quot;precisión&quot; incluye la no linealidad, la histéresis y la repetibilidad a temperatura ambiente.",0
"528","El extremismo fundamental con sus manifestaciones puede seguir existiendo en zonas del este.",1
"529","Poner la propia firma en un documento que no se ha aceptado plenamente no tiene mucho sentido.",0
"530","Algunos de ellos son sospechosos de haber cometido varios delitos simultáneamente.",1
"531","El gobierno no ha tomado las medidas administrativas y legislativas necesarias para combatir y prevenir la corrupción en las instituciones provisionales.",1
"532","8 de mayo de 2006 Incidente de violencia en Gleno en el que se ataca a agentes de la PNTL oriental.",1
"533","13. La situación en Sierra Leona (27 de noviembre de 1995; 26 de marzo de 2013).",0
"534","D. Escuchar más atentamente las voces de las víctimas 112. Estrechamente vinculado al concepto de contranarrativa está el creciente reconocimiento de la importancia de las voces de las víctimas del terrorismo en las estrategias eficaces de contraincitación.",0
"535","119. Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de supervisar la prohibición de viajar y proponer recomendaciones para mejorarla. Entre ellas figuran una mayor interacción con los Estados miembros y las principales organizaciones internacionales; una investigación sobre el uso de documentos de viaje falsos por parte de terroristas y formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con Interpol sobre formas de mejorar la coordinación entre las Naciones Unidas e Interpol; una exploración de la tendencia emergente de zonas libres de visas y de libertad de movimiento y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas de refugiados y asilo con los esfuerzos antiterroristas de las Naciones Unidas.",0
"536","Las cifras no son seguras, pero las pruebas que tiene ante sí la Comisión sugieren que hasta nueve personas murieron y tres sufrieron heridas por armas de fuego como resultado de esta violencia.",1
"537","Varios factores actúan en su contra, pero si tienen éxito, la amenaza terrorista aumentará aún más.",1
"538","Tomando nota de los recientes acontecimientos e iniciativas a nivel internacional, regional y subregional para prevenir y reprimir el terrorismo internacional, tomando nota de la labor del Foro Mundial contra el Terrorismo (GCTF), en particular su reciente adopción de un conjunto integral de buenas prácticas para abordar el tema de los combatientes terroristas extranjeros. fenómeno, y su publicación de varios otros documentos marco y buenas prácticas, incluso en las áreas de lucha contra el extremismo violento, justicia penal, prisiones, secuestros para pedir rescate, prestación de apoyo a las víctimas del terrorismo y actuación policial orientada a la comunidad, para ayudar a los Estados interesados a la aplicación práctica del marco jurídico y normativo de las Naciones Unidas contra el terrorismo y complementar la labor de las entidades pertinentes de las Naciones Unidas contra el terrorismo en esas esferas,",0
"539","La discriminación de género también adopta la forma de que las mujeres sean objeto de pago de sobornos o multas.",1
"540","Cuando se les pide que proporcionen más detalles, las víctimas informan que los atacantes Janjaweed pertenecen a tribus árabes y, en la mayoría de los casos, atacaron a caballo o en camellos y estaban armados con armas automáticas de diversos tipos.",1
"541","Sin embargo, en muchas zonas del país no hay capacidad de detención ni tribunales en funcionamiento, lo que obliga a las autoridades encargadas de hacer cumplir la ley a liberar a los perpetradores presuntamente peligrosos o solicitar que los contingentes de la MONUC confinan a los sospechosos por razones de seguridad y protección de los civiles.",1
"542","Sin embargo, los Estados todavía necesitan reforzar sus programas y su cooperación y aplicar las mejores prácticas internacionales y las normas de control de armamentos más recientes.",0
"543","4. El terrorismo sigue siendo una grave amenaza a la paz y la seguridad en toda África. Es un factor determinante en un número cada vez mayor de situaciones de conflicto.",1
"544","NUEVAS CUESTIONES QUE SURGEN EN LAS RECLAMACIONES DE LA SOLICITUD",0
"545","19. En Libia, el colapso del control estatal tras la caída del régimen de Gadafi en 2011, junto con un control fronterizo ineficaz y un arsenal de armas, llevaron al desarrollo de un importante mercado de armas ilícitas en el país que alimentó el conflicto interno existente. así como en la región del gran Sahel.",1
"546","3.2.4 Acuerdos de Asistencia Legal Mutua",0
"547","Los miembros permanentes del Consejo Interministerial son:",0
"548","En la mayoría de los casos, los buques -mediante la vigilancia y el conocimiento de la situación y una respuesta asertiva de conformidad con las Mejores Prácticas de Gestión para la Protección contra la Piratería con base en Somalia- lograron impedir el abordaje de los atacantes.",0
"549","&quot;El Consejo de Seguridad invita al Secretario General a seguir remitiéndole información y análisis pertinentes cuando considere que esa información o análisis podría contribuir a mejorar su labor sobre la protección de los civiles en los conflictos armados y a seguir incluyendo en su informes escritos al Consejo sobre los asuntos que le sean sometidos, según corresponda, observaciones relativas a la protección de los civiles en los conflictos armados.",0
"550","Las remesas suman al menos 1.200 millones de dólares al año y equivalen al 30 por ciento del producto interno bruto.",0
"551","Esas personas pueden ser responsables, según la doctrina de la empresa criminal conjunta, de crímenes de guerra cometidos durante los ataques, a saber, el asesinato de civiles, la destrucción de bienes de carácter civil y el saqueo.",1
"552","El Consejo de Seguridad insta al Gobierno de la República Democrática del Congo a acelerar la investigación de las violaciones masivas cometidas en noviembre de 2012 por elementos de las FARDC en Minova y llevar a los perpetradores ante la justicia.",1
"553","Su responsabilidad es más importante que su responsabilidad directa, pero menos que otras aún más globales.",0
"554","Es defensora del Tribunal Supremo de Pakistán y ha sido defensora de los derechos humanos durante muchos años, trabajando en particular a favor de los derechos de las mujeres, las minorías y los niños.",0
