"","en_ar_TRANSFORMERS","VerConf"
"494","وقد نفذت هذه الأطراف الثلاثة برنامج العمل المتعلق بالأسلحة الصغيرة، ولكن اثنتين أخريين لم تبلغا عن برنامج العمل ولا يبدو أنهما وضعتا برنامجا وطنيا للإنفاذ لمكافحة تهريب الأسلحة.",0
"495","1 - يشجب ويدين بأشد العبارات الأعمال الإرهابية التي يقوم بها تنظيم الدولة الإسلامية في العراق والشام وإيديولوجيته المتطرفة العنيفة، وما يرتكبه من انتهاكات جسيمة ومنهجية وواسعة النطاق لحقوق الإنسان وانتهاكات للقانون الإنساني الدولي؛",1
"496","والحكومة الألمانية تدين بشدة أعمال العنف هذه.",1
"497","وعملا بالفقرة 18 من قرار مجلس الأمن 2100 (2013)، قدمت فرنسا أربعة تقارير إلى مجلس الأمن تتضمن عرضا موجزا لستة إجراءات قتالية اتخذت ردا على ”تهديد وشيك وخطير“، وسلطت الضوء على عمل مفرزتي الاتصال والدعم التشغيلي للبعثة المتكاملة، فضلا عن دعم القوات الفرنسية لرعاية الجرحى.",1
"498","وقد أدنت هذه القيود المفروضة على حرية حركة حفظة السلام التابعين للأمم المتحدة.",1
"499","119 - وفي مواجهة هذه الحالة، اتخذ الفريق عدة مبادرات للوفاء بولايته المتمثلة في رصد حظر السفر واقتراح توصيات لتحسينه، تشمل زيادة التفاعل مع الدول الأعضاء والمنظمات الدولية الرئيسية؛ وإجراء تحقيق في استخدام الإرهابيين لوثائق سفر مزورة وسبل تحسين النظم الوطنية والدولية؛ وإجراء مناقشات منتظمة مع الإنتربول بشأن سبل تعزيز التنسيق بين الأمم المتحدة والمنظمة الدولية للشرطة الجنائية؛ واستكشاف الاتجاه الناشئ للمناطق الخالية من التأشيرات وحرية الحركة وعلاقتها بجزاءات الأمم المتحدة؛ وعلاقة ممارسات اللاجئين واللجوء بجهود الأمم المتحدة لمكافحة الإرهاب.",0
"500","وقد بينت اللجنة في تقريرها الأولي أوجه التشابه والاختلاف في الولايات، مشيرة بوجه خاص إلى أنه في حين أنها حددت بعض الانتهاكات التي أدت بها إلى استنتاج أن جرائم دولية ارتكبت في ليبيا، فإن دور المحكمة الجنائية الدولية هو تقييم المسؤولية الجنائية الفردية.",1
"501","يدعو جميع الدول إلى اتخاذ خطوات عاجلة لتنفيذ القرار 1373 (2001) تنفيذا تاما ومساعدة بعضها بعضا في القيام بذلك، ويشدد على التزام الدول بعدم توفير الدعم المالي وجميع أشكال الدعم الأخرى وتوفير ملاذ آمن للإرهابيين ومن يدعمون الإرهاب،",1
"502","ويهيب مجلس الأمن بالجماعة الاقتصادية لدول غرب أفريقيا والدول الأعضاء فيها وكذلك بشركائها الدوليين أن يقدموا مزيدا من الدعم للجماعة في هذا الصدد وأن يواصلوا تنسيق الجهود الدولية لدعم السلام والاستقرار وسيادة القانون ومكافحة الإفلات من العقاب في غينيا - بيساو.",0
"503","ونلاحظ أن الأمين العام، في تقريره (S/2008/728)، يعرب عن قلقه إزاء الحالة الأمنية في شرق جمهورية الكونغو الديمقراطية.",1
"504","(ب) تنفيذ جميع المسائل المعلقة المشار إليها في الفقرة 12 أعلاه، مع الإشارة في هذا الصدد إلى أن التنفيذ المتزامن لعملية تحديد الهوية وتجميع القوات، على النحو المنصوص عليه في البرنامج الوطني لنزع السلاح والتسريح وإعادة الإدماج والتأهيل الموقع في ياموسوكرو في 14 أيار/مايو 2005، من شأنه أن يعجل بتهيئة الظروف لإجراء انتخابات حرة ونزيهة ومفتوحة وشفافة؛",1
"505","وكنت في أفغانستان لمدة أربعة أيام في نهاية حزيران/يونيه لتقييم الحالة الإنسانية، نظرا للشواغل المتزايدة بشأن خطورة المسائل الإنسانية ومسائل حماية المدنيين.",1
"506","ونطلب إلى جميع الجماعات المسلحة الموقعة على اتفاق واغادوغو أن تنأى بنفسها عن الجماعات الإرهابية.",1
"507","استخدام الصيغ الوصفية لبنود جدول الأعمال لتجنب وجود عدد من البنود المستقلة بشأن نفس الموضوع.",0
"508","28 - وأكدت عدة دول في المنطقة الأفريقية تصميمها على كفالة اتخاذ التدابير الرامية إلى حماية الجمهور من الأعمال الإرهابية في إطار القانون ووفقا لالتزاماتها بموجب القانون الدولي.",0
"509","49 - وكثير من أساليب التمويل هذه محفوفة بدرجة منخفضة من خطر الكشف عنها، بل وبدرجة أقل من خطر أن تتمكن السلطات من منعها.",0
"510","وحتى 13 تشرين الأول/أكتوبر 2014، كان القراصنة الصوماليون لا يزالون يحتجزون 37 بحارا كرهائن.",0
"511","وللأسف، هناك أيضا أمثلة عديدة يمكن لآليات تقصي الحقائق أن تسهم فيها في إثبات الحقيقة وضمان المساءلة ومنع وقوع المزيد من انتهاكات حقوق الإنسان، ولكن المجلس لم يتخذ إجراءات فعالة بسبب اعتبارات سياسية.",1
"512","وما زلت أشير إلى أن التحديات الأمنية المعقدة في الصومال لا يمكن التصدي لها في إطار قدرات قوة حفظ سلام نموذجية تابعة للأمم المتحدة، وأن القوة المتعددة الجنسيات هي الأداة الصحيحة لتحقيق الاستقرار في مقديشو.",1
