"","en_ar_TRANSFORMERS","VerCoop"
"257","يطلب إلى الأمين العام أن يواصل تقديم المساعدة إلى حكومة [البلد المتضرر] في تطوير المؤسسات الأمنية الانتقالية، بما في ذلك قوة الشرطة [الوطنية] وقوة الأمن الوطني، وأن يواصل تقديم الدعم إلى حكومة [البلد المتضرر] في وضع استراتيجية أمنية وطنية تعكس احترام سيادة القانون وحماية حقوق الإنسان، بما في ذلك خطط نزع السلاح والتسريح وإعادة الإدماج، وقدرات العدالة والإصلاحيات، فضلا عن الإطار القانوني والسياساتي لتشغيل قواتها الأمنية، بما في ذلك آليات الحوكمة والفرز والرقابة.",1
"258","(ت) أية مسؤولية أخرى تحددها اللجنة.",0
"259","وسيلزم أيضا الحصول على مساعدة من المانحين الثنائيين لإتاحة التصدي على نحو مجد للتهديدات الأمنية التي تشكلها تدفقات المخدرات والأسلحة.",1
"260","وأعرب عن أمله في أن تؤدي مناقشة المجلس إلى زيادة الوعي بالاحتياجات المقبلة، والمساعدة على توليد مستويات كافية من الدعم السياسي والمالي والبشري واللوجستي، ومن ثم تعزيز الهدف المشترك المتمثل في استخدام أداة حفظ السلام في تعزيز السلم والأمن الدوليين.",1
"261","4- وبدأ الفريق استعراضه للدفعة الخامسة عشرة في 30 كانون الثاني/يناير 2002.",0
"262","والمسألة الوحيدة التي يتفق عليها المشاركون هي أنه لم تجر مناقشة بشأن الأسلحة.",1
"263","”ويقر مجلس الأمن بأن الإرهاب لن تهزمه القوة العسكرية وتدابير إنفاذ القانون وعمليات الاستخبارات وحدها، ويشدد على ضرورة معالجة الظروف المؤدية إلى انتشار الإرهاب، بما في ذلك، على سبيل المثال لا الحصر، ضرورة تعزيز الجهود الرامية إلى النجاح في منع الصراعات التي طال أمدها وحلها بالوسائل السلمية، وضرورة تعزيز سيادة القانون وحماية حقوق الإنسان والحريات الأساسية والحكم الرشيد والتسامح والشمولية من أجل توفير بديل قابل للاستمرار لأولئك الذين يمكن أن يكونوا عرضة لتجنيد الإرهابيين وللتطرف المؤدي إلى العنف.",1
"264","إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"265","وبناء على طلب الحكومة الانتقالية، أحال ممثلي الخاص في 25 آب/أغسطس إلى الرئيس كابيلا، باسم اللجنة الدولية لدعم المرحلة الانتقالية، ورقة مفاهيمية تتعلق بإنشاء لجنة مشتركة رابعة لمعالجة مسائل الحكم الرشيد والإدارة الاقتصادية.",1
"266","”ويكرر مجلس الأمن دعوته دول المنطقة إلى تعميق تعاونها بغية وضع حد لأنشطة الجماعات المسلحة غير المشروعة، ويؤكد من جديد أن أي لجوء إلى التهديد باستعمال القوة أو استعمالها ضد السلامة الإقليمية لدولة ما يتعارض مع ميثاق الأمم المتحدة.",1
"267","37 - وكجزء من الجهود التي تبذلها الشعبة لتعيين خبراء مؤهلين تأهيلا جيدا للعمل في أفرقة وأفرقة وأفرقة رصد الجزاءات، وكما يحدث سنويا، أُرسلت مذكرة شفوية إلى جميع الدول الأعضاء في كانون الأول/ديسمبر لطلب تسمية مرشحين مؤهلين لعضوية قائمة خبراء الشعبة.",1
"268","وتقدم الدولة طلباً تنظر فيه دائرة الأمن ووزير الداخلية قبل عرضه على البرلمان للنظر فيه.",0
"269","49 - تؤكد أنه لا ينبغي ترك أي مسألة معلقة أمام اللجنة لفترة تزيد على ستة أشهر، ما لم تقرر اللجنة، على أساس كل حالة على حدة، أن الظروف الاستثنائية تتطلب وقتا إضافيا للنظر فيها، وفقا للمبادئ التوجيهية للجنة؛",1
"270","لاحظ مجلس الأمن مع بالغ التقدير، في قراره 2154 (2014)، المتخذ في 8 أيار/مايو 2014، كيف قام النقيب مبايي دياغني، من بعثة الأمم المتحدة لتقديم المساعدة إلى رواندا والسنغال، بإنقاذ مئات الروانديين، أو ربما حتى آلاف الروانديين، من الموت خلال الإبادة الجماعية التي وقعت في عام 1994، وإن كانوا غير مسلحين وفي مواجهة خطر جسيم.",1
"271","34 - ويجب إنجاز برنامج نزع السلاح والتسريح وإعادة الإدماج، بما في ذلك إعادة الإدماج الفعال للمقاتلين السابقين.",0
"272","فهذه الدول لا تفصل بالضرورة الإجراءات المتخذة ضد المدرجين في القائمة عن الإجراءات المتخذة عموما ضد كل من تعتبرهم إرهابيين.",0
"273","20 - وفي هذا الصدد، من المهم أن مجلس الأمن، في قراره 1963 (2010)، يشجع المديرية التنفيذية للجنة مكافحة الإرهاب على أن تناقش مع الدول الأعضاء، بموافقتها، إمكانية وضع استراتيجيات وطنية شاملة ومتكاملة لمكافحة الإرهاب تشمل الاهتمام بالعوامل المؤدية إلى الأنشطة الإرهابية، وفقا لالتزاماتها بموجب القانون الدولي، كما أن من المهم التشديد في القرار 1963 (2010) على الدور الذي يمكن أن تؤديه المنظمات الإقليمية ودون الإقليمية في مكافحة الإرهاب، ولا سيما عن طريق تعزيز قدرات الدول الأعضاء على تنفيذ القرار 1373 (2001) تنفيذا كاملا وتيسير تقديم المساعدة التقنية.",1
