"","en_ar_DEEP","MatConf"
"900","46 - الحالة في ميانمار (15 أيلول/سبتمبر 2006؛ 13 تموز/يوليه 2009).",0
"901","وتقوم دول القوة الدولية للمساعدة الأمنية بتمويل مشاريعها بنفسها، مع دعم مالي معين من الولايات المتحدة والاتحاد الأوروبي.",0
"902","ومع ذلك، سيستغرق الأمر بعض الوقت حتى تدخل الترتيبات الجديدة حيز التنفيذ.",0
"903","ويشجع على المزيد من التعاون بين الدول الأعضاء ومكتب تنسيق الشؤون الإنسانية وإدارة الشؤون السياسية وإدارة عمليات حفظ السلام ومفوضية الأمم المتحدة لشؤون اللاجئين ووكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى (الأونروا) ومفوضية الأمم المتحدة السامية لحقوق الإنسان وبرنامج الأمم المتحدة الإنمائي وغيرها من وكالات ومكاتب الأمم المتحدة ذات الصلة، مع الأخذ في الاعتبار أيضاً محتوى القرارين 1325 بشأن المرأة والسلام والأمن و1379 بشأن الأطفال في النزاعات المسلحة؛ ويرحب بالحلقات الدراسية الإقليمية ويشجع الدول الأعضاء على منحها دعمها التشغيلي والمالي.",0
"904","وفي الواقع، أبلغ أحد ضباط شرطة الأمم المتحدة عن وجود مدافع رشاشة على سطح المبنى السابق لقوة الأمم المتحدة لحفظ السلام بعد ظهر يوم 24 أيار/مايو.",1
"905","11. قد يرغب المجلس في النظر في إعادة النظر في مسألة ولاية اللجنة في ضوء هذه الحقائق، وفي ضوء الظروف المتغيرة في العراق.",0
"906","(ج) التعاون، خاصة من خلال الترتيبات والاتفاقات الثنائية والمتعددة الأطراف، لمنع الهجمات الإرهابية وقمعها واتخاذ الإجراءات اللازمة ضد مرتكبي هذه الأعمال؛",0
"907","يتم خوض معظم الصراعات الحالية بشكل رئيسي باستخدام الأسلحة الصغيرة والأسلحة الخفيفة.",1
"908","18. توزيع إجمالي عائدات النفط المستلمة حتى تاريخه والنفقات المقابلة لها هي كما يلي:",0
"909","وتشير التقارير المزعجة إلى أن عدداً محدوداً من الأطفال الذين تم إطلاق سراحهم بشكل غير رسمي من معسكرات التدريب أعيد تجنيدهم قسراً من قبل الجيش الماوي أو منظمات الحزب الشيوعي النيبالي الماوي. وخلال الفترة التي يغطيها التقرير، تم توثيق 12 حالة.",1
"910","وزارت 30 موقعًا للحوادث واجتمعت مع السلطات المحلية، ولا سيما القوات المسلحة.",0
"911","وإذ يتصرف لهذه الأسباب بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"912","4 - وفي حادث مأساوي وقع في 4 نيسان/أبريل، تحطمت طائرة تعاقدت عليها البعثة أثناء هبوطها في كينشاسا.",0
"913","وبعد الاطلاع على مذكرة الأمانة العامة،",0
"914","ويعتقد أن هناك نحو 640 ألف نازح داخلياً في شمال كيفو، وأكثر من 350 ألفاً في جنوب كيفو، و305 آلاف في كاتانغا، و300 ألف في إكواتور.",0
"915","360 - ويتضح من المعلومات التي جمعتها اللجنة وتحققت منها أن الاغتصاب أو غيره من أشكال العنف الجنسي التي ارتكبها الجنجويد وجنود الحكومة في دارفور كانت واسعة النطاق ومنهجية، وبالتالي قد ترقى إلى مستوى جريمة ضد الإنسانية.",1
"916","وقد تم انتخاب الجنرال بوزيزي في الجولة الأولى بنسبة 64.6 في المائة من الأصوات.",0
"917","341. وأفادت مصادر أخرى بأن النساء والفتيات تعرضن للاختطاف والاحتجاز لعدة أيام واغتصابهن مراراً وتكراراً على أيدي الجنجويد والجنود في القرى التي تعرضت للهجوم والمعسكرات والمخابئ العسكرية. وعلاوة على ذلك، وردت تقارير تفيد بأن التعذيب كان يُستخدم لمنع النساء من الفرار.",1
"918","وحتى 31 كانون الثاني/يناير، تم إيداع مبلغ 355.5 مليون يورو في حساب المرحلة التاسعة، على النحو المأذون به بموجب قراري المجلس 1284 (1999) و 1330 (2000)، ليصل إجمالي إيرادات مبيعات النفط منذ بداية البرنامج إلى 333.9 37 مليون دولار و 934.9 1 مليون دولار. مليون يورو.",0
"919","372. وأظهرت أحد المعتقلين بعض الندوب على ظهره وذراعه نتيجة الضرب.",1
"920","22 - يسلم أيضا بالحاجة إلى توجيهات عملية شاملة بشأن مهام ومسؤوليات بعثات حفظ السلام في تنفيذ ولايات حماية المدنيين، ويطلب إلى الأمين العام أن يتعاون بشكل وثيق مع الدول الأعضاء، بما في ذلك البلدان المساهمة بقوات عسكرية وقوات شرطة وغيرها من الجهات الفاعلة ذات الصلة، مفهوم عملي لحماية المدنيين، وتقديم تقرير عن التقدم المحرز؛",0
"921","وتم إعدام معظم الذين أُخذوا.",1
"922","ومع ذلك، ففي بورت أو برنس، أدى الارتفاع الملحوظ في أعمال العنف والإجرام، بما في ذلك عمليات الاختطاف، إلى إثارة قلق عام خطير في شهري مايو/أيار ويونيو/حزيران.",1
"923","وتواصل الميليشيات هجماتها، مدّعية أنها ليست جزءاً من أي اتفاق. ولم توقفهم الحكومة.",1
"924","وخلال المسيرة، أبلغ الجيش الملكي المغربي قائد القوة أن قواته تلقت تعليمات بمراقبة الوضع.",1
