"","en_ar_DEEPL","VerCoop"
"801","11. يمكن أن يتراوح التحقق من خلال عمليات التفتيش الموقعي من حيث التواتر ودرجة التطفل.",0
"802","وستكون الأكاديمية مؤسسة مهمة لتنفيذ المنهج التدريبي الجديد ودعم تنفيذ خارطة الطريق لإعادة بناء قوة الشرطة المدنية.",1
"803","""ويشجع مجلس الأمن الدول الأعضاء على وضع نظام جنائي وطني فعال وقائم على سيادة القانون يتضمن أحكاما للتعاون القضائي الجنائي فيما يتعلق بتسليم المجرمين والمساعدة القانونية المتبادلة والحفاظ عليه، ولا سيما تعجيل طلبات تسليم المجرمين والمساعدة القانونية المتبادلة في القضايا المتصلة بالإرهاب وتبسيطها وإعطائها الأولوية وتنفيذ أفضل الممارسات الدولية والإقليمية في مجال تسليم المجرمين والمساعدة القانونية المتبادلة، بما يتسق مع القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي.",1
"804","58. منذ إنشاء الصندوق الاستئماني لمكافحة الإرهاب، أصبحت المديرية التنفيذية أكثر كفاءة في إدارة التبرعات لدعم أنشطتها.",1
"805","وينقسم الملخص إلى قسمين رئيسيين. يسلط القسم الأول الضوء على القضايا المثارة والاقتراحات المقدمة بشأن توجهات سياسة لجنة بناء السلام والمسائل المؤسسية.",0
"806","وترفض جمهورية كوريا الشعبية الديمقراطية رفضا قاطعا القرار المناهض لحقوق الإنسان في جمهورية كوريا الشعبية الديمقراطية الذي تم تلفيقه على أساس مؤامرات وأكاذيب ومعلومات مضللة وفرضته الولايات المتحدة وبلدان معادية أخرى بطريقة متعجرفة وتعسفية.",0
"807","ويشير مجلس الأمن إلى مطالبته جميع الأطراف في أي نزاع مسلح بالامتثال التام للالتزامات المنطبقة عليها بموجب القانون الدولي المتعلقة بحماية المدنيين في النزاعات المسلحة، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم.",0
"808","3. قُدمت ثلاث عشرة قضية جديدة إلى مكتب أمينة المظالم خلال الفترة المشمولة بالتقرير، وبذلك بلغ مجموع عدد التماسات الشطب من القائمة منذ إنشاء المكتب 49 التماسا في 31 تموز/يوليه 2013.",0
"809","33. ولذلك، وبدعم من المجتمع الدولي وأطراف النزاع، سيجري تنفيذ اتفاق وقف إطلاق النار وإنجازه بجدية.",1
"810","أن تؤخذ في الاعتبار نتائج الرصد والتقييم النهائية الواردة من المسح الساحلي الذي أجرته المملكة العربية السعودية بشأن النفط عند قيام اللجنة برصد استخدام التعويضات الممنوحة لأنشطة الإصلاح البيئي، بما في ذلك التعويض الممنوح لمطالبة اللجنة رقم 5000451.",1
"811","نائب الرئيس المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية",0
"812","حتى 23 يونيو، عبر أكثر من 1.1 مليون شخص الحدود الليبية إلى تونس ومصر والنيجر والجزائر وتشاد والسودان.",0
"813","10. يشدد على الضرورة الملحة لتنفيذ هذا القرار تنفيذا كاملا وفوريا فيما يتعلق بالمقاتلين الإرهابيين الأجانب، ويؤكد الحاجة الملحة والعاجلة إلى تنفيذ هذا القرار فيما يتعلق بالمقاتلين الإرهابيين الأجانب المرتبطين بتنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وغيرهما من الخلايا أو الجماعات المنتسبة أو الجماعات المنشقة أو المتفرعة عن تنظيم القاعدة، على النحو الذي حددته اللجنة، ويعرب عن استعداده للنظر في أن يدرج في القائمة، بموجب القرار 2161 (2014)، الأفراد المرتبطين بتنظيم القاعدة الذين يرتكبون الأعمال المحددة في الفقرة 6 أعلاه؛",0
"814","69. ومن الواضح أن حكومة جمهورية الكونغو الديمقراطية هي المسؤولة عن تنظيم سلوك الأعمال التجارية في البلد، وسيتعين عليها أن تتولى، إلى جانب شركائها الدوليين، زمام المبادرة في تنفيذ اتفاق الحوكمة المقترح.",0
"815","تتاجر أوروغواي بالسلع مع إيران وفقًا للمعايير والإجراءات الوطنية وقرارات الأمم المتحدة ذات الصلة.",0
"816","كما تم الترحيب بعقد أول جلسة مفتوحة لمجلس السلم والأمن حول الأطفال المتأثرين بالنزاعات المسلحة واقتراحه بتعيين مبعوث خاص للاتحاد الأفريقي للأطفال في أفريقيا.",1
"817","167. سنت جميع دول المنطقة دون الإقليمية قوانين للهجرة وجوازات السفر لتنظيم الهجرة وأمن وثائق السفر، ووضعت إجراءات لإثبات الهوية الحقيقية للأشخاص قبل إصدار وثائق الهوية.",0
"818","تقرير الأمين العام المقدم عملا بالفقرة 6 من القرار 1936 (2010) (S/2010/606)",0
