"","en_ar_GOOGLE","MatCoop"
"971",":: تقييم التقدم المحرز في عملية بناء السلام قبل النظر في القرارات المتعلقة بالتخفيض التدريجي و/أو الانتقال من شكل من أشكال مشاركة الأمم المتحدة إلى شكل آخر، وهو ما يمكن أن يشمل ما يلي: (أ) مستوى الدعم والالتزام من جانب المجتمع الدولي؛ (ب) سبل تعزيز قدرة أفرقة الأمم المتحدة القطرية لتمكينها من مواصلة دعم جهود بناء السلام الطويلة الأجل في البلدان المدرجة في جدول الأعمال؛ و (ج) الفرص الخاصة بكل بلد والمخاطر التي تهدد توطيد السلام.",1
"972","لدى سبع دول بعض التدابير لرصد وتنظيم ومراقبة إنتاج وبيع ونقل الأسلحة والمتفجرات.",1
"973","ويتطور فهم حقيقي للتحديات التي يواجهها كل بلد على حدة.",0
"974","وقد تظل الدعاية والهجمات الصاروخية والأجهزة المتفجرة المرتجلة والتفجيرات الانتحارية في بعض الأحيان هي الأسلحة الرئيسية التي تستخدمها القوات المسلحة المعارضة.",0
"975","هناك أدلة دامغة تشير إلى أن عمليات القتل هذه كانت في معظمها غير مبررة وغير ضرورية للتعامل مع المتظاهرين.",0
"976","والتقت البعثة المشتركة بأصحاب المصلحة الوطنيين والدوليين، بما في ذلك ممثلو المجتمع المدني والزعماء التقليديون والدينيون وأحزاب المعارضة والجيش.",0
"977","وتعترف اللجنة أيضاً بالحاجة إلى معالجة مدى توفر سبل الانتصاف للأشخاص الذين عانوا نتيجة لأحداث نيسان/أبريل وأيار/مايو.",0
"978","مدفوعات الحوافز للموظفين (429 562 3 ريالاً سعوديًا)؛",0
"979","5 - يؤكد أهمية الحكم الرشيد وضرورة مكافحة الفساد وغسل الأموال والتدفقات المالية غير المشروعة، ولا سيما من خلال تنفيذ اتفاقية الأمم المتحدة لمكافحة الفساد والمعايير الدولية الشاملة المنصوص عليها في تقرير فرقة العمل المعنية بالإجراءات المالية ( قامت مجموعة العمل المالي (FATF) بمراجعة التوصيات الأربعين بشأن مكافحة غسل الأموال وتمويل الإرهاب وانتشار الأسلحة، بما في ذلك من خلال اعتماد التدابير التشريعية والتنظيمية وتنفيذها بشكل فعال، لتمكين السلطات المحلية المختصة من تجميد أو حجز ومصادرة وإدارة الأصول الإجرامية، من أجل مكافحة الأصول غير المشروعة. النشاط المالي بما في ذلك تمويل الإرهاب وغسل الأموال، ويشجع دول المنطقة الأفريقية على تعزيز مشاركتها في الهيئات الإقليمية على غرار فرقة العمل المعنية بالإجراءات المالية (FSRBs)، مثل مجموعة العمل الحكومية الدولية لمكافحة غسل الأموال في غرب أفريقيا (GIABA). ومجموعة مكافحة غسل الأموال لشرق أفريقيا والجنوب الأفريقي (ESAAMLG)، وفرقة العمل المعنية بالإجراءات المالية في الشرق الأوسط وشمال أفريقيا لتعزيز القدرات والتعاون (MENAFATF)؛",1
"980","4- ويقع على عاتق اللجنة أيضاً أن تحدد، من وجهة نظر القانون الجنائي الدولي، انتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي التي قد تثبتها. وهذا التوصيف القانوني مطلوب ضمنا من خلال المهام الإضافية للجنة التي حددها مجلس الأمن، وهي: (أ) تحديد ما إذا كانت تلك الانتهاكات ترقى إلى مستوى الإبادة الجماعية، و (ب) تحديد هوية مرتكبي الجرائم.",1
"981","يوفر أمر الاعتقال الأوروبي الصادر عن الاتحاد الأوروبي بديلاً فعالاً لتسليم المجرمين التقليدي، مما يسمح بالاتصال المباشر وتمكين السلطات القضائية.",1
"982","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"983","وأعرب أعضاء المجلس عن قلقهم إزاء تزايد أعمال القرصنة والسطو المسلح البحري والتقارير التي تفيد باحتجاز الرهائن في خليج غينيا والأثر المدمر لهذه الأنشطة على الأمن والتجارة والأنشطة الاقتصادية في المنطقة دون الإقليمية.",0
"984","لا يدفع الساكنون الإيجار على نطاق واسع. ومن بين هؤلاء الشاغلين المنظمات الدولية (منظمة الأمن والتعاون في أوروبا، والقوة الأمنية الدولية في كوسوفو وغيرها).",0
"985","ولن يؤثر هذا على استنتاج اللجنة بأن حكومة السودان لم تنتهج سياسة الإبادة الجماعية في دارفور.",0
"986","ويمكن تعزيز التدابير الرامية إلى منع وقمع حركة الإرهابيين عبر الحدود في جميع الدول، وخاصة على الحدود الجنوبية.",1
"987","وفي حالة الأزمة الغذائية، وكذلك في حالات أخرى، يمكن للمفوضية أن توفر طبقات حيوية من المعلومات التي يمكن أن تعزز الفعالية على أرض الواقع وتساعد على تحقيق قدر أكبر من التماسك في استجابات السياسات.",1
"988","ومن المستحيل أن أصف في هذا التقرير جميع حوادث القتل التي وثقتها اللجنة.",0
"989","وفي القرار نفسه، قدم المجلس أيضًا استثناءات معينة للتدابير المستهدفة. في 5 كانون الأول/ديسمبر 2011، اتخذ مجلس الأمن القرار 2023 (2011)، الذي وسع نطاق التدابير التقييدية المتعلقة بإريتريا في مجالات &quot;ضرائب الشتات&quot;، وقطاع التعدين الإريتري والخدمات المالية.",1
"990","قرار مجلس الأمن 1539 (2004)، الفقرة 1 من المنطوق",0
