"","en_ar_DEEPL","MatCoop"
"738","""ويؤكد مجلس الأمن من جديد الأحكام ذات الصلة الواردة في الوثيقة الختامية لمؤتمر القمة العالمي لعام 2005 بشأن حماية المدنيين في النزاعات المسلحة، بما في ذلك الفقرتان 138 و 139 منها المتعلقتان بالمسؤولية عن حماية السكان من الإبادة الجماعية وجرائم الحرب والتطهير العرقي والجرائم المرتكبة ضد الإنسانية.",0
"739","ومع ذلك، لم تقدم شركة Šipad أي دليل يثبت أن المشروع كان سيحقق أرباحًا ككل.",0
"740","وستواصل المديرية التنفيذية أيضا حوارها البنّاء مع الدول الأعضاء، من خلال الاجتماعات التي تعقد في مقر الأمم المتحدة والزيارات وحلقات العمل والمؤتمرات عبر الفيديو مع المسؤولين في العواصم المعنية، من أجل إطلاع اللجنة على تنفيذ الدول الأعضاء لعناصر قرارات مكافحة الإرهاب ذات الصلة، بما في ذلك آخر المستجدات في تقييمات التنفيذ الأولية، والخطوات الجديدة المتخذة في مجال مكافحة الإرهاب، وآخر المستجدات بشأن تيسير المساعدة التقنية.",0
"741","بناء قدرة الدول على منع انتشار أسلحة الدمار الشامل والتصدي للهجمات بأسلحة الدمار الشامل",1
"742","13. في حين أنه من المعروف أن معظم دول المنطقة دون الإقليمية قد أنشأت وحدات لإنفاذ القانون في مجال مكافحة الإرهاب، فإن ثلاث دول فقط هي التي أنشأت الهياكل المؤسسية الملائمة والتنسيق بين الوكالات اللازم للتعامل مع قضايا مكافحة الإرهاب.",1
"743","14. ينبغي أن يتلقى جميع الضحايا، بمن فيهم ضحايا هدم المنازل والطرد، تعويضاً كاملاً وكافياً.",1
"744","وقد تم زيادة جهود إنفاذ القانون لمكافحة الجريمة العابرة للحدود الوطنية ويمكن تكييفها لمكافحة الإرهاب حسب الحاجة.",1
"745","تؤكد رومانيا مرة أخرى أن أي عمل إرهابي غير مقبول ويجب إدانته.",0
"746","- المادة 7 من القانون الاتحادي بشأن تنفيذ العقوبات الدولية (قانون العقوبات، الجريدة القانونية الاتحادية الأولى، العدد 36/2010)",0
"747","التقدم المحرز في القضاء على الأسلحة الكيميائية السورية من قبل الدول الأطراف التي تستضيف أنشطة التدمير",1
"748","23. أحجار فلنت بأحجام متنوعة وقطعتان صغيرتان من الفخار، بما مجموعه 10 قطع، من منطقة القرين (رقم 9/1975);",0
"749","وكخطوة أولى، طلبت من السيد فان والسوم إجراء اتصالات مع الطرفين والدول المجاورة للتأكد من آرائهم بشأن سبل المضي قدماً.",1
"750","وتهدف الاستراتيجية أيضًا إلى توسيع دائرة المانحين من خلال إدراج البلدان التي تم فيها تطوير مناهج أو أنظمة فعالة بشكل خاص لمكافحة الإرهاب.",1
"751","ويتضمن برنامج العمل اقتراحات ملموسة لتحسين التشريعات والضوابط الوطنية والمساعدة والتعاون الدوليين. ويدعو الدول إلى تلبية الاحتياجات الخاصة للأطفال المتأثرين بالنزاعات المسلحة.",1
"752","تقرير الأمين العام عن الحالة في جمهورية أفريقيا الوسطى (S/2014/857)",0
"753","34. الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 21 كانون الأول/ديسمبر 2007).",0
"754","وبناءً على طلب القيادة العليا للقوات الجديدة، تم إنشاء مجموعة عمل مؤلفة من القوات المحايدة والقوات الجديدة لوضع خطة عملياتية لتجميع قواتها.",1
"755","7. يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع;",0
"756","وتشير المعلومات إلى أنهم صدّروا مؤخرًا أكثر من 400 كيلوغرام من الحشيش إلى البلدان المجاورة.",0
"757","أدخلت الإمارات العربية المتحدة والأردن عدداً من التحسينات الهامة على سياسات وبرامج أمن الطيران وتنفيذ الضوابط الأمنية على مستوى المطارات.",1
"758","المقرر عقدها يوم الخميس، 14 حزيران/يونيه 2007، الساعة 12:15 ظهراً",0
"759","ومع ذلك، وبعد سنوات عديدة من الحرب، ونتيجة للضغوط الدولية الشديدة، بدأت الحكومة وحركة التمرد الرئيسية في الجنوب، الحركة الشعبية لتحرير السودان/الجيش الشعبي لتحرير السودان، محادثات سلام في عام 2002.",1
"760","وقد تم إنشاء فريق موسع من مستشاري بعثة الشرطة الأوروبية لتقديم الدعم وإسداء مشورة الخبراء في المسائل المتعلقة بالشرطة.",1
"761","إن أولئك الذين يكتسبون أكبر قدر من الخبرة الإرهابية العملياتية اليوم هم أصغر سنًا حتى الآن، ويتألفون في المقام الأول من أفراد في سن المراهقة حتى أوائل الثلاثينيات.",0
"762",":: دعوة مجلس الأمن إلى إنشاء قوة دولية لتحييد الجماعات المسلحة ودعم المصالحة الوطنية وبناء مؤسسات ديمقراطية ومستقرة في ليبيا، وذلك بالاتفاق مع الاتحاد الأفريقي",0
"763","""يعرب مجلس الأمن عن قلقه العميق إزاء التوترات في ولايتي النيل الأزرق وجنوب كردفان.",0
"764","ومن المثير للدهشة أيضًا أنه لم يتم إلقاء القبض على أي عنصر ينتمي إلى ما يسمى بالقوات الموازية ومحاكمته على هذه الجرائم.",1
"765","العلاقات بين سيراليون وجيرانها",0
"766","إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة,",0
