"","en_ar_DEEPL","VerConf"
"478","ثالثًا. أنشطة الفريق المتقدم",0
"479","بيان الشهود على اتفاق الجزائر العاصمة",0
"480","38. دعا مجلس الأمن في قراره 1559 (2004) إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها.",1
"481","ويدين الوفد الكوبي بشدة شن الهجمات ضد المدنيين الفلسطينيين، وكذلك الدمار العام الذي تسببه قوات الاحتلال الإسرائيلي في شمال قطاع غزة. كما ندعو إلى الوقف الفوري لتلك الهجمات والانسحاب العاجل لقوات الاحتلال.",1
"482","وإذ يعرب عن قلقه إزاء استمرار التهديدات التي يشكلها النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة وتكديسها المزعزع للاستقرار وإساءة استعمالها على سلامة وأمن حفظة السلام التابعين للأمم المتحدة وفعاليتهم في تنفيذ ولايات حفظ السلام ...",1
"483","التخفيض لتجنب الاسترداد المتعدد. ح/ النفقات التقديرية.",0
"484","وقد برز دور الجنجويد في بعض الحوادث التي ساهمت في التدمير، لا سيما من خلال إلحاق الأذى بالسكان المدنيين ومن خلال عمليات النهب الواسعة النطاق أثناء المعركة أو بعدها.",0
"485","وبدلاً من الشعار الشهير لكأس العالم 2014، والذي تظهر فيه ثلاث أيادٍ منتصرة تحمل الكرة الأرضية، لتشكل معاً الكأس المرموقة، يظهر كاريكاتير السلطة الفلسطينية ""كأساً"" لثلاثة أيادٍ تحمل ثلاثة أشخاص رافعين أيديهم مستسلمين.",1
"486","وخلال المسيرة، أبلغ الجيش الملكي المغربي قائد القوة بأن قواته قد تلقت تعليمات بمراقبة الوضع.",0
"487","9. حث مجلس حقوق الإنسان، في قراره 22/13، حكومة جمهورية كوريا الشعبية الديمقراطية على التعاون الكامل مع اللجنة في تحقيقاتها، والسماح لأعضاء اللجنة بزيارة البلد دون قيود، وتزويدهم بجميع المعلومات اللازمة لتمكينهم من الاضطلاع بولايتهم.",1
"488","تلاحظ اللجنة بقلق المخالفات في مخزونات الأسلحة التابعة للقوات المسلحة التيمورية التي تمتد لعدة سنوات.",1
"489","وأشار الرئيس إلى القلق الدائم لدى بعض البلدان بشأن نطاق المنطقة شديدة الخطورة.",1
"490","وبين الساعة 1315 والساعة 1330، أبلغه المقدم أحمد الأسير بالانفجار وأن موكب السيد الحريري كان هدفاً.",1
"491","كما تجدر الإشارة إلى أن نواباً لبنانيين كباراً آخرين، مثل رئيس الوزراء السابق نجيب ميقاتي، قد صرحوا بأنه ""لا ينبغي أن يكون هناك أي سلاح لا داخل المخيمات ولا خارجها"".",1
"492","ويرجع ذلك أساساً إلى أن الإرهاب له طبيعة متطورة.",1
"493","حظر الرق وتجارة الرقيق بجميع أشكالها والسخرة غير المدفوعة الأجر أو التعسفية.",1
"494","الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 18 تموز/يوليه 2012)",0
"495","ويُعتقد أن المبالغ المتأتية من الإفراج عن السفن والشحنات والطواقم المضبوطة قد تُستخدم لتمويل الجماعات أو الأنشطة الإرهابية.",1
"496","67. ولا يزال يساورني القلق إزاء استمرار القيود المفروضة على إمكانية الحصول على الخدمات الأساسية، بما في ذلك الرعاية الصحية والمدارس، التي يواجهها المواطنون العاديون في جميع أنحاء شمال مالي.",1
"497","تبحث قوة الأمم المتحدة لحفظ السلام في قبرص في هذه المسألة.",0
"498","إن القرار والتحرك المتزامن للنظر في ما يسمى بـ ""مسألة حقوق الإنسان"" في جمهورية كوريا الشعبية الديمقراطية في مجلس الأمن هو أكثر المظاهر المكشوفة للسياسة العدائية التي تنتهجها الولايات المتحدة ضد جمهورية كوريا الشعبية الديمقراطية، فضلاً عن كونه محاولة خطيرة ذات دوافع سياسية لإرساء الأساس لغزو جمهورية كوريا الشعبية الديمقراطية بذريعة حقوق الإنسان.",0
"499","أتشرف بأن أحيل إليكم طيه رسالة مؤرخة 28 تشرين الأول/أكتوبر 2005 موجهة إليكم من فخامة السيد أسياس أفورقي، رئيس دولة إريتريا، بشأن عملية السلام في النزاع الحدودي بين إريتريا وإثيوبيا.",0
"500","لدينا قلق بالغ بشأن هذا التنظيم. فقد تكون له عواقب بعيدة المدى.",1
"501","(ج) مسؤول عن العقبات التي تعترض حرية حركة عملية الأمم المتحدة في كوت ديفوار والقوات الفرنسية التي تدعمها;",1
"502","134. حمود محارب علي الشمري",0
"503","o في 30 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخًا على مدينة عندان، مما أسفر عن مقتل 11 شخصًا، من بينهم طفل واحد. درعا",0
"504","وقد أعرب أعضاء المجلس عن قلقهم البالغ إزاء الانتهاكات المروعة لحقوق الإنسان والجرائم ضد الإنسانية التي وردت في التقرير.",1
"505","على الرغم من أن حسابات الخسارة المختلفة تبدو، للوهلة الأولى، من نفس الدرجة من حيث الحجم، إلا أن تفاصيل وتفسيرات كل عملية حسابية تكشف، عند المقارنة، عن عدد من التناقضات الرئيسية.",0
"506","والدليل على ذلك أن لجنة متابعة تنفيذ الاتفاق لم تتمكن حتى الآن من الاجتماع في بوجمبورا لهذا السبب;",0
"507","ويشيد الاتحاد الأوروبي بالجماعة الاقتصادية لدول غرب أفريقيا ورئيسها الرئيس جون كوفور وأمينها التنفيذي محمد بن شمباس والوسيط العام عبد السلامي أبو بكر على جهودهم الدؤوبة التي أدت إلى نجاح هذه النتيجة.",0
