"","es_en_DEEPL","MatConf"
"2433","At the end of May, inflation reached 7.2%, and is expected to average 7% in 2010.",0
"2434","This has undermined international efforts to facilitate the restoration of peace in Afghanistan.",1
"2435","Thousands were killed, women were raped, their villages burned, their homes destroyed and their belongings looted.",1
"2436","The addition of these names demonstrates the Committee's continuing concern about the threat the Taliban create to international peace and security.",0
"2437","The program examines human rights issues that often arise at various stages of the criminal justice process in terrorism cases.",0
"2438","However, despite these advances, some challenges to the Government's authority and effective control over the national territory still persist.",0
"2439","Evidence shows that in addition to the civilian killed in Rai Kotu, two other civilians were killed during the night.",1
"2440","b) Political and military leaders of foreign armed groups operating in the Democratic Republic of the Congo who prevent the voluntary disarmament and repatriation or resettlement of combatants of such groups;",1
"2441","Withholding that level of funding would cripple any government, and a fortiori an authority in occupied territory. If the funds are not immediately released, it will jeopardize the achievements of state-building, including further good governance that would benefit the Palestinian people and the development of security forces defending law and order in the West Bank.",0
"2442","Other circumstances relating to the planning phase of the crime should be borne in mind, such as the surveillance of Mr. Hariri undertaken by the Internal Security Forces and the tapping of Mr. Hariri's telephones by Military Intelligence (see section entitled ""Tapping of Mr. Hariri's telephones"").",1
"2443","The Committee also agreed to address letters to the Permanent Representative of Somalia and the Commissioner for Peace and Security of the African Union to recommend an independent investigation into the alleged sale of arms and ammunition on the Somali arms market by officials of the Transitional Federal Government and the Ugandan contingent of the African Union Mission in Somalia (AMISOM), respectively.",0
"2444","In some cases, women were raped in public and, on occasion, were insulted and called ""slaves"" or torabora.",1
"2445","According to the Guidelines, the investment objectives of all the cash pools, in order of priority, are as follows:",0
"2446","Since my report (see S/2007/619, para. 25), the Royal Moroccan Army has continued to report a large number of alleged violations of military agreement No. 1 by the Frente Polisario (S/2007/619, para. 25) concerning the presence of persons and vehicles in the buffer strip.",0
