"es_en_TRANSOFMERS"	"MatConf"
"Members of the Council reiterated their support for the Special Envoy's attempt to ensure that the two sides cooperate to end the stalemate in the peace process and called on both sides to explore ways to move the demarcation process forward."	0
"The police responded to the fire before returning, at high speed, to headquarters."	1
"From 6 to 9 February, the United Kingdom organized a conference on Somalia in Wilton Park."	0
":: On 7 November 2014, regime forces launched an explosive cylinder at Walid Hospital in the Al Waer neighbourhood of Homs and caused extensive damage to the hospital."	1
"The members of the commission concluded that there were reasonable grounds for determining that crimes against humanity had been and were being committed in the Democratic People's Republic of Korea as part of State policy."	1
"Al-Qaida and its affiliates use military components when they can obtain them and civilians otherwise to build the IEDs."	1
"The newly created FDTL were renamed FALINTIL-FDTL (F-FDTL) with the intention of linking the future defence force with the history of FRETILIN and overcoming the fact that in 1987 Xanana Gusṃo removed FALINTIL from FRETILIN."	0
"\" The Security Council condemns the violations of human rights and international humanitarian law committed by members of FARDC, including the massive violations committed in Minova on 24 November 2012, and calls upon the Government of the Democratic Republic of the Congo to quickly capture those responsible for those violations, regardless of their military rank."	1
"The Monitoring Team has worked closely with the Executive Directorate under the leadership of its Executive Director, Mr. Mike Smith, and hopes that this relationship will continue with his successor, Mr. Jean-Paul Laborde, whose appointment was recently announced."	0
"As noted by the Secretary-General, in many conflicts, the lack of accountability and, worse still, the fact that in many cases, and in many cases not expected to occur, is what greatly increases the number of human rights violations."	1
