"","ar_en_DEEPL","MatConf"
"1542","Without a standardized or agreed upon form for an authenticated end-user certificate, government agencies in transit countries have little means of verifying its authenticity.",0
"1543","That the Commission take into account the final results of the monitoring and assessment process derived from the Saudi Arabia Oil Contaminated Coast Survey when monitoring the use of compensation awarded to fund environmental remediation activities, including compensation awarded under the Commission's claim No. 5000451.",0
"1544","According to some estimates, more than 700 villages were totally or partially destroyed in all three states of Darfur. The Commission also received information that the police had made an estimate of the destruction and recorded the number of villages destroyed at more than 2,000.",1
"1545","In March 2004, the Janjaweed and 150 soldiers reportedly abducted and raped 16 young girls in Kutum, North Darfur.",1
"1546","An additional problem was that the government did not seem to have sufficient military resources, as many of its troops were still in the south and those in Darfur were mainly distributed among the major urban centers.",1
"1547","These include, but are not limited to, the armed forces, the National Security and Intelligence Service, military intelligence, and the security committees in the three Darfur states.",0
"1548","It is unlikely that the listing of these individuals would have made much difference to the level of attention paid to them by government authorities, but as they have shown no change in their written and oral support for Al-Qaida or the Taliban, neither of which is a criterion for listing, States recommended and the Committee agreed to continue listing them.",0
"1549","FARDC elements have reportedly dispersed in South Kivu and their ability to move freely through population centers and attack civilians has been restricted. However, their ability to launch attacks should not be underestimated, especially given FARDC's limited resources, poor military training, lack of discipline by some FARDC units in that area and their occasional collusion with FDLR commanders.",1
"1550","Others have been identified for their possible involvement in planning and/or ordering, or assisting in the commission of international crimes.",1
"1551","2. Allegations of disappearances and detention in MPCI-controlled areas C. Disappearances",1
"1552","The first is that some states do not appear to have done enough to ensure the implementation of the embargo; the second is the different ways in which states interpret their obligations; and the third relates to the scope of the arms embargo and how it relates to ever-changing methodologies for achieving its objectives.",1
