"en_es_TRANSFORMERS"	"MatConf"
"Al igual que en ocasiones anteriores, el Asesor Especial advirtió sobre las acciones de los \"saqueadores\", que estaban socavando la transición del Yemen y amenazando su paz, seguridad y estabilidad, dijo que el país se encontraba en una coyuntura crítica, describió el avance de la milicia hutí, que invadió Sana'a, ocupando varios edificios públicos, informó de un aumento de los ataques de AlQaida en la Península Arábiga, algunos relacionados con la situación política y de seguridad general, y expresó su preocupación por la situación en el sur del país."	1
"El 11 de noviembre, por 14 votos a favor y 1 abstención, el Consejo aprobó la resolución 2183 (2014), en la que prorrogó el mandato de la fuerza multinacional de estabilización en Bosnia y Herzegovina (EUFOR Althea) por otros 12 meses."	0
"Los miembros del Consejo expresaron preocupación por el aumento de la piratería, el robo a mano armada marítimo y las denuncias de toma de rehenes en el Golfo de Guinea, así como por los efectos perjudiciales de esas actividades en la seguridad, el comercio y las actividades económicas de la subregión."	1
"Lugar y fecha de nacimiento: Sidi Bouzid, 1984"	0
"Sin embargo, en Puerto Príncipe, un marcado aumento de la violencia y la delincuencia, incluidos los secuestros, generó una grave ansiedad pública en mayo y junio."	1
"Importación y exportación de armas: vigilancia y detección del contrabando"	1
"En algunos Estados, las definiciones vagas o demasiado amplias de los delitos de terrorismo siguen planteando un problema para la aplicación efectiva de la resolución 1373 (2001)."	1
"Mediante una combinación de factores, incluida la discriminación por motivos de género en el acceso a los recursos, la educación y el empleo, la mala atención de la salud reproductiva y la exclusión de los procesos de adopción de decisiones, las refugiadas y las desplazadas internas constituyen uno de los grupos más vulnerables del mundo."	1
"Sin embargo, Bin Laden ha sido capaz de aprovechar las comunicaciones modernas para apelar a muchos musulmanes como un líder espiritual que de alguna manera hace que la violencia parezca gloriosa y un deber más que el terrorismo que es."	1
"Luego esta ubicación fue seleccionada para la construcción de [la] Planta de Enriquecimiento de Combustible en el segundo semestre de 2007\"."	0
"En los últimos 10 años, las Naciones Unidas han estado a la vanguardia en la prestación de asistencia al pueblo afgano."	0
"Sin embargo, las dificultades que entrañarán serán considerablemente mayores, ya que serán acontecimientos de un día de duración y la logística se complicará con la intensa estación de lluvias de Liberia."	0
"Servicio en español del canal ruso Segodnya, 19 de noviembre de 2011"	0
"(Resolución 459/21 de la Cumbre, aprobada el 30 de marzo de 2009)"	0
"Las F-FDTL mantuvieron algunos registros de las armas entregadas a los 206 civiles armados de esta manera."	1
"También hemos programado dos debates temáticos, sobre la prevención de conflictos y los niños en los conflictos armados, los días 20 y 26 de julio, respectivamente."	0
"Este control fragmentario del entorno marítimo somalí ha creado o promovido tres importantes generadores de ingresos para las administraciones locales: a) la exportación desde Somalia de grandes cantidades comerciales de carbón vegetal, entre otros productos básicos, b) el acceso sin restricciones del extranjero a los recursos marinos y la pesca somalíes por parte de buques pesqueros extranjeros y c) la piratería generalizada."	1
"Dos países (Zambia y Sudáfrica) han respondido desde entonces."	0
"La Comisión considera que el Ministro del Interior y el Comandante General eludieron los procedimientos institucionales mediante la transferencia irregular de armas dentro de la institución;"	1
"De hecho, la mayoría de las veces los ataques se dirigían intencionalmente contra civiles y objetos civiles."	1
"También nos preocupa la situación de quienes participan en la reconstrucción del país."	0
"El Consejo de Seguridad expresa sus condolencias a las familias de los efectivos de mantenimiento de la paz muertos en acción mientras protegen a la población del este de la República Democrática del Congo."	1
"Asistencia técnica para redactar y hacer cumplir leyes contra el odio."	0
"b) Participar activamente en el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo establecido para ayudar a los Estados Miembros a aplicar la Estrategia global."	0
"Muchos de los presuntos delitos documentados en Darfur han sido generalizados y sistemáticos y cumplen todos los umbrales establecidos en el Estatuto."	1
"El Consejo afirma la necesidad de llevar ante la justicia, de manera apropiada, a las personas que inciten o causen violencia contra civiles en situaciones de conflicto armado o que violen de otro modo el derecho internacional humanitario y las normas internacionales de derechos humanos."	0
"Las mujeres y los niños, en particular las niñas, se han visto afectados por la nueva violencia y los conflictos relacionados con la proliferación de milicias y grupos armados, en algunos casos relacionados con el extremismo violento, mientras que muchos conflictos prolongados siguen sin resolverse."	1
"120. En octubre de 2002, el Presidente de la República pidió que se pusiera fin a la destrucción de barrios de chabolas."	1
"A pesar de la reciente escalada del número y la gravedad de sus ataques, el futuro de los talibanes es incierto."	1
"PROTECCIÓN DE LOS CIVILES EN LOS CONFLICTOS ARMADOS"	0
"El régimen de tratados multilaterales proporciona la base normativa para todos los esfuerzos de no proliferación."	0
"Si bien los efectos operacionales de los principales dirigentes de Al-Qaida han disminuido con la muerte de Osama bin Laden y otros dirigentes clave, las redes de Al-Qaida siguen evolucionando hacia fenómenos más complejos, con una diversidad internacional de partidarios y combatientes activos."	1
"En apoyo de los esfuerzos nacionales, las entidades de las Naciones Unidas, en el marco de sus respectivos mandatos, han perseguido los objetivos establecidos en la resolución 1325 (2000)."	0
"Sin embargo, los progresos en la armonización y el aumento del apoyo de los asociados internacionales a las iniciativas de reforma de las FARDC del Gobierno siguieron siendo limitados."	0
"Alrededor del 44% del volumen levantado procedía de Ceyhan, en Turquía."	0
"Según se informa, los secuestradores someten cada vez más a sus cautivos a torturas, violaciones y otras formas de malos tratos."	1
"Del mismo modo, los grupos incluidos en la lista deben poder utilizar la fuerza para apoyar sus objetivos, y en las zonas en las que son más activos, no parece haber escasez de armas y explosivos."	1
"412. El secuestro de personas durante los ataques de los Janjaweed y su detención en campamentos operados por los Janjaweed, con el apoyo y la complicidad de las fuerzas armadas del Gobierno, equivalen a graves violaciones de los derechos humanos y a desapariciones forzadas."	1
"La Comisión también recibió informes fidedignos sobre el asesinato de otro policía por la multitud en la misma zona."	1
"El 7 de mayo de 2005, el General Michel Aoun regresó después de 14 años de exilio y formó el Movimiento Patriótico Libre (FPM) para participar en las elecciones legislativas que comenzaron el 29 de mayo y concluyeron después de cuatro rondas el 19 de junio."	1
"52. El Estado también ha utilizado el hambre deliberada como medio de control y castigo en los centros de detención."	1
"En primer lugar, la persona sospechosa o acusada de un crimen internacional debe estar presente en el territorio del Estado acusador."	0
"b) Impedir la entrada en su territorio o el tránsito por él de esas personas, siempre que nada de lo dispuesto en el presente párrafo obligue a ningún Estado a denegar la entrada o exigir la salida de su territorio a sus propios nacionales, y el presente párrafo no se aplicará cuando la entrada o el tránsito sean necesarios para el cumplimiento de un proceso judicial o cuando el Comité determine caso por caso únicamente que la entrada o el tránsito están justificados, incluso cuando ello guarde relación directa con los esfuerzos de apoyo del Gobierno del Afganistán para promover la reconciliación;"	1
"Las filiales de Al-Qaida están evolucionando, a menudo de manera autónoma, con cambios de carácter generacional, geográfico, étnico, estructural y operacional."	1
"De los 238 ataques del régimen contra Alepo, sólo 14 han atacado a ISIS."	1
"El 12 de febrero de 2009, pasó a ser el 106o Estado parte,"	0
"El Representante Especial presentó un esbozo de los combates que habían estallado en Bentiu, Estado de Unidad, el 26 de octubre."	1
"También se están realizando esfuerzos para identificar a los agentes de policía restantes, dando prioridad a los oficiales de habla francesa siempre que sea posible."	0
"9. Exhorta a los Estados Miembros a que exijan que las líneas aéreas que operen en sus territorios proporcionen información anticipada sobre pasajeros a las autoridades nacionales competentes a fin de detectar la salida de sus territorios, o la tentativa de entrada o tránsito por sus territorios, por medio de aeronaves civiles, de personas designadas por el Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) (\"el Comité\"), y exhorta además a los Estados Miembros a que comuniquen al Comité toda salida de esas personas de sus territorios, o la tentativa de entrada o tránsito por sus territorios, y a que compartan esa información con el Estado de residencia o nacionalidad, según proceda y de conformidad con el derecho interno y las obligaciones internacionales;"	0
