"","en_es_DEEP","VerCoop"
"834","Acogiendo con beneplácito el establecimiento de la Oficina del Ombudsman de conformidad con la resolución 1904 (2009) y el papel que ha desempeñado desde su creación, observando el importante papel del Ombudsman en la mejora de la equidad y la transparencia, recordando el firme compromiso del Consejo de Seguridad de garantizar que la Oficina del El Ombudsman pueda seguir desempeñando su función con eficacia, de conformidad con su mandato, y recordando también la Declaración Presidencial del Consejo de Seguridad (S/PRST/2011/5) de 28 de febrero de 2011,",1
"835","Varias delegaciones pidieron al Gobierno de Malí que investigara las violaciones de los derechos humanos y expresaron preocupación por la liberación de los autores de graves delitos contra los derechos humanos.",1
"836","*MEDIDAS PARA MEJORAR LOS MARCOS JURÍDICOS INTERNACIONALES",0
"837","El terrorismo debe entenderse en primer lugar como un delito, injustificable bajo cualquier circunstancia. Sin embargo, también es una manifestación de agravios, articulados de manera inhumana, aborrecible e inaceptable.",1
"838","Afirmando su apoyo a los tratados multilaterales cuyo objetivo es eliminar o prevenir la proliferación de armas nucleares, químicas o biológicas y la importancia de que todos los Estados partes en esos tratados los apliquen plenamente a fin de promover la estabilidad internacional,",1
"839","También se celebraron consultas con miembros de la comunidad diplomática, la sociedad civil y organizaciones no gubernamentales nacionales e internacionales.",0
"840","El 7 de octubre, la Asesora Especial del Secretario General, Sigrid Kaag, informó al Consejo de Seguridad en consultas privadas sobre la implementación de la resolución 2118 (2013). La Asesora Especial centró su intervención en cuatro temas: el cierre de la Misión Conjunta de la Organización para la Prohibición de las Armas Químicas y las Naciones Unidas el pasado 30 de septiembre; los avances en la implementación de los planes para la destrucción de las 12 instalaciones de producción de armas químicas restantes; la cuestión de las discrepancias en la declaración original hecha por la República Árabe Siria; y las acusaciones relativas al uso de cloro gaseoso en la República Árabe Siria.",1
"841","El Grupo presenta a continuación tres estudios de caso: sobre el poder aéreo; vehículos de uso militar; y mercenarios y mecánicos, para que el Comité examine y llegue a una decisión oportuna sobre si violan el embargo.",1
"842","El Consejo de Seguridad insta, a este respecto, a las autoridades encargadas del período de transición a que adopten medidas rápidas para luchar eficazmente contra la impunidad y promover la justicia garantizando que los autores sean llevados ante la justicia.",1
"843","1. Encomia los continuos esfuerzos de la Unión Africana, en particular el Presidente Olusegun Obasanjo de Nigeria, Presidente de la Unión Africana, y el Presidente Thabo Mbeki de la República de Sudáfrica, Mediador de la Unión Africana, la Comunidad Económica de los Estados de África Occidental ( CEDEAO) y los dirigentes de la región para promover la paz y la estabilidad en Côte d'Ivoire, y les reitera su pleno apoyo;",1
"844","El plazo de notificación de seis meses podría ser demasiado corto para que RTK encuentre un mecanismo de cobro alternativo.",0
"845","""El Consejo de Seguridad invita al Secretario General a seguir remitiéndole información y análisis pertinentes cuando considere que esa información o análisis podría contribuir a mejorar su labor sobre la protección de los civiles en los conflictos armados y a seguir incluyendo en su informes escritos al Consejo sobre los asuntos que le sean sometidos, según corresponda, observaciones relativas a la protección de los civiles en los conflictos armados.",1
"846","79. Es necesario realizar más esfuerzos concertados para poner fin a las continuas violaciones graves de los derechos humanos cometidas por grupos armados y las FARDC contra civiles en Ituri, los Kivus y Katanga central y septentrional, que están socavando gravemente los esfuerzos por estabilizar esas zonas y afectando a la organización de elecciones.",1
"847","En las consultas privadas que siguieron, los miembros del Consejo destacaron la importancia de reanudar las negociaciones entre israelíes y palestinos y condenaron las acciones unilaterales, en particular la construcción de asentamientos en territorios ocupados, que socavaron los esfuerzos del Cuarteto por lograr una solución negociable del conflicto.",1
"848","77. Las exhumaciones se realizan con la ayuda de la comunidad internacional.",0
"849","Exhortar a las partes en conflictos armados a que adopten medidas apropiadas para respetar y garantizar el respeto del derecho internacional humanitario y de los derechos humanos, entre otras cosas:",1
"850","Nombre del sujeto: Hassan Apellido del sujeto: Ezhaq Hawilla",0
"851","También se les proporcionó la traducción turca de la resolución, incluidos sus anexos.",0
"852","39. Las víctimas de la trata sujetas a órdenes de deportación siguieron recibiendo asistencia a través del programa de refugio del pilar de desarrollo institucional.",0
"853","Además, el 14 de febrero fue recibido en Nuakchot por el Presidente de Mauritania, Sidi Mohamed Ould Cheikh Abdellahi, y se reunió con el Ministro de Relaciones Exteriores y Cooperación, Mohamed Saleck Ould Mohamed Lemine, y otros altos funcionarios del Gobierno.",1
"854","Actualmente, la deuda pendiente es de aproximadamente 2 millones de dólares.",0
"855","2. La situación en el Chad, la República Centroafricana y la subregión",0
"856","74. Se lograron avances significativos en el actual programa de trabajo para aumentar la concienciación entre los parlamentarios, a través de los eventos celebrados en Ginebra con la UIP y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.",1
"857","16. Reitera a todos los Estados la importancia de proponer al Comité los nombres de los miembros de la organización Al-Qaida y los talibanes o asociados con Usama bin Laden y otras personas, grupos, empresas y entidades asociados con ellos para su inclusión en la lista del Comité , a menos que hacerlo comprometa las investigaciones o las acciones coercitivas;",1
"858","Una solución de un solo Estado podría satisfacer muchos deseos palestinos fundamentales, pero no satisface el requisito esencial de los israelíes de mantener su libre determinación y soberanía.",0
"859","La Circular N° 357 de 6 de abril de 2005, emitida por el Ministro del Interior, incluye lo siguiente:",0
"860","Estados Unidos de América: proyecto de resolución",0
"861","Además, cuando el uso de la violencia armada se convierte en un medio arraigado para resolver agravios y conflictos individuales y grupales, los mecanismos legales y pacíficos de resolución de disputas se erosionan y no se puede defender el estado de derecho.",0
"862","El Equipo reconoce que existen leyes nacionales e internacionales que limitan el intercambio de información entre Estados, pero la cooperación internacional es esencial para la implementación efectiva del congelamiento de activos.",1
"863","Mejorar el nivel de atención médica;",0
"864","f) Acogió con beneplácito y destacó la importancia de que la Dirección Ejecutiva estuviera dispuesta a participar activamente y apoyar todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluso dentro del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación y coherencia generales en la lucha contra el terrorismo. -Esfuerzos terroristas del sistema de las Naciones Unidas.",1
"865","53. Se están ejecutando planes integrados para apoyar la retirada obligatoria de los componentes militar y civil de la Misión entre el 15 de octubre y el 31 de diciembre de 2010.",0
"866","Sin embargo, los niños todavía están asociados con el ejército maoísta y no hubo avances para lograr su liberación formal; Todavía hay niños que mueren y resultan heridos en manifestaciones políticas y por artefactos explosivos abandonados durante el conflicto.",0
"867","S/RES/1318 (2000), op. VI Destaca la importancia de que todos los Estados miembros, y en particular los Estados que participan en la fabricación y comercialización de armas, restrinjan las transferencias de armas que puedan provocar o prolongar conflictos armados o agravar las tensiones o los conflictos armados existentes...",1
