"","ar","VerConf"
"594","يعرب عن بالغ القلق إزاء تزايد النـزاعات المحلية وتزايد أعمال الإجرام والعنف وتأثيرها على المدنيين، وبخاصة إزاء الزيادة الحادة في الصدامات بين القبائل ويدعو جميع الأطراف إلى وضع حد لتلك الصدامات بصورة عاجلة والسعي إلى المصالحة والحوار ...",0
"595","وذلك ما يجعل خطاب التهديد غير المسؤول من جانب القيادة الإيرانية مثيرا لقدر أكبر من الانزعاج.",1
"596","وليس من الواضح في الوقت الراهن متى سيتم التوصل إلى اتفاق بشأن إعادة تشكيل هياكل الشرطة يسمح ببدء تلك المفاوضات، غير أن الاتحاد الأوروبي على استعداد دائم لتقديم المساعدة لإجراء مزيد من المفاوضات بمجرد التوصل إلى اتفاق يستوفي شروط المفوضية الأوروبية.",0
"597","وأشارت أخرى إلى مخاطر الزيادة في تدفقات المهاجرين، والحركات المتطرفة، وتنشيط شبكات الإرهاب الدولية في قلب أوروبا، رغم تأكيدها لعدم اكتشاف أخطار مباشرة تتهدد إقليمها.",1
"598","51 - سيكون نجاح العملية الانتقالية معرضا للخطر ما لم تتم الانتخابات في جمهورية الكونغو الديمقراطية في موعد أقصاه 30 حزيران/يونيه 2006.",1
"599","في الواقع، إن أذربيجان نفسها تمثل انتهاكا لتلك القرارات، التي تحث الأطراف المعنية على مواصلة المفاوضات في إطار مجموعة مينسك التابعة لمنظمة الأمن والتعاون في أوروبا، وكذلك من خلال اتصالات شتى فيما بينها.",1
"600","في 7 كانون الأول/ديسمبر، استمع المجلس إلى إحاطة من كل من رئيس المحكمة الدولية ليوغوسلافيا السابقة، تيودور ميرون، ورئيسة المحكمة الجنائية الدولية لرواندا، خالدة رشيد خان. وقد أبرز الاثنان المساهمات التي تقدمها هاتان المحكمتان في القانون الجنائي الدولي، لكنهما حذرا من أن الموارد المحدودة، وعدم تعاون الدول في المجالات البالغة الأهمية، وكذلك الصعوبات المستمرة على صعيد التوظيف، هي أمور تهدد إتمام المحكمتين لعملهما بنجاح.",1
"601","وكان الجنود على وشك الانتهاء من اغتصاب النساء الخمس عندما وصلت إلى نفس المكان المجموعة الثانية من النساء التي ذهبت إلى الفاشر لبيع الحطب.",0
"602","وأصبح الكثيرون يفهمون الآن أن ما تدّعي القاعدة أنه واجب ديني أو جهاد ليس سوى عنف إجرامي، كثيرا ما يستهدف إخوانهم المسلمين. وأصبحوا يعتبرون أن اتخاذ مقاتلي القاعدة لنفسهم الحق في وصف باقي المسلمين بالمرتدين (التيار التكفيري) ليس عجرفة فحسب بل إهانة شديدة.",0
"603","ومن التوجهات الأخرى الاستخدام المتزايد لأوراق هوية مزورة للحصول على وثائق سفر مشروعة وآمنة، وزيادة استخدام الإنترنت وغيرها من تكنولوجيات الاتصالات (سواء للتحريض على ارتكاب أعمال إرهابية أو لاستقطاب عناصر جديدة)، والظاهرة الجديدة المتمثلة في وجود إرهابيين يعملون بمفردهم أو في إطار خلايا صغيرة.",0
"604","ويمكن لوزير المالية أن يرخص بإجراء معاملات بشأن تلك الممتلكات أو بتقديم خدمات في بعض الظروف (مثلا لاتخاذ إجراءات انتصاف لفائدة طرف ثالث له مصلحة سليمة في تلك الممتلكات أو في صيانتها أو التصرف فيها)؛",0
"605","`2' مقدمو خدمات التحويلات النقدية؛",0
"606","يمكن أن تصدَّر معدات البند 13 باعتبارها جزءا من طائرة مأهولة أو من أحد السواتل أو بكميات ملائمة لقطع الغيار الخاصة بالطائرات المأهولة.",0
"607","ويدين المجلس جميع الأفعال التي تتخذ من طرف واحد بقصد خلق حقائق على الأرض تؤدي إلى المساس بنتيجة المفاوضات.",1
"608","13 - تأخر في الحضور ضابطان تابعان لقوات الدفاع الشعبية لأوغندا وأربعة من موظفي الدعم كان من المفترض أن يشكلوا جزءا من مركز القيادة المشتركة في كيسانغاني، وفقا لأمر التنفيذ، وذلك لأسباب خارجة عن إرادتهم أو عن إرادة قوات الدفاع الشعبية لأوغندا.",0
"609","بيد أنه من الواضح أيضا أن قيادة قوات الدفاع اتخذت خطوات محدودة للتحقق من مدى الخطر الذي يشكله ذلك الهجوم أو لاستخدام طرق غير عسكرية لإنهاء الخطر المتصور حدوثه. وفي 25 أيار/مايو، لم تحاول القيادة العليا لقوات الدفاع أن تتصل بشأن هذه الحادثة مع أولئك المسؤولين في قيادة العمليات لقوات الشرطة الوطنية، أو لإشراك رئيس الوزراء أو رئيس الجمهورية في حسم هذه القضية.",1
"610","ويساور باكستان بالغ القلق إزاء ما خلص إليه التقرير من أن التحديات الإنسانية والاقتصادية التي تواجه منطقة الساحل قد تفاقمت من جراء تداعيات الأزمة الليبية.",1
"611","114 - ينشط عدد من الدول والمنظمات الدولية والمؤسسات الأكاديمية وغيرها في وضع برامج جديدة ومبتكرة لإعادة تأهيل الأشخاص الذين اعتقلوا أو سجنوا نتيجة ضلوعهم في أعمال إرهابية.",0
"612","وبالنسبة للسنة الدراسية 2006/2007، تقدر وزارة التعليم أنه سيتم قيد 000 660 1 تلميذ.",0
"613","ومنذ وصول القوات الفرنسية، لم يتعرض رجال الدرك للإعدام بلا محاكمة في بواكـيه.",0
"614","23 - صناديق معدنية دائرية بداخلها شرائح (14).",0
