"","ar_en_GOOGLE","MatConf"
"2432","21 - The situation between Eritrea and Ethiopia (26 June 1998; 30 July 2008).",0
"2433","The representation of minorities in the Kosovo Police Service is currently 17 percent, and the representation of females is 22 percent.",0
"2434","2 - Calls upon all States to cooperate, inter alia, in strengthening the security of their international borders, including by combating fraudulent travel documents, and to strengthen, to the extent possible, procedures relating to the detection of terrorists and the security of travelers with a view to preventing those found to have committed the conduct referred to in paragraph 1 (a). from entering its territory;",0
"2435","54. Construction of the integrated headquarters of the Mission was completed on 27 June.",0
"2436","The main elements of the statement made by the Permanent Representative, as well as the exchange of views that took place among members of the Working Group, are contained in the summary included in the relevant conclusions (S/AC.51/2014/3).",0
"2437","Net excess (decrease) of revenues over expenses",0
"2438","The Commission found that the forced displacement of the civilian population was systematic and widespread, an act considered a crime against humanity.",1
"2439","Some of these articles have been translated into Swedish, Polish, Russian, German and Lithuanian.",0
"2440","The Commission also confirmed that following the attack on Tawila in February 2004, a group of approximately 30 female students were kidnapped by the Janjaweed and held in a shelter camp, where they were repeatedly raped.",1
"2441","Witnesses reported that in South Darfur, rebels attacked and looted a police station and government offices in Yassin in January 2004.",1
"2442","In most cases, these systems were limited to issues related to tax status.",0
"2443","The repercussions of Khalil Ibrahim&#39;s death on the Darfur peace process will only become clear with time.",1
"2444","10. The situation in Georgia (8 October 1992; 9 October 2008).",0
"2445","8 - While Al-Qaeda as an organization has not evolved, and its key leaders have not been able to rally their supporters behind key operational issues or direct them toward specific action, Al-Qaeda as a movement continues to flourish and draws its strength from a general message of resistance to real or perceived injustice.",1
