"","en_es_DEEPL","MatConf"
"922","Juntos, estos retos ejercen presión política sobre los gobiernos y tienen un impacto directo y peligroso en la paz, la seguridad y la estabilidad de los países afectados.",0
"923","El teniente coronel Falur ordenó a los soldados que devolvieran el fuego.",1
"924","Según los informes, en algunos casos las mujeres fueron violadas en público y, en algunos incidentes, fueron además reprendidas y llamadas ""esclavas"" o Torabora.",1
"925","(j) Detención indebida, trato abusivo en las cárceles eritreas y trato inhumano y deficiente alimentación y alojamiento en los campos de detención;",1
"926","Se adjunta a la presente el 17º programa de trabajo del Comité establecido en virtud del párrafo 6 de la resolución 1373 (2001) del Consejo de Seguridad (Comité contra el Terrorismo), que abarca los meses de octubre a diciembre de 2005 (véase el anexo I).",0
"927","67. La República Popular Democrática de Corea utilizó sus fuerzas terrestres, navales y de inteligencia para llevar a cabo secuestros y detenciones.",1
"928","Además, como se señala más adelante, la destrucción parece haberse combinado sistemáticamente con el saqueo de objetos de valor personal, dinero en efectivo y, sobre todo, ganado.",1
"929","El periodo de mantenimiento suele comenzar cuando el empresario se hace cargo del proyecto por primera vez y empieza a explotarlo o utilizarlo.",0
"930","La Comisión considera que los delitos de violencia sexual cometidos en Darfur pueden constituir violación como crimen de lesa humanidad, o esclavitud sexual como crimen de lesa humanidad.",1
"931","105. Ningún Estado informó al Comité de ningún intento de violar el embargo de armas, pero el Equipo ha observado varias situaciones en las que la aplicación efectiva del embargo de armas se complica por factores como la presencia de entidades asociadas con Al-Qaida en una región que sale de un conflicto o en zonas que escapan al control del gobierno, por ejemplo en Somalia y el Afganistán.",1
"932","Siguen siendo un arma versátil y peligrosa y la principal causa de víctimas civiles en muchos atentados terroristas perpetrados por filiales de Al-Qaeda.",1
"933","El potencial de atentados internacionales por parte de AQAP persiste, pero por ahora el impacto de las actividades de AQAP se deja sentir principalmente en Yemen.",1
"934","Aumento (disminución) neto de efectivo y depósitos a plazo",0
"935","Si bien el Equipo y muchos Estados consideran que la expresión ""armas y material conexo de todo tipo"" (resolución 1735 (2006), párr. 1 c)) se aplica por igual a los explosivos militares, civiles e improvisados, algunos han comentado que sería imposible interceptar el suministro de explosivos civiles o de materiales para bombas de fabricación casera.",1
"936","Junta de Protección Radiológica - Instrumento Legislativo de 1993 (LI 1559);",0
"937","1. El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 2140 (2014) abarca el período comprendido entre el 26 de febrero y el 31 de diciembre de 2014.",0
"938","La Comisión considera que el desplazamiento forzoso de la población civil fue sistemático y generalizado y que dicha acción equivale a un crimen contra la humanidad.",1
"939","o El 8 de noviembre de 2014, las fuerzas del régimen atacaron la ciudad de Sheikh Miskeen, matando a 5 personas, entre ellas 2 niños y 2 mujeres.",1
"940","Las fuerzas de seguridad sirias han cometido diversas violaciones del derecho internacional de los derechos humanos y del derecho internacional humanitario. Algunas de esas violaciones podrían equivaler a crímenes de guerra y crímenes de lesa humanidad.",1
"941","(a) Nombre completo y correcto de la persona;",0
"942","El proyecto de decreto está actualmente a la espera de la opinión de las comisiones mixtas de Justicia y Derechos Humanos y de Hacienda y Crédito Público de la Cámara de Diputados.",0
"943","Afirma su intención, al establecer y renovar los regímenes de sanciones específicos de cada Estado, de tomar en consideración la conveniencia de adoptar medidas selectivas y graduales contra las partes en situaciones de conflicto armado que cometan violaciones y otras formas de violencia sexual contra las mujeres y las niñas en situaciones de conflicto armado.",1
"944","Sugirieron la creación de más redes o la vinculación de las ya existentes y subrayaron la importancia de las reuniones cara a cara y los intercambios entre homólogos. Los participantes recomendaron considerar el ""proceso de Wiesbaden"" a este respecto.",0
"945","266. Evidentemente, la cuestión de la proporcionalidad no se planteó cuando no había grupos armados presentes en el pueblo, ya que el ataque iba dirigido exclusivamente contra civiles.",1
"946","Acogiendo con satisfacción la mejora de la cooperación y el intercambio de información entre la UNAMID y el Grupo de Expertos, facilitados por las directrices del Departamento de Operaciones de Mantenimiento de la Paz, y la decisión de la UNAMID de establecer un centro de coordinación para facilitar el intercambio de información con el Grupo de Expertos en relación con el embargo de armas,",0
"947","1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Costa de Marfil, que amenazan gravemente la paz y la estabilidad en la región del África Occidental;",1
"948","Entrenamiento y reclutamiento militar en el marco del embargo de armas",1
"949","Los intentos de desestabilizar la situación interna del Líbano mediante asesinatos políticos son inaceptables.",0
"950","Otro testigo declaró que, al día siguiente del asesinato, Faysal Al-Rasheed había insistido en que el caso se había resuelto y que el autor era el Sr. Abu Adass, como terrorista suicida, y que el cadáver del Sr. Abu Adass seguía en el lugar del crimen.",1
"951","Destacando que existen prohibiciones de derecho internacional contra los ataques dirigidos consciente e intencionadamente contra el personal que participa en una misión de asistencia humanitaria o de mantenimiento de la paz emprendida de conformidad con la Carta de las Naciones Unidas que, en situaciones de conflicto armado, constituyen crímenes de guerra, y recordando la necesidad de que los Estados pongan fin a la impunidad de tales actos criminales.",1
"952","Ley de Transporte Transfronterizo por Carretera de 1998 (Ley nº 4 de 1998).",0
"953","Extraktionstechnik presentó confirmaciones de depósito de su banco, Commerzbank AG, por un total de 1.059.790 DEM.",0
"954","Los frecuentes atentados de los talibanes y los terroristas afines a Al Qaeda en Afganistán demuestran que las violaciones del embargo de armas persisten a pesar del programa de desarme del Gobierno.",1
"955","Decide que todos los Estados miembros congelen sin demora todos los fondos, otros activos financieros y recursos económicos que se encuentren en sus territorios, que sean propiedad o estén bajo el control, directo o indirecto, de las personas o entidades enumeradas en [anexo de la resolución por la que se imponen sanciones] o [designadas por el Comité de Sanciones y que estén implicadas o sean cómplices de ordenar, controlando, o dirigiendo de otro modo, la comisión de graves violaciones de los derechos humanos contra personas en el [Estado afectado], incluso participando o siendo cómplices en la planificación, el mando, la ordenación o la realización de ataques, en violación del derecho internacional, incluidos bombardeos aéreos, contra poblaciones e instalaciones civiles; o por personas o entidades que actúen en su nombre o personas y entidades que actúen en nombre de esas personas o en su nombre o siguiendo sus instrucciones], y decide además que todos los Estados Miembros se aseguren de que se impida que sus nacionales o cualesquiera personas o entidades que se encuentren en su territorio pongan cualesquiera fondos, activos financieros o recursos económicos a disposición de las personas o entidades enumeradas en [anexo de la resolución por la que se imponen sanciones] o de las personas designadas por el Comité, o en su beneficio.",1
"956","Anima a las comunidades a autocontrolarse y a contrarrestar las opiniones polarizadoras sin injerencias del Gobierno, como forma más sostenible de prevenir la radicalización dentro de las comunidades.",0
"957","Pueden entrenar reclutas, innovar en la planificación de sus atentados y llevarlos a cabo. Lashkar-e-Tayyiba (QE.L.118.05) sigue proporcionando adiestramiento terrorista avanzado, incluso sobre artefactos explosivos improvisados. Al-Qaeda en la Península Arábiga (AQAP) (QE.A.129.10) sigue siendo una importante fuente de innovación tecnológica.",1
"958","3. Mladić IT-09-92-T",0
"959","Ajustado por estacionalidad y deficiencias probatorias.",0
"960","El Representante Especial presentó un esbozo de los combates que habían estallado en Bentiu, Estado de Unidad, el 26 de octubre.",1
"961","Según otro informe, dos mujeres habrían sido violadas en el campo de desplazados de Kassab, Darfur septentrional, en junio de 2004.",1
