"","es_en_GOOGLE","MatConf"
"519","Those responsible for terrorist acts have been arrested and subsequently brought to justice in several jurisdictions.",1
"520","a) If the act described in paragraph 1 deliberately causes death; either",0
"521","According to some estimates, more than 700 villages in the three states of Darfur have been totally or partially destroyed. The Commission was also informed that the police had assessed the destruction and recorded the number of villages destroyed as more than 2,000.",1
"522","In some of these incidents the Janjaweed have contributed to the destruction, including by causing harm to civilians and committing large-scale theft during or after fighting.",1
"523","We cannot fail to express our concern at the worsening security situation in regions that previously enjoyed relative calm.",0
"524","During its last visit to Damascus, from December 10 to 15, 2014, the Declaration Assessment Group continued interviews with senior staff of the Syrian chemical weapons program, held technical meetings with the National Authority of the Syrian Arab Republic and visited two locations.",0
"525","Which will be held on Tuesday, February 26, 2008, at 10:00 a.m.",0
"526","Deeply concerned by the frequency with which acts of violence are committed in many parts of the world against journalists, media professionals and their associated personnel in armed conflicts, including deliberate attacks in contravention of international humanitarian law,",1
"527","The women were detained by the Janjaweed for three months and some of them became pregnant as a result of the rapes they suffered during their detention.",1
"528","The Security Council recognizes the importance of helping to prevent future conflicts by addressing their root causes in a legitimate and fair manner.",0
"529","Isaac Wehyee Nyenabo (National Democratic Party of Liberia) was elected to the position of Provisional President of the Senate.",0
