"","en_es_DEEP","VerConf"
"513","El Grupo de Examen de la Cooperación Internacional del Grupo de Acción Financiera Internacional sobre el Blanqueo de Dinero afirmó en junio de 2009 que seis Estados de la subregión tenían deficiencias en materia de lucha contra el blanqueo de dinero y la financiación del terrorismo.",1
"514","Observamos que no se deben subestimar los desafíos duraderos que enfrenta la policía en Timor-Leste.",1
"515","Uganda no apoya a ninguna milicia congoleña, como afirma el Representante Permanente de la República Democrática del Congo.",1
"516","Los combatientes desmovilizados recibirán un subsidio de subsistencia de aproximadamente 940 dólares de los EE.UU., de los cuales el 25 por ciento se pagará al momento de la desmovilización, el 25 por ciento 45 días después y el resto 90 días después.",0
"517","Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas con el fin de extraerles información sobre los rebeldes, como castigo o para aterrorizar a la población.",0
"518","""El Consejo de Seguridad reitera su más enérgica condena de la profanación, los daños y la destrucción de lugares de importancia sagrada, histórica y cultural, en especial, aunque no exclusivamente, aquellos designados como Patrimonio de la Humanidad por la UNESCO, incluida la ciudad de Tombuctú.",1
"519","Se puede detener al régimen sirio y también a ISIS.",0
"520","El concepto de generar inventarios de referencia mediante la organización de un estudio sobre armas pequeñas en la etapa inicial del desarrollo del proyecto está comenzando a estar bien establecido y ha demostrado ser eficaz en el desarrollo y la evaluación de proyectos.",0
"521","He condenado el ataque terrorista contra la embajada de la India en Kabul.",1
"522","4. Decide seguir ocupándose del asunto.",0
"523","Además, el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) participó periódicamente en sesiones informativas temáticas de interés mutuo organizadas por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001).",0
"524","La prohibición de la esclavitud y la trata de esclavos en todas sus formas y del trabajo forzoso no remunerado o abusivo.",1
"525","En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, presento adjunto un informe sobre el examen por el Comité de un examen amplio de la situación de aplicación de la resolución 1540 (2004) (véase el anexo).",0
"526","El Secretario General y su Coordinador Especial para el Líbano han emitido declaraciones condenando enérgicamente las acciones criminales de Fatah al-Islam como ataques a la estabilidad y la soberanía del Líbano.",1
"527","Su evaluación se publica en informes bimensuales, práctica que ha contribuido a sensibilizar sobre los problemas de derechos humanos.",0
"528","Los planes de estudios tienen en cuenta las características especiales de la educación que se impartirá a diferentes grupos lingüísticos y culturales y subrayan la diversificación de la cultura finlandesa provocada por la inmigración de diferentes culturas.",0
"529","El mes pasado, el aumento del número de personas afectadas por el conflicto en la crisis de Darfur continuó esta tendencia ascendente y se registraron 62.000 desplazados internos adicionales.",1
"530","Las fechas dadas para cada tema indican cuándo fue tratado por primera vez por el Consejo en una reunión formal y la reunión formal más reciente que el Consejo celebró sobre ese tema.",0
"531","La falta de participación en esas instituciones impedirá el progreso en cuestiones concretas de administración pública y no hará nada para mejorar la imagen internacional de Kosovo.",1
"532","""El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas, incluida la violencia sexual y de género y los asesinatos y mutilaciones, en conflictos armados y situaciones posteriores a conflictos, e insta a todas las partes a que cesen por completo tales violaciones. actúa con efecto inmediato.",1
"533","San Marino depende de una economía abierta y bien diversificada.",0
"534","Advirtió que existía el riesgo de que invitar a un Grupo de Amigos, incluidos los que no eran miembros del Consejo, a participar en el proceso de toma de decisiones del Consejo pudiera causar ineficiencias.",1
"535","Estos cubren el financiamiento de campañas, las actividades electorales y el orden público, el acceso a los medios de comunicación y el uso indebido de recursos gubernamentales con fines políticos.",1
"536","Las exportaciones de diamantes de Costa de Marfil pueden entrar en las cadenas de suministro del Proceso de Kimberley, amenazando así la credibilidad del Sistema de Certificación del Proceso de Kimberley.",1
"537","12. Exhorta al Gobierno de Burundi a que prosiga sus esfuerzos para garantizar la promoción y protección de los derechos humanos y, junto con sus socios internacionales, apoye y fortalezca las capacidades de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Defensor del Pueblo de conformidad con con la resolución A/RES/48/134 de la Asamblea General sobre instituciones nacionales para la promoción y protección de los derechos humanos, y pide además al Gobierno que continúe su lucha contra la impunidad y adopte las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos , los derechos sociales, económicos y culturales consagrados en la Constitución de Burundi y de conformidad con sus obligaciones en virtud del derecho internacional;",0
"538","Determinando que la situación en el Afganistán constituye una amenaza a la paz y la seguridad internacionales en la región,",1
"539","Exige el fin de la violencia por parte de todas las partes, de los ataques contra civiles, personal de mantenimiento de la paz y personal humanitario, y de otras violaciones de los derechos humanos y del derecho internacional humanitario...",1
"540","26. Durante el período que abarca el informe, la MINUSMA documentó una serie de exacciones cometidas por las MDSF, incluido el uso excesivo de la fuerza que dio lugar a ejecuciones extrajudiciales. El 3 de octubre, en la ciudad de Gao, guardias penitenciarios dispararon contra un detenido desarmado que se estaba entregando tras un intento fallido de fuga de la prisión. El 16 de noviembre, también en la ciudad de Gao, un soldado de las fuerzas armadas malienses abrió fuego indiscriminadamente en un lugar público, lo que provocó la muerte de un hombre y heridas a otros cinco.",0
"541","Muchos interlocutores afirmaron que algunos países vecinos desempeñaban un papel desestabilizador.",1
"542","Además, la KAC incurrió en gastos de viaje tanto en relación con la aeronave como con los repuestos.",0
"543","Me preocupa profundamente que la práctica de la violencia sexual contra los niños socave las perspectivas de coexistencia pacífica en Darfur en los años venideros.",1
"544","Reservas y saldos de fondos, inicio del período",0
"545","2. Durante el período que abarca el informe, ha persistido el estancamiento entre las partes sobre cómo lograr una solución mutuamente aceptable que permita al pueblo del Sáhara Occidental ejercer su derecho a la libre determinación.",1
"546","Nos preocupa especialmente el bajísimo número de retornos de refugiados, que son el indicador más útil para evaluar la situación en la provincia.",1
"547","74. Se lograron avances significativos en el actual programa de trabajo para aumentar la concienciación entre los parlamentarios, a través de los eventos celebrados en Ginebra con la UIP y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.",0
"548","""El Consejo de Seguridad expresa su profunda preocupación por las consecuencias de la crisis de refugiados provocada por el conflicto en Siria, que tiene un impacto desestabilizador en toda la región.",1
"549","""El Consejo de Seguridad condena enérgicamente el uso continuo del territorio afgano, especialmente las zonas controladas por los talibanes, para albergar y entrenar a terroristas y planificar actos terroristas, y reafirma su convicción de que la represión del terrorismo internacional es esencial para el mantenimiento de la paz internacional. paz y seguridad, insiste en que los talibanes dejen de proporcionar refugio y entrenamiento a terroristas internacionales y sus organizaciones, y tomen medidas efectivas para garantizar que el territorio bajo su control no se utilice para instalaciones y campamentos terroristas o para la preparación u organización de terroristas. actos contra otros Estados o sus ciudadanos, y cooperar con los esfuerzos para llevar ante la justicia a los terroristas acusados.",1
"550","Hemos observado con preocupación la evaluación del Secretario General de que muchos de los factores que alimentaron la crisis de 2006 todavía están presentes en la sociedad, haciéndola vulnerable a la inestabilidad.",1
