"","es","VerConf"
"370","Exige también que las partes en el conflicto pongan fin de inmediato a todas las infracciones y los abusos cometidos contra niños y solicita al Secretario General que vele por que: a) se siga vigilando la situación de los niños e informando al respecto, en particular en los informes mencionados en el [párrafo pertinente] de la presente resolución, incluso mediante una mejor cooperación con las instancias encargadas de su protección; y b) continúe el diálogo con las partes en el conflicto para formular y ejecutar planes de acción con plazos definidos al objeto de poner fin al reclutamiento y la utilización de niños y otras infracciones del derecho internacional de los derechos humanos y humanitario cometidas contra niños;",1
"371","OTAN y República de Moldova",0
"372","Está claro que la incapacidad de garantizar la rendición de cuentas, ofrecer reparaciones y propiciar la reconciliación puede obstaculizar un proceso de paz y una situación posterior a un conflicto, creando, por tanto, una nueva amenaza a la paz y la seguridad.",1
"373","La comunidad internacional debería -- incluso por medio de los auspicios de las Naciones Unidas -- utilizar la influencia diplomática y facilitar, entre otras cosas, la asistencia técnica en ámbitos como la reforma de los sectores político, de la seguridad y la justicia; la redacción de nuevas constituciones y marcos jurídicos; y el fomento de las instituciones electorales y la celebración de elecciones.",1
"374","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"375","En ese contexto, reiteramos lo que afirmamos una y otra vez de que la principal amenaza a la investigación es que algunas partes de nuestra región y de otros lugares se están aprovechando de ella para politizar conclusiones que no guardan relación alguna con la investigación y que no se basan en pruebas sólidas.",1
"376",":: Incrementar la cooperación y la coordinación con el Comité contra el Terrorismo y su Dirección Ejecutiva, con el Comité establecido en virtud de la resolución 1540 (2004) y con todos los organismos y organizaciones internacionales que hayan acumulado experiencia y tengan conocimientos especializados en la lucha contra el terrorismo.",0
"377","En reiteradas ocasiones, nuestro país ha manifestado su preocupación por la población civil en esa zona y la importancia de que la MONUC se despliegue allí para protegerla.",1
"378","Sr. Presidente: Nos decepciona que, a pesar de sus esfuerzos y los esfuerzos de muchos otros, el Consejo no pudiera condenar ese atroz atentado terrorista.",1
"379","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"380","En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), tengo el honor de comunicarle que el Comité ha acordado celebrar una reunión abierta, según lo previsto en su informe sobre las modalidades para realizar un examen amplio del estado de aplicación de la resolución 1540 (2004) elaborado con arreglo a lo dispuesto en el párrafo 8 de la resolución 1810 (2008) (S/2009/170).",0
"381","El Tribunal Especial para Sierra Leona, primer tribunal de crímenes de guerra desde Nuremberg con sede en el país en que se cometieron las atrocidades, estaba decidido a convertir en una prioridad la divulgación entre el público y la difusión de la justicia.",0
"382","21/T/incl.OVT/90/465 - noviembre de 1990",0
"383","III. Actividades de mi Enviada Especial",0
"384",":: El Comité de expertos sobre la evaluación de medidas de lucha contra el blanqueo de dinero (PC-R-EV) del Consejo de Europa;",0
"385","Fecha de nacimiento: 20 de enero de 1955",0
"386","También nos preocupa la reaparición de casos de cólera, aunque, al parecer, la tasa de mortalidad está disminuyendo lentamente.",1
"387","En algunos casos, a los desplazados se le impidió a acceder a su ganado o cultivos cercanos, debido a la amenaza de ataques de los Janjaweed fuera de los campamentos.",1
"388","Aunque todavía no se ha iniciado el período oficial de campaña, los partidos de la oposición y la sociedad civil expresaron preocupación ante las acciones llevadas a cabo por las autoridades nacionales, en particular la policía, para perturbar sus actividades políticas.",1
"389","Condena enérgicamente el reclutamiento y la utilización de niños soldados por las partes en conflictos armados en contravención de las obligaciones internacionales que les son aplicables, el asesinato y la mutilación de niños, la violación y otros actos de violencia sexual cometidos principalmente contra las niñas, el secuestro y el desplazamiento forzado, la denegación a los niños de acceso a la ayuda humanitaria, los ataques contra escuelas y hospitales, así como la trata, el trabajo forzoso y todas las formas de esclavitud y todas las demás infracciones y abusos cometidos contra los niños afectados por conflictos armados.",1
"390","Transmisión del caso 11 al Comité",0
"391","V. OTRAS CUESTIONES 113 - 114 24",0
"392","Estas prioridades guardan relación directa con la credibilidad de la Dirección Ejecutiva.",0
"393","Está claro que esas circunstancias representan el mayor obstáculo para la estabilidad y el progreso del Afganistán y que, si se permite que continúen, amenazan con malograr los progresos logrados en el transcurso de casi tres años.",1
"394","Además, las diferencias entre las posiciones del Presidente Gbagbo y su partido de gobierno, por un lado, y las de las fuerzas de oposición, por el otro, siguen siendo muy grandes.",1
"395","Poniendo de relieve que las medidas impuestas en virtud de las resoluciones 1572 (2004) y 1643 (2005) siguen contribuyendo a la estabilidad de Côte d'Ivoire, particularmente en el contexto de las elecciones presidenciales previstas, y destacando que esas medidas tienen por objetivo apoyar el proceso de paz en Côte d'Ivoire,",0
"396","A juicio de la Comisión, por lo tanto, estos actos pueden constituir crímenes de lesa humanidad.",1
"397","El Equipo ha observado que Al-Qaida, los talibanes y sus asociados utilizarán cualquier explosivo disponible, como explosivos militares en las zonas de conflicto o los componentes necesarios para improvisar un artefacto explosivo, como el nitrato de amonio, en otras zonas (S/2007/132, párr. 90).",0
"398","Las autoridades francesas están sumamente preocupadas ante el actual empeoramiento de la situación en la zona norte de la Franja de Gaza la pasada semana.",1
"399","Se creó un sitio web independiente para la Oficina de la Ombudsman (www.un.org/en/sc/ombudsperson). En el sitio hay información esencial sobre las operaciones de la Oficina, incluidas una descripción del procedimiento seguido para examinar las solicitudes de supresión de nombres de la Lista e indicaciones generales sobre el contenido de las solicitudes que se presentan a la Ombudsman.",0
"400","La prisión se ha construido para proporcionar condiciones de detención humanas y seguras en consonancia con las normas internacionales de derechos humanos.",0
"401","19. Condena en los términos más enérgicos toda violencia sexual y otro tipo de violencia contra los civiles en los conflictos armados, en particular contra mujeres y niños, y se compromete a asegurar que en todas las operaciones de apoyo a la paz se apliquen todas las medidas posibles para evitar ese tipo de violencia y para abordar sus efectos cuando se produzca;",1
"402","Reiterando su profunda preocupación por la amenaza del terrorismo y el riesgo de que agentes no estatales puedan adquirir, desarrollar o emplear armas nucleares, químicas y biológicas y sus sistemas vectores o traficar con ellas,",1
"403","En realidad, la falta de precisión ha significado que solo para 309 de los 488 nombres que figuran en la Lista existían notificaciones especiales de la INTERPOL y el Consejo de Seguridad de las Naciones Unidas, que son los instrumentos fundamentales para diseminar información sobre personas incluidas en la Lista a los organismos encargados del cumplimiento de la ley; ahora esa cifra se ha elevado a 361 y es probable que aumente.",1
"404","Nos preocupa la falta de libertades políticas en esas zonas.",1
"405","La reglamentación de materiales de uso común que un terrorista entrenado puede utilizar para construir un artefacto explosivo es una tarea más difícil.",0
"406","Acogiendo con beneplácito los esfuerzos de las autoridades de Burundi por luchar contra la impunidad, en particular los juicios y las condenas de algunos de los perpetradores de la matanza de Muyinga,",1
"407","Igualmente preocupantes resultan las informaciones respecto del aumento de las tensiones entre los partidos del Gobierno y de la oposición en el marco de cuestiones que son decisivas para el futuro Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.",1
