"","en_es_DEEPL","VerConf"
"535","Su innovación consistió en desplazar el objetivo de los países musulmanes a Occidente, en particular a Estados Unidos; y al caracterizar su terrorismo como una lucha entre el Islam y sus enemigos, consiguió reunir bajo una misma bandera a varios grupos diversos y a menudo enfrentados.",1
"536","El Grupo examinó cada caso por separado.",0
"537","Aproximadamente 1.615 escuelas en Siria funcionan en doble turno.",0
"538","Esta disposición clave de la resolución aún no se ha aplicado. Reafirma una decisión a la que se comprometieron todos los libaneses en el Acuerdo de Taif de 1989, tras la guerra civil.",1
"539","Además, el artículo 75 (3) establece que antes de dictar una orden de reparación, la Corte podrá invitar y tendrá en cuenta las representaciones de o en nombre del condenado, las víctimas, otras personas interesadas o los Estados interesados.",0
"540","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"541","16. Los Estados examinadores disponían entonces de tres meses para facilitar cualquier información adicional de identificación o de otro tipo que tuviera relación con la inscripción en la Lista, como actualizaciones sobre la situación operativa de las entidades incluidas en la Lista, o el traslado, encarcelamiento o fallecimiento de personas incluidas en la Lista, o nuevos cargos relacionados con el terrorismo presentados contra ellas.",0
"542","Encarga a la Comisión que examine la financiación de las actividades de la CEDEAO con vistas a garantizar que se pongan recursos suficientes a disposición de las instituciones.",1
"543","""El Consejo de Seguridad expresa su enérgica condena de este intento de desestabilizar las instituciones libanesas, en este caso concreto las Fuerzas Armadas Libanesas.",1
"544","La reserva también apoyaría a las unidades de policía constituidas desplegadas en la zona.",0
"545","Desde que entró en vigor el APP, Irán no ha explotado las cascadas 1 y 6 en una configuración interconectada.",0
"546","El Equipo cree que el embargo podría tener más impacto contra ésta y otras amenazas de alta prioridad, como el uso de sistemas portátiles de defensa antiaérea, si estuviera más estrechamente vinculado a otros regímenes de lucha contra la proliferación y de control de armamentos.",1
"547","Sobre todo, nuestras preocupaciones estaban relacionadas con la insistencia de las autoridades de Pristina en aplicar de algún modo la denominada estrategia para el norte de Kosovo, incumpliendo descaradamente la resolución 1244 (1999), que sigue siendo la principal plataforma jurídica internacional para un acuerdo sobre Kosovo.",1
"548","Este último elemento ha suscitado cierta preocupación entre los expertos en derechos humanos, incluido el anterior Relator Especial sobre la promoción y la protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo, por considerar que podría ser excesivo al pedir a los Estados que tipifiquen como delito la apología indirecta.",1
"549","Esto requerirá una posición clara, en particular -si se me permite hablar con franqueza- de los Estados Unidos de América.",1
"550","""El Consejo de Seguridad expresa su grave preocupación por el hecho de que la continua inestabilidad y el creciente vacío de seguridad en la República Centroafricana sigan afectando negativamente a las operaciones de lucha contra el LRA y contribuyan a reforzarlo en el país.",1
"551","En Zoran Kupreškić y otros, la Sala de Primera Instancia del Tribunal Internacional para la ex Yugoslavia definió la persecución como la denegación flagrante o manifiesta, por motivos discriminatorios, de un derecho fundamental, establecido en el derecho internacional consuetudinario o convencional, que alcanza el mismo nivel de gravedad que los demás actos prohibidos en el artículo 5.",1
"552","CZ Kufcë e Epërm/Gornje Kusce.",0
"553","El Real Ejército Marroquí también informó de que sus esfuerzos se habían visto obstaculizados por la escasez de recursos y la falta de información relativa a las zonas contaminadas por minas.",1
"554","La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009)",0
"555",":: En el momento de redactar este informe, la Unidad Anticorrupción tiene capacidad para investigar casos.",0
"556","Párrafo 18 de la resolución 1874 (2009)",0
"557","Sr. Jorge Corrales, Consejero, Misión Permanente de Panamá",0
"558","Los mecanismos de derechos humanos de las Naciones Unidas han expresado su preocupación por las disposiciones especiales contra el terrorismo que restringen ciertos derechos en algunos Estados, lo que a su vez puede dificultar la aplicación de los acuerdos internacionales sobre asistencia jurídica mutua y extradición.",1
"559","13. Al concluir la reunión, las partes aceptaron el comunicado de mi Enviado Personal, que figura en el anexo I del presente informe, y reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que se determinará de común acuerdo.",0
"560","Los miembros de la comisión subrayaron que la historia demuestra que los Estados que cometen crímenes tan atroces contra su propio pueblo son una fuente perpetua de inestabilidad e inseguridad para sus vecinos.",1
"561","A pesar de estos retos, no podemos dejar de reconocer que aproximadamente el 50% de la población afgana vive en zonas en las que la responsabilidad de la seguridad se ha traspasado a las fuerzas de seguridad afganas.",1
"562","Como ha señalado anteriormente el representante de Argelia, el proyecto de resolución, que no ha sido adoptado, contenía una condena muy clara de todos los atentados terroristas contra cualquier civil, así como de todos los actos de violencia y destrucción.",1
"563","""El Consejo de Seguridad pide al Gobierno de Unidad Nacional y Transición que comience a trabajar inmediatamente con el Comité Internacional de Apoyo a la Transición (CIAT) y con la MONUC para establecer mecanismos que permitan una coordinación más estrecha, a fin de acelerar la reforma del sector de la seguridad, la adopción de la legislación esencial y los preparativos electorales.",0
"564","También se expresó gran preocupación por las declaraciones y consignas amenazadoras contra las Naciones Unidas y el personal internacional que se produjeron durante las recientes manifestaciones en Abiyán.",1
"565","Nos alienta que el gobierno de la República Democrática del Congo haya tomado medidas para actuar contra los terroristas del LRA que entraron en su país desde Sudán.",0
"566","o El 30 de noviembre de 2014, aviones de combate del régimen atacaron el mercado de Tayma, en Hasakeh, hiriendo a 2 personas y destruyendo 7 tiendas. Centros médicos",0
"567","Desde el inicio de su misión, en octubre de 2006, el Grupo Operativo Marítimo ha interceptado e interrogado a unos 30.500 buques.",0
"568","Es evidente que la incapacidad de garantizar la rendición de cuentas, ofrecer reparación y permitir la reconciliación puede obstaculizar un proceso de paz y una situación de posconflicto, creando así una nueva amenaza para la paz y la seguridad.",1
"569","Es probable que el debate político se intensifique, con varias impugnaciones relacionadas con las elecciones ya en los tribunales.",1
"570","En vista de la urgencia de la investigación, enviamos el telegrama nº 2065 de fecha 14 de febrero de 2005 a la dirección de la unidad regional de policía y a los comandantes de las unidades de policía, en el que solicitábamos que se llevaran a cabo todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que habían sido trasladados a los hospitales de cada zona, a fin de permitir que sus familiares los identificaran y me informaran debidamente, permitiéndome así obtener la aprobación de las autoridades competentes para la devolución a sus familiares de dichos cadáveres.",0
"571","Como deja claro el informe del Secretario General (S/2004/634), abordar el problema es un reto de enormes proporciones.",1
"572","Los socios internacionales y los defensores de los derechos humanos condenaron unánimemente la decisión del gobierno de expulsar al director de la Oficina Conjunta de Derechos Humanos de las Naciones Unidas tras la publicación del informe sobre violaciones de derechos humanos presuntamente cometidas por la policía durante la operación Likofi.",1
"573","El Comité se esfuerza por garantizar que la Lista sea dinámica y responda a la evolución de la amenaza que representa Al-Qaida.",1
"574","Si el delincuente ha destruido, dañado, transferido, inutilizado o utilizado, en particular consumido o gastado, bienes que podrían ser objeto de decomiso en virtud de los apartados 1 y 2 del artículo 70, o si el delincuente ha impedido de otro modo el decomiso de dichos bienes, el tribunal podrá ordenar el decomiso de fondos hasta el importe correspondiente al valor de dichos bienes; el valor de los bienes que podrían ser objeto de decomiso podrá ser estimado por el tribunal.",1
"575","Las pruebas establecen que seis soldados de las F-FDTL son razonablemente sospechosos de asesinato.",1
"576","El Consejo invita a ONU Mujeres a que contribuya periódicamente a sus trabajos sobre las mujeres y la paz y la seguridad y toma nota del valioso papel que desempeñará en el apoyo al papel de las mujeres en la consolidación de la paz y la prevención de la violencia sexual en los conflictos, entre otras cosas mediante la coordinación y la coherencia de las políticas y los programas destinados a las mujeres y las niñas.",0
