"","es","MatCoop"
"816","v) A fin de asistir al Gobierno en la ejecución de su programa y consolidar y fortalecer los mecanismos existentes de seguimiento, se establecerá un Grupo de Trabajo Internacional a nivel ministerial, que se reunirá una vez por mes en Côte d'Ivoire a fin de evaluar, supervisar y seguir de cerca el proceso de paz, incluida la hoja de ruta acordada en Pretoria y cualesquiera otros acuerdos subsiguientes, indicando el grado de cooperación de las partes y otros agentes interesados, su respeto por los compromisos contraídos y, en caso necesario, cualquier actitud que pueda entorpecer la conclusión satisfactoria del proceso de paz y reconciliación en Côte d'Ivoire, y para formular las recomendaciones apropiadas al Consejo de Paz y Seguridad de la Unión Africana y al Consejo de Seguridad de las Naciones Unidas.",1
"817","La delegación de Cuba condena enérgicamente la realización de ataques contra civiles palestinos y la destrucción generalizada, causadas por las fuerzas de ocupación israelíes en el norte de la Franja de Gaza, al tiempo que exigimos el fin inmediato de esos ataques y la urgente retirada de dichas fuerzas de ocupación.",0
"818","A mediados de marzo el General de Brigada Ruak anunció el licenciamiento de 594 soldados con efecto retroactivo desde el 1° de marzo.",1
"819","Durante el período que se examina el Gobierno no adoptó medidas contra los agentes de la policía nacional no certificados.",0
"820","El 20 de septiembre 778 agentes terminaron su formación en la academia de policía. De estos agentes, 35 eran mujeres y 148 ex militares.",0
"821","V. REESTRUCTURACIÓN Y DESMOVILIZACIÓN DE LAS FUERZAS ARMADAS",0
"822","El componente de policía de la ONUCI se encarga de proporcionar apoyo, supervisión y asesoramiento a la policía nacional de Côte d'Ivoire y a las unidades mixtas de policía desplegadas en la antigua zona de confianza y los 600 auxiliares de policía de las Forces Nouvelles que fueron capacitados por la ONUCI en 2006 y que se encuentran desplegados en la parte septentrional del país.",1
"823","De conformidad con el entendimiento alcanzado entre los miembros del Consejo, quisiera recordar a los oradores que deben limitar sus declaraciones a un máximo de cinco minutos, a fin de que el Consejo pueda realizar su labor rápidamente.",0
"824","Los supervisores de armas de la Misión de las Naciones Unidas en Nepal (UNMIN) registraron y supervisaron el almacenamiento de las armas del ejército maoísta, que serían vigiladas permanentemente.",1
"825","S/RES/1778 (2007), párr. 1",0
"826",":: Hacer padecer hambre, como método de guerra, a las personas civiles, privándolas de los bienes indispensables para su supervivencia, incluida la obstaculización intencionada de los suministros de socorro de acuerdo con lo dispuesto en el derecho internacional humanitario.",0
"827","Si bien los distintos cálculos de la pérdida parecen a primera vista del mismo orden de magnitud, los detalles y las explicaciones de cada cálculo revelan, cuando son comparados, importantes incongruencias.",0
"828","Como parte de la estrategia de transición destinada a establecer una institución policial independiente, se han puesto en marcha los preparativos para la transferencia de las responsabilidades de la Escuela del Servicio de Policía de Kosovo y la Policía de la UNMIK a dicho servicio.",1
"829","Al 14 de junio, casi 28.000 personas, principalmente somalíes y etíopes, habían llegado a la costa del Yemen.",0
"830","Sr. Loulichki (Marruecos) (habla en francés): Sr. Presidente: Ante todo, deseo felicitar al Reino Unido por ocupar la Presidencia del Consejo durante el mes de marzo.",0
"831","Alemania, Kazajstán y los Emiratos Árabes Unidos",0
"832","En este contexto, espero que ahora sea posible abordar otros aspectos de las relaciones bilaterales.",0
"833","Los Estados también han fortalecido la aplicación de las medidas necesarias contra el terrorismo a nivel institucional.",1
"834","El concepto de crear inventarios de referencia organizando un estudio de las armas pequeñas como etapa inicial de la elaboración de proyectos está empezando a establecerse y ha resultado útil en la elaboración y evaluación de proyectos.",1
"835","De conformidad con el párrafo 32 de la presente resolución, el Equipo de Vigilancia trabajará bajo la dirección del Comité establecido en virtud de la resolución 1267 (1999) y ejercerá las funciones siguientes:",1
"836","c) Nunca toque el gatillo ni otro mecanismo de disparo;",0
"837","Este mecanismo asegurará que la parte incluida en la lista no controle el patrimonio de la empresa y no pueda desviar ingresos en apoyo del terrorismo.",1
"838","Desde entonces, ocurrieron dos acontecimientos importantes, a saber, el traslado, el 31 de octubre de 2009, de los ocho detenidos condenados hasta la fecha por el Tribunal a Rwanda, donde cumplirán sus condenas, y el paso, el 16 de noviembre de 2009, de la administración de las instalaciones de detención del Tribunal al Gobierno de Sierra Leona.",1
"839","Tiene un ""representante especial"" que se ocupa de los cultivos de estupefacientes en su nombre y utiliza su milicia para proteger dichos cultivos.",0
"840","D. Escuchar con mayor atención a las víctimas El creciente reconocimiento de la importancia de escuchar a las víctimas del terrorismo a la hora de elaborar estrategias eficaces de lucha contra la incitación está estrechamente vinculado con el concepto de argumento opuesto.",1
"841","La capacidad de congelar fondos y activos vinculados al terrorismo es en general insuficiente y limitada en todos los Estados.",1
"842","En estrecha cooperación con los Comités del Consejo de Seguridad establecidos en virtud de las resoluciones 1267 (1999) y 1540 (2004) y de conformidad con su mandato, el Comité prestará especial atención a los Estados respecto de los cuales no se disponga de información sobre la aplicación de la resolución 1373 (2001) y examinará la mejor manera de resolver ese problema.",1
"843","Sin embargo, los nuevos arreglos tardarán algún tiempo en funcionar plenamente.",0
"844","El Coordinador de la Asistencia Humanitaria de las Naciones Unidas ha hecho un llamamiento de asistencia humanitaria de emergencia para ayudar a que las 20.000 familias puedan pasar el invierno.",1
"845","Se emplazaron previamente tanques, vehículos blindados de transporte de tropas y lanzacohetes en determinadas zonas de Abidján.",0
"846","El juicio del General Sanogo sigue en la etapa de instrucción; prosigue la investigación de la muerte de 16 predicadores ocurrida en septiembre de 2012 en un campamento de las fuerzas armadas de Malí en Diabaly; la ejecución sumaria de tres tuaregs que tuvo lugar en febrero de 2014 en Djébock (región de Gao) se está investigando y siguen detenidos cuatro soldados de las fuerzas armadas de Malí.",0
"847","Tomando nota de que el Frente POLISARIO puso en libertad el 18 de agosto de 2005, de conformidad con el derecho internacional humanitario, a los 404 prisioneros de guerra marroquíes que quedaban y haciendo un llamamiento a las partes para que sigan cooperando con el Comité Internacional de la Cruz Roja a fin de determinar la suerte de las personas cuyo paradero se desconoce desde el comienzo del conflicto,",1
"848","Saben quien es honrado y quien no lo es, quien está calificado y quien no lo está.",0
"849","23. Más de 500 millones de contenedores marítimos circulan por el mundo cada año, lo que representa el 90% del comercio internacional; no obstante, solo se inspecciona el 2% de esos contenedores.",0
"850","En abril de 2004, un grupo de 40 desplazadas fue a buscar leña a las afueras de Mukjar, en Darfur occidental, y fue atacado por seis milicianos Janjaweed armados.",0
"851","La comisión internacional estaría integrada por tres personalidades eminentes con la experiencia apropiada y una reputación de probidad e imparcialidad.",1
"852","En un esfuerzo por contener el brote del Ébola, algunos países de África Occidental cerraron sus fronteras y suspendieron los vuelos comerciales hacia los tres Estados más afectados: Guinea, Liberia y Sierra Leona. Côte d'Ivoire restringió los vuelos de ida y vuelta a los tres Estados el 10 de agosto, a lo que siguió un cierre de las fronteras terrestres el 22 de agosto.",1
"853","La apertura del centro mixto de análisis de la MINUSTAH ha permitido a la Misión aumentar considerablemente su capacidad de análisis e intercambio interno de información. Sin embargo, la MINUSTAH siguió sin tener acceso a información táctica fidedigna.",1
