"","en_ar_DEEPL","MatConf"
"294","7. يلاحظ أن وسائل التمويل أو الدعم هذه تشمل، على سبيل المثال لا الحصر، استخدام العائدات المتأتية من الجريمة، بما في ذلك زراعة المخدرات وسلائفها وإنتاجها والاتجار بها على نحو غير مشروع;",1
"295","ولذلك، ينبغي على هيئات مكافحة الإرهاب التابعة للأمم المتحدة معالجة أوجه القصور هذه بجدية أكبر وبتفانٍ أكبر.",0
"296","وطالما أن الدول لا تفرض أي التزام على الأفراد المدرجين في القائمة بالتقيد بحظر السفر، فقد لا ترى الدول أي خطر يذكر في محاولة تجنبها.",1
"297","""أسلحة الدمار الشامل وعدم انتشار أسلحة الدمار الشامل كأفضل ممارسة تجارية""، يليه تمرين",1
"298","وهذا التقرير مقدم وفقا لمذكرة رئيس مجلس اﻷمن المؤرخة ٢٩ آذار/مارس ١٩٩٥ (S/1995/234).",0
"299","2. يؤكد من جديد ضرورة الاحترام التام للاتفاقات العسكرية التي تم التوصل إليها مع بعثة الأمم المتحدة للاستفتاء في الصحراء الغربية فيما يتعلق بوقف إطلاق النار، ويدعو الطرفين إلى التقيد التام بتلك الاتفاقات؛",0
"300","72. يطلب إلى اللجنة أن تقدم تقريرا شفويا، عن طريق رئيسها، مرة واحدة في السنة على الأقل، إلى المجلس عن حالة عمل اللجنة وفريق الرصد عموما، وحسب الاقتضاء، بالاقتران مع تقارير رئيسي لجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)، ويعرب عن اعتزامه عقد مشاورات غير رسمية مرة واحدة في السنة على الأقل بشأن عمل اللجنة، استنادا إلى التقارير المقدمة من الرئيس إلى المجلس، ويطلب كذلك إلى الرئيس أن يعقد جلسات إحاطة دورية لجميع الدول الأعضاء المهتمة بالأمر؛",0
"301","ويحث كذلك جميع الدول الأعضاء، بالتنسيق مع المؤسسات المالية الدولية ووكالات الأمم المتحدة، على زيادة دعمها لمعالجة الأثر السياسي والاجتماعي والاقتصادي والمالي المتزايد لأزمة اللاجئين على البلدان المضيفة.",0
"302","وبالإضافة إلى ذلك، قدم الاستعراض بيانات مفيدة فيما يتعلق بتأثير نظام الجزاءات، حيث أظهر الأفراد والكيانات الأكثر - والأقل - تأثراً به، سواء بسبب وجودهم جغرافياً خارج نطاق سيطرة الدولة أو بسبب عوامل أخرى تقوض التنفيذ.",1
"303","تتطلب هذه القضايا دراسة متأنية، خاصة وأن التدابير الغامضة أو الفضفاضة قد تؤدي إلى نتائج عكسية.",0
"304","وبالمثل، لم يكن هناك أي دليل على أن الحكومة قد ألقت القبض على مرتكبي الهجمات ضد المدنيين وفقا للبيان المشترك والقرار 1556 (2004).",1
"305","V. الوضع الاجتماعي والاقتصادي والمالي",0
"306","وكان هناك اتفاق على ضرورة تعزيز بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية لبلوغ قوامها المأذون به في أقرب وقت ممكن، لتمكينها من أداء المهام الموكلة إليها بفعالية.",1
"307","15. غيَّر تنظيم القاعدة في العراق (QE.J.115.04) مؤخرا اسمه إلى الدولة الإسلامية في العراق والشام (داعش) من أجل إضفاء الشرعية على عملياته في الجمهورية العربية السورية وفصل نفسه عن علامة تنظيم القاعدة.",0
"308","توحيد دراسات الحالة والقضايا المعلقة",0
"309","وبالفعل، يكتسب مفهوم العمل الإجرامي المشترك في القانون الجنائي الدولي أهمية أكبر مما هو عليه في معظم النظم القانونية الوطنية، لأن معظم الجرائم الدولية (الجرائم ضد الإنسانية والإبادة الجماعية ومعظم جرائم الحرب) هي جرائم لا يمكن تحقيق النتيجة الجنائية النهائية لها إلا من خلال مشاركة العديد من الأشخاص.",1
"310","50. وضعت أربع دول استراتيجيات وأنشأت هياكل مؤسسية لمكافحة الإرهاب. وتقوم وكالات إنفاذ القانون في هذه الدول بتنسيق بعض أنشطتها في مجال مكافحة الإرهاب.",0
"311","o في 29 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخين على مسجد النووي في مدينة الرقة، مما أسفر عن مقتل 11 شخصًا، من بينهم طفل، وإصابة 16 آخرين.",1
"312","وبالإضافة إلى ذلك، زار فريق غرب دارفور مخيمات اللاجئين في تشاد وزار فريق جنوب دارفور مركز احتجاز الأمن الوطني في نيالا.",0
"313","المقرر عقدها يوم الثلاثاء، 19 آب/أغسطس 2008، الساعة 30/17 مساءً",0
"314","صدر بالمرسوم رقم 500 بتاريخ 8 مايو 1931. الجريدة الرسمية: 26 أيار/مايو 1931.",0
"315","وقد تم اعتقال العديد من الصحفيين المحليين والدوليين (وأطلق سراحهم بسرعة كبيرة نتيجة للضغوط الأجنبية) وتعرضوا للتهديد أثناء ممارسة مهنتهم من قبل قوات الأمن الإيفوارية.",1
"316","السيد لوليشكي (المغرب) (تكلم بالفرنسية): اسمحوا لي أن أبدأ بتهنئة المملكة المتحدة على توليها رئاسة المجلس لشهر آذار/مارس.",0
