"","ar","MatConf"
"974","رسالة مؤرخة 14 تشرين الأول/أكتوبر 2005 موجهة إلى الأمين العام من الأمين العام والممثل السامي للسياسة الخارجية والأمنية المشتركة للاتحاد الأوروبي عملا بأحكام قرار مجلس الأمن 1575 (2004)، أرفق طيه التقرير الثالث من التقارير التي تعد كل ثلاثة أشهر عن أنشطة بعثة الاتحاد الأوروبي العسكرية في البوسنة والهرسك.",0
"975","وهي محامية أمام المحكمة العليا في باكستان وتعمل في مجال الدفاع عن حقوق الإنسان منذ سنوات عديدة، حيث تعمل بصفة خاصة لصالح حقوق النساء والأقليات والأطفال.",0
"976","وفي عمان، هاجم مفجِّرون انتحاريون يوم 9 تشرين الثاني/نوفمبر 2005 ثلاثة فنادق، مما أدى إلى مصرع 60 شخصا وجرح ما لا يقل عن 115 شخصا آخر.",1
"977","واستعمال العنف القاتل في مثل هذه الحالات يجب أن يحترم مبدأي التمييز والتناسب، ويجب أن تخضع الانتهاكات للمساءلة.",1
"978","وحُظرت أيضا المشاركة الفعلية لقدامى المحاربين في الاحتفالات المقبلة وتجري إعادة كتابة دفتر الأحكام الخاص بالاحتفالات المقبلة.",1
"979","غير أن الدراسة تشير أيضا إلى أن العديد من الدول ما زالت تواجه تحديات خطيرة في مجال الملاحقة القضائية في قضايا الإرهاب، وإنشاء منابر إقليمية فعالة للتعاون الدولي في المسائل الجنائية، والامتثال للالتزام بتجميد أصول الإرهابيين، ومنع تمويل الإرهاب بواسطة أساليب الدفع الجديدة وحملة النقدية واستغلال المنظمات غير الربحية لهذا الغرض، وكفالة امتثال تدابير مكافحة الإرهاب للالتزامات المنصوص عليها في القانون الدولي، بما في ذلك قانون حقوق الإنسان.",0
"980","٦ - يشجع على تحقيق المزيد من الكفاءة والوفورات، شريطة أﻻ يؤثر ذلك في القدرة التنفيذية للقوة؛",0
"981","وقد بذل مكتب شؤون نزع السلاح جهودا لتوعية الجهات المانحة المحتملة دعما للحلقات الدراسية وحلقات العمل الإقليمية التي ينظمها المكتب.",0
"982","ويتألف فريق التحقيق من اﻷعضاء التالين:",0
"983","ورأى أن هذه البنود كانت إما ذات قيمة مرتفعة أو ذات طبيعة غير مألوفة (""بنود التقييم"").",0
"984","وخلال الفترة الممتدة من 1 إلى 10 تشرين الأول/أكتوبر 2014، أبلغ عن 20 حالة انتهاك لوقف إطلاق النار على طول خط المراقبة و 22 حالة انتهاك على طول خط الحدود المعمول به، ما أدى إلى سقوط 12 مدنيا، وجرح 52 مدنيا وإصابة 9 من الأفراد العسكريين على الجانب الباكستاني.",1
"985","2 - الحالة في الشرق الأوسط (18 تموز/يوليه 1960؛ 21 تشرين الأول/أكتوبر 2011).",0
"986","وفي الواقع، أبلغ ضابط بشرطة الأمم المتحدة عن وجود مدافع رشاشة على سطح المبنى الذي كانت تشغله قوة حفظ السلام السابقة التابعة للأمم المتحدة عصر يوم 24 أيار/مايو.",1
"987","وقد أدى هذا إلى تعزيز التوتر بين مناطق الشرق والغرب وإلى الاختلالات القائمة داخل قوات الشرطة.",1
"988","وأفضى أحد كبار المسؤولين الحكوميين الذين شاركوا في عملية التجنيد إلى اللجنة بأن زعماء القبائل كانوا يتلقون هبات وهدايا نظير جهودهم في التجنيد وبحسب عدد الأشخاص الذين يتمكنون من تجنيدهم.",1
"989",")ج( جمهورية قبرص عن وزارة اﻻتصاﻻت واﻷشغال فيها: ١٨٥ ٠٦ دوﻻراً؛",0
"990","33 - وأنشأ العديد من الأحزاب السياسية في منطقة تيراي فروعا للشبيبة تشارك في العمل السياسي العنيف في الشوارع، وقامت بعض الجماعات المسلحة التي تلجأ إلى العنف السياسي بتجنيد الأطفال.",1
"991","وأدى ذلك في نهاية المطاف إلى تولي النقيب موسى داديس كامارا منصب رئيس الجمهورية في 23 كانون الأول/ديسمبر.",0
"992","ولدى خمس دول تدابير جزئية لحماية إجراءات منح اللجوء من سوء الاستعمال، وتطبق دولتان هذه الضوابط بشكل كامل.",0
"993","وكان للجفاف والتصحر أثر كبير عليه في فترة السبعينات والثمانينات، وازدادت حدة القتال بسبب ندرة الموارد.",1
"994","وتبقى المحنة المستمرة للشعب الفلسطيني ومعاناته تجسيدا مأسويا لعواقب رفض تنفيذ قرارات مجلس الأمن وفشل مجلس الأمن في إنفاذ قراراته.",0
"995","وهذا الهجوم الذي وقع في حفل تشييع جثامين الجنود النيجريين التسعة التابعين لبعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي بحضور وكيل الأمين العام لعمليات الأمم المتحدة لحفظ السلام، هيرفيه لادسوس، هو عمل استفزازي ارتكبه الإرهابيون بهدف بث الخوف والفوضى في صفوف البعثة.",1
"996","وكان يُعدم معظم أولئك الذين أخذوا بعيدا.",1
"997","كذلك تبين للجنة أن القيود التي فرضت على المشردين داخليا في المخيمات، وخاصة النساء منهم، عن طريق إرهابهم بارتكاب أعمال الاغتصاب أو القتل أو التهديد العنيف لحياتهم أو لأشخاصهم من جانب ميليشيا الجنجويد، يعتبر حرمانا شديدا من الحرية البدنية انتهاكا لقواعد القانون الدولي.",1
"998","وإذ يشير في هذا السياق الى أن قتل أفراد جماعة إثنية بهـــدف تدمير هذه الجماعـــة، كليا أو جزئيا، يشكل جريمة يُعاقب عليها بموجب القانون الدولي،",1
"999","وأعقب ذلك شجار أدى إلى استدعاء الشرطة إلى مكان الحادث وإلى إطلاق الغاز المسيل للدموع.",1
