"","en_es_TRANSFORMERS","VerConf"
"565","Los exhortamos urgentemente a que aumenten su apoyo a las iniciativas colectivas que adoptarán nuestros Estados, en el marco del Proceso de Nuakchott, para hacer frente a la amenaza que el terrorismo, el extremismo violento y la delincuencia organizada transnacional plantean para la paz y la seguridad internacionales.",1
"566","El 11 de noviembre, más de 800 miembros de las nuevas asambleas prestaron juramento.",0
"567","Los enfrentamientos se reanudaron con menos intensidad a la mañana siguiente.",0
"568","Observando con profunda preocupación la amenaza del terrorismo y el riesgo de que agentes no estatales adquieran, desarrollen, trafiquen o utilicen armas nucleares, químicas y biológicas y sus sistemas vectores,",1
"569","Cinco Estados han promulgado leyes que tipifican como delito la financiación del terrorismo, y actualmente existen leyes contra el blanqueo de dinero en nueve Estados.",0
"570","La última lista completa de temas (S/2009/10/Add.22) se publicó el 8 de junio de 2009.",0
"571","3. Abdoulaye Cissoko (Malí, experto en aviación)",0
"572","Sin embargo, actualmente menos de 100.000 liberianos están registrados como empleados en los sectores público y privado.",0
"573","Los dirigentes somalíes deben trabajar en pro de un proceso político abierto a todos los que estén dispuestos a rechazar la oposición violenta.",1
"574","El Consejo de Seguridad hace hincapié en que todos los civiles afectados por conflictos armados, incluidos los que sufren pérdidas como resultado de actos lícitos en virtud del derecho internacional, merecen asistencia y reconocimiento con respecto a su dignidad inherente como seres humanos.",1
"575","Están bajo una presión real de la comunidad internacional y cualquier comunicación bidireccional pone en peligro su seguridad.",1
"576","Azerbaiyán está profundamente preocupado por la continuación de las actividades ilegales de asentamiento en los territorios palestinos ocupados.",1
"577","La situación futura de las poblaciones residentes en esas zonas depende en gran medida del éxito de la corta estación de lluvias de noviembre de 2000.",0
"578","La Comisión observa con preocupación las irregularidades en las existencias de armas de las F-FDTL durante varios años.",1
"579","El Consejo de Seguridad condena todas las violaciones del derecho internacional, incluidos el derecho internacional humanitario, las normas de derechos humanos y el derecho de los refugiados cometidas contra civiles en situaciones de conflicto armado.",1
"580","Para cumplir con los requisitos anteriores, el contratista está obligado a crear y aplicar un sistema de control interno y la gestión del comercio de bienes estratégicos para ayudarlo a ejecutar todas y cada una de las transacciones.",0
"581","En los párrafos 1 y 2 de su resolución 2118 (2013), el Consejo de Seguridad determinó que el uso de armas químicas en cualquier lugar constituía una amenaza para la paz y la seguridad internacionales y condenó en los términos más enérgicos cualquier uso de armas químicas en la República Árabe Siria.",1
"582","También se expresó grave preocupación por las declaraciones y consignas amenazantes contra el personal de las Naciones Unidas y el personal internacional durante las recientes manifestaciones en Abidján.",1
"583","A pesar de todo lo anterior, seguimos creyendo que no existe una solución militar; por el contrario, confiamos en que sea contraproducente.",1
"584","Malí y el Níger son miembros del recientemente establecido Centro Conjunto de Inteligencia subregional en Tamanrasset (Argelia).",0
"585","Se produjeron secuestros en 29 de los 32 departamentos, en particular en Antioquia, Bogotá, Caldas, Casanare, Cundinamarca, Valle del Cauca y Vichada.",0
"586","Que se celebrará el jueves 29 de octubre de 2009, a las 17.22 horas",0
"587","Acogiendo con beneplácito la propuesta de cinco puntos de Etiopía de 25 de noviembre de 2004,",0
"588","El Consejo de Seguridad expresa su profunda preocupación por las consecuencias humanitarias del conflicto para el pueblo angoleño.",1
"589","Para otra delegación, la protección activa de los civiles no debe confundirse con la neutralización de los grupos armados mediante actividades agresivas.",1
"590","Acogiendo con beneplácito el aumento de la representación de la mujer en el Parlamento, encomiando a las autoridades [nacionales] y subrayando la necesidad de aumentar su papel en la adopción de decisiones con respecto a la prevención y solución de conflictos,",0
"591","- Pagos efectuados antes del 2 de agosto de 1990",0
"592","Canal chino, Shanghai Media Group, editor Zao Qi, 19 de diciembre de 2011",0
"593","En 45 países del África al sur del Sáhara, la UNESCO elaboró un mapa completo de las políticas y los recursos actuales para describir la forma en que se fomenta una cultura de paz.",0
"594","Esta percepción podría radicalizar aún más algunos elementos nacionalistas albaneses de Kosovo y podría poner a las minorías de Kosovo en una situación de mayor amenaza.",1
"595","Región del África central (S/PRST/2013/6)",0
"596","Sin embargo, la capacidad del Estado libanés para ejercer plenamente su autoridad en todo su territorio ha seguido siendo limitada, y una serie de incidentes de seguridad han puesto de relieve una vez más las amenazas a la seguridad del Líbano que plantean los grupos armados que están fuera del control del Estado y la proliferación de armas.",1
"597","Exige además que las partes en el conflicto pongan fin de inmediato a todas las violaciones y abusos contra los niños y pide al Secretario General que vele por que: a) se siga vigilando y presentando informes, incluso como parte de los informes mencionados en [el párrafo pertinente] supra, sobre la situación de los niños, incluso mediante una mayor cooperación con los agentes de protección de la infancia, y b) se siga dialogando con las partes en el conflicto con miras a elaborar y aplicar planes de acción con plazos determinados para poner fin al reclutamiento y la utilización de niños y a otras violaciones del derecho internacional humanitario y las normas de derechos humanos cometidas contra los niños;",1
"598","Fuente: Oficina Central de Estadística (21 de abril de 2008).",0
"599","La situación ha provocado el cierre frecuente de la carretera principal de abastecimiento de la FNUOS, que ha obstaculizado los movimientos de la FNUOS entre el campamento Faouar, en el lado Bravo, y el campamento Ziouni, en el lado Alfa.",0
"600","Como saben los miembros del Consejo, la migración Norte-Sur ha comenzado y, por primera vez, implicará cruzar una frontera internacional.",0
"601","También sigue profundamente preocupado por las acciones unilaterales, las restricciones y las provocaciones en los Santos Lugares de Jerusalén.",1
"602","Es con grave preocupación que tengo que informar de un aumento en los actos criminales y los ataques contra el personal de las Naciones Unidas y el personal humanitario.",1
"603","El nuevo reclutamiento es una grave violación en sí mismo, pero también socava gravemente la capacidad de funcionamiento de los programas y la confianza de los niños en su rehabilitación sin acoso.",0
"604","Condeno enérgicamente cualquier uso de sustancias químicas tóxicas en el conflicto sirio, por cualquier parte.",1
"605","Presidente: Excelentísimo Señor Jeremy Greenstock (Reino Unido de Gran Bretaña e Irlanda del Norte)",0
"606","Recordando la Declaración del Presidente del Consejo de Seguridad (S/PRST/2012/17), de 4 de mayo de 2012, sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,",1
"607","El Grupo salió del Hotel Canal a las 8.50 horas y se dirigió a la empresa estatal Mu`tasim, que pertenece a la empresa estatal Rashid, una empresa del MIT.",0
"608","1. La documentación completa relativa a las normas laborales árabes e internacionales;",0
"609","UDI los rechazó a ambos en el momento de su mortinatalidad.",1
"610","El Consejo de Seguridad también expresa su preocupación por el aumento de las tensiones en la región de Ituri y exhorta a todas las partes a que actúen con moderación.",1
"611","Los Estados visitados cuentan con medidas y políticas operacionales para la represión del reclutamiento de terroristas.",0
"612","Oficina Ejecutiva del Secretario General",0
"613","Expresó su preocupación por el aumento de la demolición de edificios en Palestina, el riesgo de traslado forzoso de la comunidad beduina de Um al-Kheir y las actividades de asentamiento en curso de Israel, que, dijo, constituían una violación del derecho internacional.",0
