"es_en_GOOGLE"	"MatConf"
"However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, especially given the vulnerability of the subregion&#39;s borders."	1
"The Commission also found that rebel groups had carried out attacks, in almost all cases against army, police or security force targets."	1
"On several occasions, I have expressed my firm conviction that the best way to achieve the disarmament of Hizbullah and other militias is through a political process led by the Lebanese themselves, leading to the ultimate goal of ending the existence of weapons or armed forces in Lebanon other than those of the Lebanese State."	0
"This has undermined international efforts to facilitate the restoration of peace in Afghanistan."	1
"The prisoners were transferred on the basis of credible information that an attempt could be made to release them from Bukavu prison."	1
"Bearing in mind the special character of resolution 1373 (2001), the continuing threats to international peace and security posed by terrorism, the important role that the United Nations and the Security Council must continue to play in the global fight against terrorism and the need to strengthen the Committee as a subsidiary body of the Security Council in this area, and without setting precedents for other bodies of the Security Council,"	0
"These fears were confirmed after a FARDC operation in late September."	0
"The conversation lasted 5 to 10 minutes, during which the shooting continued."	1
"Improvised weapon systems: can be constructed from various components to commit terrorist acts."	1
"The Commission also recommends that measures to break the cycle of impunity include the exercise of universal jurisdiction by other States, as indicated in this report."	0
"14. Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions in her mission to Sudan (E/CN.4/2005/7/Add.2)"	1
"One of those arrested was the driver and bodyguard of Majed Hamdan, the brother of Mustapha Hamdan, who runs a company that apparently handles security at the St. Hotel."	1
"2. The situation between Eritrea and Ethiopia"	0
"In Indonesia, Jemaah Islamiyah appears to have stopped using large vehicle-borne improvised devices and commercial or improvised explosive compounds (potassium chlorate, sulfur and aluminum powder combined with an initiating charge, such as TNT), such as those used in the first Bali attack in October 2002, and now prefers a more selective method, with smaller bombs carried by people to the target area, as happened in the second Bali attack in October 2005."	1
