en_ar_TRANSFORMERS	QuadClass
والمحطــة الطرفيــة للفاكهة مجــاور للمحطــة العسكريــة فــي جزء معزول من الميناء، وهذا هو السبب في تفريغ المعدات العسكرية هناك.	1
3 - فرض مجلس الأمن بموجب قراره 1267 (1999) حظرا جويا وماليا محدودا لإجبار الطالبان على الكف عن توفير الملاذ والتدريب للإرهابيين، بمن فيهم أسامة بن لادن.	1
17 - وتمكنت المديرية التنفيذية، من خلال زياراتها إلى البلدان المانحة، من جمع معلومات أكثر دقة بكثير عن مصالحها الإقليمية وقدراتها في مجال المساعدة التقنية لمكافحة الإرهاب وبرامجها القائمة.	2
ومن المتوقع نشر وحدة شرطة مشكلة من نيجيريا في تشرين الأول/أكتوبر.	2
24 - وتتمتع جميع دول المنطقة دون الإقليمية باقتصادات قائمة على النقد، مما يزيد من خطر حدوث تمويل للإرهاب عن طريق النقل المادي للعملات وغيرها من الصكوك المالية لحاملها عبر الحدود، والتحويلات غير الرسمية للنقود والقيمة من خلال نظم التحويل البديلة.	1
ولا تزال المناطق الخاضعة لحصار النظام تشهد قصفا يوميا يؤدي إلى مجازر مدنية، دون أي تغطية إعلامية أو اهتمام.	1
وقامت البعثة بإضفاء الطابع اللامركزي على وظائف الاتصال التي تضطلع بها بغية تحسين التنسيق على الصعيد المحلي، بينما أدت الأعمال التحضيرية التي سبقت وصول قوة الاتحاد الأوروبي إلى تيسير عملية الانتقال.	2
ووصف وكيل الأمين العام غمباري، في الإحاطة التي قدمها إلى المجلس في كانون الأول/ديسمبر 2005 وحزيران/يونيه 2006، الحالة الخطيرة لحقوق الإنسان والظروف الإنسانية في بورما، بما في ذلك احتجاز أكثر من 100 1 سجين سياسي، فضلا عن تدفق اللاجئين والمخدرات وفيروس نقص المناعة البشرية/الإيدز والأمراض الأخرى من بورما.	1
وينبغي أن يركز عمله مع المنظمات الإقليمية ودون الإقليمية على تيسير التفاعل بين المؤسسات الإقليمية والوطنية لمعالجة تحديات التنفيذ على الصعيد الوطني، مثل التوفيق بين الأولويات، ومواءمة النهج، وتيسير الخدمات الاستشارية وخدمات الصياغة، ومطابقة طلبات وعروض المساعدة.	2
4 - تلاحظ مع القلق الصلة الوثيقة بين الإرهاب الدولي والجريمة المنظمة العابرة للحدود الوطنية والمخدرات غير المشروعة وغسل الأموال والاتجار غير المشروع بالأسلحة والنقل غير المشروع للمواد النووية والكيميائية والبيولوجية وغيرها من المواد التي يمكن أن تكون مهلكة، وتؤكد في هذا الصدد ضرورة تعزيز تنسيق الجهود المبذولة على كل من الصعيد الوطني ودون الإقليمي والإقليمي والدولي من أجل تعزيز التصدي على الصعيد العالمي لهذا التحدي والتهديد الخطيرين للأمن الدولي؛	3
9 - يطلب إلى الأمين العام أن يواصل تقديم تقارير منتظمة، مرة كل ثلاثة أشهر على الأقل، عن الحالة في جمهورية الكونغو الديمقراطية وعن أنشطة بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، وأن يقدم إلى مجلس الأمن، على نفس النحو المنتظم، معلومات مستكملة محددة عن الحالة العسكرية؛	2
3 - واعتبر المشاركون أن هذه الأحداث، نظرا لخطورتها، تؤكد ضرورة وإلحاحية التعجيل بالأعمال التحضيرية للحوار الشامل بين الأطراف المالية، على نحو يمهد الطريق لتحقيق مصالحة حقيقية بين الماليين وتحقيق سلام وأمن واستقرار دائمين في البلد.	4
واستنادا إلى تحليل دقيق للمعلومات التي جمعت أثناء تحقيقاتها، أثبتت اللجنة أن حكومة السودان والجنجويد مسؤولون عن الانتهاكات الجسيمة للقانون الدولي لحقوق الإنسان والقانون الإنساني الدولي التي تشكل جرائم بموجب القانون الدولي.	3
" ولا يزال مجلس الأمن يشعر ببالغ القلق إزاء الآثار الإنسانية والسياسية والاقتصادية المدمرة للصراعات المسلحة؛ ويشدد على الضرورات السياسية والأخلاقية الملحة لمنع نشوب وتصعيد الصراعات المسلحة والأزمات الإنسانية، وما يترتب عليها من فوائد للسلام والتنمية والعلاقات الودية بين جميع الدول.	1
واحتج البعض بأنه ينبغي لهذه الشركات على أي حال أن تتخذ خطوات لإغلاق المواقع التي تعلم التقنيات الإرهابية، مثل إنتاج المتفجرات، أو استخدام الأسلحة التي من شأنها أن تتسبب في وقوع إصابات جماعية.	4
ورأى الأعضاء أنه ينبغي إعادة النظر في المحتوى والشكل الحاليين ل "القائمة المرجعية" بهدف إعادة تصميمها، إذا لزم الأمر، ثم استكشاف كفاءتها بعد ذلك على أساس تجريبي.	4
