en_es_GOOGLE	QuadClass
Hay material de orientación disponible para ayudar con la implementación de prácticas efectivas. En este sentido, cabe destacar el documento del Grupo de Acción Financiera sobre Mejores Prácticas en materia de Lavado de Dinero para detectar y prevenir el transporte transfronterizo ilícito de efectivo e instrumentos negociables al portador y las Directrices de la OMA para la Aplicación de la Ley sobre la Lucha contra el Lavado de Dinero y la Financiación del Terrorismo.	2
Todas las pruebas concretas encontradas en el lugar fueron entregadas posteriormente a las Fuerzas de Seguridad Internas (General Hisham Aouar) y, hasta donde sabía el General Azar, había algunos fragmentos de metal y un arma.	2
266. La cuestión de la proporcionalidad obviamente no surgió cuando no había grupos armados presentes en la aldea, ya que el ataque estaba dirigido exclusivamente a civiles.	1
La ausencia de tales directrices, incluida la determinación de criterios para la selección de casos para su investigación y enjuiciamiento, dejó a los comités sin orientación sobre los métodos adecuados para investigar crímenes que constituían violaciones graves de los derechos humanos.	1
19. Destaca a este respecto la importancia de los esfuerzos de los Estados miembros para desarrollar vías alternativas no violentas para la prevención y resolución de conflictos por parte de las personas y comunidades locales afectadas a fin de disminuir el riesgo de radicalización hacia el terrorismo, y de los esfuerzos para promover alternativas pacíficas a los discursos violentos propugnado por los combatientes terroristas extranjeros, y subraya el papel que puede desempeñar la educación para contrarrestar las narrativas terroristas;	2
Tras la segunda batalla por el control de Baidoa, Habsade volvió a recibir apoyo logístico de sus aliados en Mogadiscio.	2
Para lograr un retorno sostenible y comunidades minoritarias viables, será necesario un proceso de descentralización más amplio.	2
Ø Instar a los organismos regionales y/o subregionales pertinentes a desarrollar e implementar políticas, actividades y actividades de promoción en beneficio de las mujeres y niñas afectadas por conflictos armados.	4
50. Durante el período que abarca el informe, se desplegaron temporalmente medios de aviación de la MINUSMA en Kidal para realizar operaciones de reconocimiento y vigilancia de los movimientos de los grupos armados, en particular en el valle de Tilemsi (región de Gao).	2
Dijo que el papel de la MINUSTAH debería ser ayudar a Haití a asumir la responsabilidad de su seguridad, en lugar de realizar esa tarea indefinidamente. Reafirmó que la resolución preveía una reducción responsable del componente militar de la MINUSTAH con el tiempo, sobre la base de una evaluación exhaustiva de la situación de seguridad.	4
El Consejo de Seguridad reafirma la importancia del principio de no devolución, el derecho de los refugiados a regresar voluntariamente a [el país afectado] y alienta a los países vecinos [al país afectado] a proteger a todas las personas que huyen de la violencia en [el país afectado], incluyendo [personas de un área específica de la región]. Insta a todos los Estados miembros, basándose en principios de reparto de cargas, a apoyar a estos países en la asistencia a los refugiados y a las comunidades afectadas...	4
Los avances en esta esfera permitirán que los centros de seguridad pública de la República Srpska y la administración de policía del Ministerio del Interior de la Federación de Bosnia y Herzegovina funcionen utilizando una metodología fiscal mejorada el próximo año.	2
A fin de facilitar la debida consideración, cuando corresponda, de las cuestiones relativas a la protección de los civiles en sus deliberaciones sobre el establecimiento, cambio o cierre de operaciones de mantenimiento de la paz, los miembros del Consejo sugirieron que se elaborara un aide-mémoire en el que se enumeren aquellas cuestiones que son pertinentes en a este respecto se redactará en estrecha cooperación con el Consejo.	4
Si bien el mando de las F-FDTL ha subrayado la importancia de la cadena de mando jerárquica para examinar las denuncias, parece que no ha habido ningún procedimiento detallado y establecido que regule cómo podrían examinarse y examinarse formalmente las denuncias.	3
Reiteraron su llamado a todas las partes afganas a trabajar juntas por la paz y el establecimiento de un gobierno de base amplia, multiétnico y plenamente representativo.	4
Redadas, registros y arrestos sin orden judicial	1
2. El Consejo de Seguridad, en su resolución 1575 (2004), de 22 de noviembre de 2004, solicitó a los Estados Miembros, actuando por conducto de la Unión Europea o en cooperación con ella, que le informaran sobre las actividades de la misión militar de la Unión Europea en Bosnia y Herzegovina. (EUFOR), a través de los canales adecuados y al menos con una periodicidad trimestral.	4
Un Estado observó que, si bien las iniciativas mundiales de lucha contra el terrorismo habían debilitado sustancialmente el liderazgo de la organización Al-Qaida, la fuente de la amenaza se había desplazado a grupos afiliados a la organización principal, pero separados de ella, así como a personas afectadas por el ideología de esos grupos y por su incitación a la violencia. Varios Estados destacaron que el terrorismo no debe asociarse con ninguna religión, nacionalidad, civilización o grupo y que la amenaza terrorista provenía de múltiples fuentes, incluidos grupos de extrema derecha y xenófobos.	3
El Comité afirmó que el Gobierno intenta proteger a la población civil, que no lanza operaciones militares contra civiles y sólo ataca a los rebeldes.	2
Se recordará que, después de negar primero la acusación como una campaña de calumnia orquestada por sus enemigos, el Sr. Bemba admitió la veracidad de los cargos y prometió procesar a los sospechosos de haber cometido los crímenes.	4
90. También el 8 de mayo de 2006, el Ministro del Interior Lobato ordenó al comandante de la UPF, Antonio da Cruz, que entregara 15 fusiles de asalto semiautomáticos HK33 en su residencia. Estas armas se encontraban entre las 180 armas de fuego HK33 distribuidas legalmente a la UPF.	1
44. Una solución parcial podría ser imponer limitaciones de tiempo para la exposición de los motivos. Esto sería coherente con el proceso del Defensor del Pueblo en general, que se rige en todo momento por plazos estrictos.	4
Las unidades de policía constituidas proporcionan capacidad de control de multitudes en caso de manifestaciones ilegales o rebeldes y protegen al personal, las instalaciones y los bienes de las Naciones Unidas dentro de sus respectivas zonas de responsabilidad.	2
Una delegación expresó su preocupación por el hecho de que, a pesar de la designación del Consejo, los buques de Ocean Maritime Management continuaran sus operaciones, incluidas escalas en puertos extranjeros, y propuso que el Comité recordara a los Estados miembros su obligación de hacer cumplir la designación, incluso mediante el embargo de los buques de Ocean Maritime Management y la congelación de sus activos.	3
32. Las actividades de Landmine Action también incluyen capacitar a los residentes para que reconozcan las municiones explosivas.	2
Sin duda, soldados de ambos bandos murieron en los combates y, con toda probabilidad, primero las fuerzas rebeldes y luego las fuerzas gubernamentales tomaron represalias.	1
Además, el Punto Focal para la exclusión de la Lista establecido por la resolución 1730 (2006) del Consejo de Seguridad puede aceptar una solicitud de exclusión de la familia de una persona fallecida incluida en la lista, o de su representante, lo que ha facilitado a los herederos legítimos (no incluidos en la lista) de una persona fallecida que se les procese una solicitud cuando ningún Estado esté listo para actuar en su nombre.	4
Cada mes, con el dinero recaudado, paga a los milicianos, a su &quot;círculo íntimo&quot; (asesores y colaboradores más cercanos) y a los ancianos del clan y compra armas.	1
Además, otras medidas propuestas para mejorar la comprensión por parte del Comité de las medidas nacionales de aplicación de conformidad con la resolución 1540 (2004) fueron compartir información sobre la cooperación interinstitucional, las actividades de aplicación de la ley, la planificación de la aplicación voluntaria y los datos sobre cronogramas.	4
En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), tengo el honor de informarle que el Comité ha acordado celebrar una sesión pública, como se prevé en su informe sobre las modalidades para considerar un examen amplio del estado de aplicación de la resolución 1540 (2004) de conformidad con el párrafo 8 de la resolución 1810 (2008) (S/2009/170).	4
