en_es_DEEPL	QuadClass
Pedir a los Estados y a las organizaciones regionales y subregionales que proporcionen asistencia técnica a la policía local, al poder judicial y a los centros penitenciarios (por ejemplo, tutoría, redacción de leyes).	3
27. La RPA continuó bombardeando y realizando ataques inútiles contra estas disposiciones de las UPDF, y destruyó la central eléctrica del río Tshopo desde las bases tácticas que habían establecido en medio de las zonas edificadas civiles.	1
Cuando se les piden más detalles, las víctimas informan de que los atacantes Janjaweed pertenecen a tribus árabes y, en la mayoría de los casos, atacaban a caballo o en camello y estaban armados con armas automáticas de diversos tipos.	1
15. El 8 de septiembre, la ONUCI contaba con 6.430 efectivos, frente a los 7.090 autorizados, incluidos 200 observadores militares.	2
Esta opción tendría la ventaja de aprovechar la voluntad de los Estados miembros de comprometer medios navales robustos para hacer frente a las amenazas que surjan en tierra.	2
Mayor representación de las mujeres en los órganos relacionados con los programas. D.3. Impartir formación sistemática a todas las categorías de personal humanitario sobre cuestiones de género. D.4. Sensibilizar y capacitar en materia de análisis de género y herramientas participativas al personal humanitario y a los socios que trabajan en programas y proyectos de emergencia y rehabilitación.	2
Por último, en la sesión se subrayó la necesidad de estar abiertos a la creación de mecanismos innovadores y de trabajar por el establecimiento de sistemas globales que se refuercen mutuamente y que vinculen la CPI, cualquier posible futuro tribunal híbrido y los organismos nacionales, así como los procesos penales y los programas de reparación.	4
Los siete Estados sólo han aplicado parcialmente medidas para impedir el contrabando de armas y explosivos.	2
Además de los dos civiles heridos cerca de la terminal de Taci Tolu durante la tarde del 28 de abril, otros dos sufrieron heridas de bala durante la noche.	1
Algunos de ellos son sospechosos de haber cometido varios delitos simultáneamente.	1
(i) Apoyar, incluso a través de sus esfuerzos de mediación política, la finalización de las actividades de DDR de los grupos armados [nacionales] o su integración efectiva en el ejército, que quedaría supeditada a la previa formación y equipamiento adecuados;	2
Además, la participación de un fuerte componente civil es clave para la prestación de ayuda humanitaria, el restablecimiento del orden público, el funcionamiento de las instituciones públicas, la reconstrucción, la rehabilitación y la consolidación de la paz para un desarrollo sostenible a más largo plazo.	2
Consciente de la exigencia del pueblo libanés de que se identifique y se haga rendir cuentas a todos los responsables del atentado terrorista que costó la vida al ex primer ministro libanés Rafiq Hariri y a otras personas,	1
En primer lugar, la creación de los tribunales ad hoc motivó a las autoridades nacionales a emprender la lucha contra la impunidad de esos mismos delitos.	2
Desde entonces, se han producido dos acontecimientos importantes: el traslado, el 31 de octubre de 2009, de los ocho presos condenados hasta la fecha por el Tribunal a Ruanda, donde cumplirán sus penas, y el traspaso, el 16 de noviembre de 2009, de las instalaciones de detención del Tribunal al Gobierno de Sierra Leona.	2
Estrategia antiterrorista: coordinación de las fuerzas y cuerpos de seguridad	2
A mayor escala, Internet ha permitido a Al Qaeda y sus afiliados difundir propaganda a una audiencia mundial, y poner así al alcance de su adoctrinamiento a potenciales reclutas, en parte atrayéndolos a sitios web relacionados con Al Qaeda.	1
"El Consejo de Seguridad insta a los Gobiernos de la República Democrática del Congo y de Ruanda a que respondan sin más demora a los esfuerzos emprendidos por la MONUC en el marco de su mandato actual para establecer, lo antes posible, un mecanismo conjunto de verificación de su seguridad común, incluida la verificación de los movimientos transfronterizos.	4
Lucha contra el extremismo violento y la incitación a cometer actos terroristas	1
Contratación de un especialista en protección. Elaboración y distribución de un folleto sobre la Convención sobre los Derechos del Niño. G.2. Establecer y aplicar estrategias y programas de prevención y respuesta a la violencia de género en los conflictos armados. (presidido por la OCHA y la OMS)	2
(a) Seguir recordando a los Estados miembros su obligación de extraditar o juzgar de conformidad con los instrumentos internacionales aplicables de lucha contra el terrorismo en los que sean parte y recordar a los Estados su obligación de garantizar que las alegaciones de motivación política no se consideren motivo para denegar las solicitudes de extradición de presuntos terroristas;	3
Por ejemplo, la célula de Al Qaeda que perpetró los atentados de noviembre de 2003 en Estambul planeó en un principio alquilar una cantera de piedra para obtener dinamita legalmente, aunque posteriormente abandonó este plan y utilizó en su lugar explosivos improvisados.	1
"El Consejo de Seguridad subraya que todo intento de desestabilización de Chad por la fuerza es inaceptable.	3
562. Hay otra razón más específica por la que los dirigentes políticos y militares del ELS y del MJI no pueden negarse a aceptar la responsabilidad por cualquier delito cometido por sus tropas sobre el terreno si dichos dirigentes se abstuvieron de impedir o reprimir esos delitos.	3
11. Sigue siendo un objetivo clave del Comité contra el Terrorismo facilitar la prestación de asistencia técnica destinada a reforzar la capacidad antiterrorista de los Estados, que se esfuerzan por cumplir sus obligaciones de aplicar las disposiciones de la resolución 1373 (2001) del Consejo de Seguridad, pero carecen de la capacidad para hacerlo.	2
190. Todos los Estados son partes en el Convenio sobre la Financiación del Terrorismo, y todos han introducido legislación contra el blanqueo de capitales y la financiación del terrorismo y establecido unidades de inteligencia financiera que son miembros del Grupo Egmont.	2
Condenar y pedir el cese inmediato de todos los actos de violencia o abusos cometidos contra civiles en violación del derecho internacional humanitario y de las normas de derechos humanos aplicables.	3
58. La pauta de resolver las diferencias políticas y proteger los intereses mediante el uso de las armas continúa y se ve sostenida por la adquisición en curso y en rápido aumento de armas procedentes de fuentes ajenas a Somalia, en violación del embargo de armas.	1
Entre ellos, emboscadas y ataques asimétricos y con cohetes contra los medios y el personal de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA).	1
1. Condena en los términos más enérgicos todos los actos de terrorismo, independientemente de su motivación, de cuándo y de quién los cometa, como una de las amenazas más graves para la paz y la seguridad;	3
17. En Afganistán se registraron más de 8.000 víctimas mortales en incidentes con insurgentes a lo largo de 2007 (A/62/722-S/2008/159, párr. 17), frente a los 6.000 muertos en todo tipo de violencia en 2006.	1
Ella y el padre del Sr. Abu Adass, Tayssir, llevaban aproximadamente 10 días detenidos ilegalmente.	1
El Consejo reitera la importancia de abordar las necesidades de las mujeres en materia de consolidación de la paz y su participación en la elaboración y aplicación de estrategias postconflicto.	4
A medida que avanzaban los trabajos de la Comisión se presentaron más testigos.	2
"El Consejo de Seguridad ha examinado la cuestión de la protección de los civiles en los conflictos armados.	4
"El Consejo de Seguridad expresa su grave preocupación por el creciente arraigo en el Sahel de elementos terroristas, entre ellos Al Qaida en el Magreb Islámico (AQMI), grupos afiliados y otros grupos extremistas, y por sus consecuencias para los países de la región y fuera de ella.	3
(n) Supervise la aplicación de las medidas impuestas en el párrafo 1 de la resolución 1807 (2008), en cooperación, según proceda, con los gobiernos interesados y con el Grupo de Expertos establecido en virtud de la resolución 1533 (2004), incluso inspeccionando, según estime necesario y sin previo aviso, la carga de las aeronaves y de cualquier vehículo de transporte que utilice los puertos, aeropuertos, aeródromos, bases militares y pasos fronterizos de Kivu del Norte y Kivu del Sur y de Ituri;	2
