en_ar_DEEP	QuadClass
وأفاد أيضا أن قوة الأمم المتحدة لمراقبة فض الاشتباك واصلت مراقبة الاشتباكات العنيفة بين القوات المسلحة السورية ومسلحي المعارضة، فضلا عن الغارات الجوية التي تشنها القوات المسلحة السورية، داخل المنطقة الفاصلة والمنطقة المحدودة السلاح.	1
وأبلغني رئيس الوزراء السنيورة على وجه الخصوص أن أحكام القرار المتعلقة بنزع سلاح الميليشيات وحلها تخضع لحوار داخلي بدأه مؤخرا وهو ملتزم بإيصاله إلى نهايته الناجحة.	4
وسوف ينظم اجتماعات مع فريق المراقبة وخبراء لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) من أجل مناقشة المسائل ذات الاهتمام المشترك وضمان التنسيق المناسب في عملنا.	4
وينبغي أن يؤخذ في الاعتبار أنه على الرغم من السماح بحماية أفضل للمدنيين، فإن القدرات مثل تحسين الاستخبارات وقدرات الرد السريع وعوامل التمكين الحاسمة غالبا ما يكون لها آثار كبيرة على الموارد والدعم الميداني أو قد تتطلب مجموعة أوسع من البلدان المساهمة بقوات عسكرية وأفراد شرطة .	2
وقد تعاونت الحكومة في برامج لتدريب الشرطة في مجال قانون حقوق الإنسان، ولكن لا توجد أدلة تذكر على أنها تابعت الأمر بجعلهم مسؤولين عن احترامه.	2
كانوا مسلحين وكانوا جميعاً يصوبون أسلحتهم نحونا.	1
13 - يشدد على ضرورة ضمان توجيه جميع الجهود الدولية نحو تعزيز بعثة الدعم الدولية بقيادة أفريقية في جمهورية أفريقيا الوسطى وتعبئة الموارد اللازمة لصالحها، لتمكينها من الاضطلاع بولايتها بفعالية وتمهيد الطريق أمام النشر المحتمل لعملية حفظ السلام التابعة للأمم المتحدة. ، وفقا للأحكام ذات الصلة من القرار 2127 (2013).	4
وتم تعديل النظام في القرارين 1333 (2000) و 1390 (2002) لفرض ثلاثة تدابير محددة الأهداف (تجميد الأصول، وحظر السفر، وحظر الأسلحة) ضد الأفراد والكيانات المرتبطة بحركة الطالبان وتنظيم القاعدة. وتتوفر استثناءات من تجميد الأصول وحظر السفر. وفي 17 حزيران/يونيه 2011، اتخذ المجلس بالإجماع القرارين 1988 (2011) و 1989 (2011)، اللذين قسما النظام إلى قسمين، وأنشأ لجنة لتنظيم القاعدة وأخرى لطالبان.	1
60 - طلب مجلس الأمن إلى الأمين العام، في قراره 1783 (2007)، أن يواصل اتخاذ التدابير اللازمة لضمان الامتثال الكامل في البعثة لسياسة الأمم المتحدة المتمثلة في عدم التسامح إطلاقا إزاء الاستغلال والاعتداء الجنسيين.	4
24 - علاوة على ذلك، يقترح الفريق أن تدرس اللجنة مزايا الشطب المشروط أو المؤقت من القائمة، حيث يمكن للجنة إما أن تقدم فترة إعفاء ممتدة لبعض أفراد طالبان المدرجين في القائمة، أو حتى تعليق الجزاءات تماما، في ظل شروط مسبقة معينة، لذلك طالما تلقت تأكيدات منتظمة خلال فترة محددة بأن إدراجهم في القائمة لم يعد مناسبا.	4
2. شكل يوضح خليج لا يونيون وجزيرة كونيجو، الملحقة بقطاع غواسكاران والتي تم تأكيد خضوعها للسيادة الهندوراسية بموجب حكم محكمة العدل الدولية الصادر في 11 أيلول/سبتمبر 1992، كما تم تأكيد ذلك بموجب الحكم الصادر في 18 كانون الأول/ديسمبر 2003 إعلان عدم قبول طلب المراجعة الذي قدمته السلفادور بشأن قطاع غواسكاران.	3
زيادة الوعي والدعم للنساء اللاجئات بشأن حقوقهن وخياراتهن القانونية.	4
"ويعرب مجلس الأمن عن إدانته الشديدة لهذه المحاولة الرامية إلى زعزعة استقرار المؤسسات اللبنانية، وفي هذه الحالة بالذات، القوات المسلحة اللبنانية.	3
العودة وإعادة الإدماج الآمنة والطوعية والكريمة يدعو جميع الأطراف المعنية إلى ضمان أن جميع عمليات السلام واتفاقات السلام وخطط الإنعاش وإعادة الإعمار بعد انتهاء الصراع تراعي الاحتياجات الخاصة للنساء والأطفال وتتضمن تدابير محددة لحماية المدنيين بما في ذلك ... '3` تهيئة الظروف المؤاتية للعودة الطوعية والآمنة والكريمة والمستدامة للاجئين والمشردين داخلياً.	2
وورد أن حالات الاغتصاب والحرق والضرب وتجريد النساء من ملابسهن والإساءة اللفظية وإذلال المدنيين قد حدثت بشكل متكرر أثناء الهجمات التي شنها الجنجويد والقوات الحكومية.	1
وينبغي السماح لأجهزة الشرطة والأمن باستخدام أساليب تحقيق خاصة - مع المراعاة الواجبة لحقوق الإنسان - أثناء التحقيقات المتعلقة بالإرهاب وفي جمع الأدلة لقضايا مكافحة الإرهاب.	2
يجب أن يتم تدريب قوات الشرطة، ويجب أن تبدو كذلك، في بيئة محايدة سياسياً.	1
وينبغي للدول الأعضاء أيضا أن تتخذ خطوات لتحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة في الوقت المناسب وبطريقة موثوقة.	2
وفقًا للسوابق القضائية، في حالة الشك، ينبغي أيضًا تحديد ما إذا كان (أ) مجموعة من الأشخاص يُنظر إليهم ويُعاملون في الواقع على أنهم ينتمون إلى إحدى المجموعات المحمية، وبالإضافة إلى ذلك (ب) يعتبرون أنفسهم ينتمون إلى مجموعة واحدة. من مثل هذه المجموعات.	2
52. ولا تزال حالات اغتصاب القاصرات، بما في ذلك الفتيات الصغيرات للغاية، تشكل قضية مثيرة للقلق الشديد. وقد شاركت بعثة الأمم المتحدة في جمهورية الكونغو الديمقراطية بانتظام في اللجان الإقليمية المعنية بالعنف الجنسي كوسيلة لتعزيز الدعم المقدم للأطفال ضحايا الاغتصاب.	1
وأبلغ أحد كبار المسؤولين الحكوميين المشاركين في عملية التجنيد اللجنة أن زعماء القبائل كانوا يحصلون على أجور في شكل منح وهدايا على أساس جهودهم في التجنيد وعدد الأشخاص الذين قدموهم.	1
وفي كثير من الحالات، تفتقر الدول إلى الموارد اللازمة أو لا تكون نشطة بالقدر الكافي في تسيير الدوريات والتفتيش والعمليات المشتركة مع الدول المجاورة، فضلاً عن تنفيذ أنشطة الشرطة المجتمعية على المستويات المحلية. ومن شأن إدخال مثل هذه التدابير على طول الحدود المفتوحة وتطبيق أشكال مبتكرة من التعاون والمساعدة في معالجة هذه المخاوف أن يساعد في زيادة فعالية الضوابط الحدودية.	2
صندوق الأمم المتحدة الإنمائي للمرأة وصندوق الأمم المتحدة للسكان تعزيز الاستراتيجيات في البلدان الخارجة من الصراع لمعالجة الأبعاد الجنسانية لإعادة الإعمار من خلال تقييمات الاحتياجات وآليات الانتقال.	4
:: العلاقات مع الجهات الأخرى في الأمم المتحدة، بما في ذلك الأمين العام ومكتبه، وهيئات مجلس الأمن الفرعية الأخرى العاملة في مجال مكافحة الإرهاب	2
268. ومن خلال النتائج التي توصلت إليها اللجنة، من الواضح أن المتمردين مسؤولون عن الهجمات على المدنيين، والتي تشكل جرائم حرب.	1
وكما يعلم أعضاء مجلس الأمن، فقد تدهورت الحالة فيما يتعلق ببعثة الأمم المتحدة في إثيوبيا وإريتريا بشكل خطير.	1
505. هل الإبادة الجماعية أخطر من الجرائم الدولية الأخرى؟ من المعتقد على نطاق واسع أن الإبادة الجماعية هي أخطر جريمة دولية.	1
وعلى سبيل المثال، وجدت اللجنة أن النساء اللاتي ذهبن إلى السوق أو بحثن عن الماء في تارن، شمال دارفور، تعرضن للاختطاف، واحتجزن لمدة يومين إلى ثلاثة أيام واغتصبن على أيدي أفراد من الجيش في شهر آذار/مارس 2003 تقريبًا.	1
وتهدف هذه المبادرة، المفتوحة لجميع الدول الأعضاء، إلى تحقيق تخفيضات قابلة للقياس في العنف المسلح في جميع أنحاء العالم بالإضافة إلى تحسينات ملموسة في الأمن البشري بحلول عام 2015.	2
465 - وفي البيان المشترك الصادر عن الحكومة والأمم المتحدة أثناء زيارة الأمين العام في 3 تموز/يوليه 2004 بشأن الحالة في دارفور، التزمت حكومة السودان باتخاذ تدابير ملموسة لوضع حد للإفلات من العقاب على انتهاكات حقوق الإنسان. الانتهاكات في المنطقة	4
وقامت الميليشيا الماوية بمجموعة من المهام خلال النزاع، بما في ذلك التعبئة والدعاية والعمل كجيش غير نظامي وتوفير أشكال مختلفة من "إنفاذ القانون" في المناطق الخاضعة لسيطرة الحزب الشيوعي النيبالي (الماوي). وعندما تم حل الميليشيا الماوية، أفادت التقارير أن العديد من أعضائها انضموا إلى رابطة الشباب الشيوعي التابعة للحزب الشيوعي النيبالي (الماوي)، وهي منظمة أعيد تأسيسها في ديسمبر/كانون الأول 2006.	1
