en_ar_DEEPL	QuadClass
"ويشير مجلس الأمن إلى التزام حكومة تشاد، المبين في الرسالة الموجهة إلى رئيس مجلس الأمن المؤرخة 7 أيلول/سبتمبر 2010 (S/2010/470)، بتحمل المسؤولية الكاملة عن أمن وحماية السكان المدنيين في شرق تشاد، بمن فيهم اللاجئون والمشردون داخليا والعائدون والمجتمعات المحلية المضيفة، مع التركيز بوجه خاص على النساء والأطفال وموظفي الأمم المتحدة وموظفي المساعدة الإنسانية والأصول التابعة لها، وفقا لالتزاماتها بموجب القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين.	2
(ب) معالجة أوجه القصور في تجريم تمويل الإرهاب وتجميد أصول الإرهابيين، وتعزيز مراقبة القطاع غير الربحي ونظم التحويلات البديلة;	2
يؤكد أهمية وصول موظفي المساعدة الإنسانية بأمان ودون عوائق إلى المدنيين في النزاعات المسلحة، ويدعو الأطراف المعنية، بما فيها الدول المجاورة، إلى التعاون الكامل مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول والأمين العام إلى إطلاعه على المعلومات المتعلقة بالحرمان المتعمد من هذا الوصول في انتهاك للقانون الدولي، حيثما يشكل هذا الحرمان تهديدا للسلم والأمن الدوليين، ويعرب في هذا الصدد عن استعداده للنظر في هذه المعلومات واتخاذ الخطوات المناسبة عند الاقتضاء.	4
ومنذ يناير/كانون الثاني، وثقت البعثة أكثر من 100 حادثة تم الإبلاغ عنها استهدفت أعضاء المعارضة السياسية ومؤيديها والصحفيين والمدافعين عن حقوق الإنسان.	1
520. وﻻ ينبغي للمرء أن يستبعد في بعض الحاﻻت احتمال أن يكون لدى أفراد، بمن فيهم المسؤولون الحكوميون، نية اﻹبادة الجماعية أو بعبارة أخرى أن يهاجموا الضحايا بقصد محدد هو إبادة جماعة ينظر إليها على أنها جماعة عرقية معادية.	1
ونتيجة لذلك، ستخضع المعاملات المشبوهة بتمويل الأعمال الإرهابية لنفس نظام الإبلاغ والتعليق الذي تخضع له المعاملات المشبوهة بغسل الأموال.	2
231. وبالإضافة إلى ذلك، أفادت مفوضية الأمم المتحدة لشؤون اللاجئين بأن 051 203 شخصا من منطقة دارفور كانوا يعيشون في 11 مخيما ومواقع أخرى كلاجئين في شرق تشاد على طول الحدود مع السودان حتى 15 تشرين الثاني/نوفمبر 2004.	1
36. يشجع جميع الدول الأعضاء، ولا سيما الدول التي تقترح إدراج أسماء في القائمة ودول الإقامة أو الجنسية، على أن تقدم إلى اللجنة معلومات إضافية عن هوية الأفراد والجماعات والمؤسسات والكيانات المدرجة أسماؤهم في القائمة وغيرها من المعلومات، مشفوعة بالوثائق الداعمة، بما في ذلك آخر المستجدات عن الحالة التشغيلية للكيانات والجماعات والمؤسسات المدرجة أسماؤها في القائمة، وعن تنقل الأفراد المدرجة أسماؤهم في القائمة أو سجنهم أو وفاتهم وغير ذلك من الأحداث الهامة، حالما تتوافر هذه المعلومات؛	4
وقد تنبهت دول المنطقة دون الإقليمية إلى مواطن ضعفها أمام الاتجار بالأسلحة، ووضعت أطرًا تشريعية لتجريم الاتجار غير المشروع ومراقبة إنتاج الأسلحة والمتفجرات وبيعها ونقلها.	2
ومما يشجعنا أن حكومة جمهورية الكونغو الديمقراطية قد اتخذت خطوات للتحرك ضد إرهابيي جيش الرب للمقاومة الذين دخلوا إلى بلدهم من السودان.	2
319. ومن الواضح أن التدمير الواسع النطاق للقرى الذي قامت به القوات الحكومية والجنجويد لم يكن مبررا بالضرورة العسكرية.	1
وقد أمر الرئيس غوسماو مقدمي الالتماس بالعودة إلى مركز تدريب القوات المسلحة التيمورية في ميتنارو والمشاركة في لجنة تحقيق ستفحص الادعاءات الواردة في الالتماس.	3
o في 11 نوفمبر/تشرين الثاني 2014، نصبت قوات النظام كميناً في قرية اللاهونة مما أسفر عن مقتل 13 شخصاً.	1
غير أنه يرى - ووافقه في ذلك متكلم آخر - أن مبادرات المجلس ينبغي أن تتجاوز مبادرات المجلس اتساق هيئاته الفرعية وأن تهدف إلى تحقيق الاتساق على نطاق المنظومة داخل الأمم المتحدة عندما تكون مسائل هامة، مثل مكافحة الإرهاب، على المحك.	4
وإذ يؤكد من جديد أن الإرهاب بجميع أشكاله ومظاهره يشكل واحدا من أخطر التهديدات للسلم والأمن، وأن أي أعمال إرهابية هي أعمال إجرامية لا يمكن تبريرها بغض النظر عن دوافعها وأيا كان مرتكبها وأيا كان مرتكبها، وإذ يكرر إدانته القاطعة لتنظيم القاعدة وسائر من يرتبط به من أفراد وجماعات ومؤسسات وكيانات وأفراد، لما يرتكبونه من أعمال إرهابية إجرامية مستمرة ومتعددة تهدف إلى التسبب في قتل المدنيين الأبرياء وغيرهم من الضحايا وتدمير الممتلكات وتقويض الاستقرار إلى حد كبير,	3
كما وقعت 3 إصابات في صفوف الناشطين الإعلاميين في نوفمبر/تشرين الثاني، جميعها على يد قوات النظام.	1
106. وفي 21 شباط/فبراير 2005، وافقت عملية الأمم المتحدة في كوت ديفوار على السماح للقوات الجوية لكوت ديفوار بإجراء اختبارين أرضيين للمحرك والنظم لمدة ساعة واحدة في يوم الأربعاء الأخير من كل شهر لطائرتها من طراز Mi-24P (TU-VHO)، شريطة أن تكون غير مسلحة خارج حظيرة الطائرات في قاعدة أبيدجان الجوية وتحت مراقبة عملية الأمم المتحدة في كوت ديفوار.	4
ونتيجةً للغاز المسيل للدموع والصراخ وإطلاق النار من قبل قوات الأمن، أصيب الحشد بالذعر والفوضى.	1
21. وكانت هناك أيضا تقارير متواصلة تفيد بأن طائرات هليكوبتر إيفوارية كانت متمركزة في غينيا وأن إحدى طائرات الهليكوبتر التي دمرتها القوات الفرنسية في تشرين الثاني/نوفمبر 2004 كانت معارة من غينيا.	2
ينص القانون الموحد للاتحاد الاقتصادي والنقدي لغرب أفريقيا/قانون مكافحة تمويل الإرهاب على التجميد الإداري لأصول الإرهابيين.	2
وبالمثل، تم التعرف على الرجل من قبل أحد ضحايا الهجوم على أنه أحد قادة الجنجويد الذي شن هجمات قُتل فيها مدنيون.	1
في بعض الحالات، انطوت الاستجابة الوطنية لاحتواء الفيروس على الاستخدام المفرط للقوة أو الحجر الصحي للمجتمعات التي لا ترقى إلى المعايير المعترف بها للكرامة الإنسانية.	1
وقد اتخذ برنامج الأمم المتحدة الإنمائي وشركاؤه المنفذون ترتيبات لتوفير خدمات إعادة الإدماج لـ 7,219 مقاتل سابق إضافي بمجرد تسريحهم.	2
17. في 7 كانون الثاني/يناير 2003، أصدرت محكمة الأمر العسكري أحكاماً بالإعدام على 30 شخصاً من أصل 150 شخصاً اتهموا في البداية بالتواطؤ و/أو التورط في اغتيال الرئيس الراحل لوران ديزيريه كابيلا.	1
وقد بدأ ذلك مع إنشاء المجلس للمحكمتين المخصصتين ليوغوسلافيا السابقة في عام 1993، ثم بعد ذلك بعام واحد لمحكمة رواندا.	2
لقد أرسى الزعيمان أسس استمرار الحوار بين لبنان والفلسطينيين، وهو ما يمثل في رأيي خطوة مهمة نحو تجاوز الماضي الصعب بشكل نهائي ونحو إعادة تأكيد سيادة لبنان واستقلاله السياسي.	4
"ويلاحظ مجلس الأمن مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلم والأمن الدوليين، والتمتع بحقوق الإنسان والتنمية الاجتماعية والاقتصادية للدول، ويقوض الاستقرار والازدهار العالميين، وأن هذا التهديد أصبح أكثر انتشارا، مع تزايده في مناطق مختلفة من العالم, من الأعمال الإرهابية، بما في ذلك الأعمال الإرهابية التي ترتكب بدافع التعصب والتطرف، ويؤكد من جديد تصميمه على أن يكافح بكل الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الدولي لحقوق الإنسان واللاجئين والقانون الإنساني الدولي الساري، التهديدات التي يتعرض لها السلم والأمن الدوليين بسبب الأعمال الإرهابية.	3
13. في حين أنه من المعروف أن معظم دول المنطقة دون الإقليمية قد أنشأت وحدات لإنفاذ القانون في مجال مكافحة الإرهاب، فإن ثلاث دول فقط هي التي أنشأت الهياكل المؤسسية الملائمة والتنسيق بين الوكالات اللازم للتعامل مع قضايا مكافحة الإرهاب.	2
وبالإضافة إلى ذلك، تناولوا احتجاز الشرطة الجورجية، في 12 و 31 آب/أغسطس، لشاحنات تابعة لقوة حفظ السلام التابعة لرابطة الدول المستقلة كانت تنقل بضائع من الجانب الأبخازي من خط وقف إطلاق النار.	1
وغالباً ما يتم تهجير المدنيين قسراً نتيجة للهجوم.	1
يوفر القرب من الحدود الباكستانية لهذه القوات القوة البشرية والمادية والملجأ.	1
وتفيد التقارير بأن الجماعة لديها صلات قوية مع تنظيم القاعدة في شبه الجزيرة العربية، وقد وفرت التدريب في الصومال لإرهابيين أفراد من نيجيريا والبلدان القريبة من حدودها.	1
تزويد الموظفين بأدوات تنفيذية عملية لإدماج الشواغل الجنسانية بشكل منهجي في أعمال إصلاح قطاع الأمن؛ وتنفيذ التوصيات المنبثقة عن المنتدى الأفريقي المعني بالشؤون الجنسانية والحكم لعام 2005 لتحقيق هدف الاتحاد الأفريقي المتمثل في بلوغ نسبة 30 في المائة من النساء الأعضاء في المجالس الوطنية.	2
(أ) إيجاد السبل الكفيلة بتكثيف وتسريع تبادل المعلومات العملياتية، لا سيما فيما يتعلق بأعمال أو تحركات الأشخاص أو الشبكات الإرهابية؛ ووثائق السفر المزورة أو المزيفة؛ والاتجار بالأسلحة أو المتفجرات أو المواد الحساسة؛ واستخدام الجماعات الإرهابية لتكنولوجيا الاتصالات؛ والتهديد الذي تشكله حيازة الجماعات الإرهابية لأسلحة الدمار الشامل؛	2
وقد وصف العديد من ضحايا الهجمات في نفس المنطقة، الذين حددوا هوية المهاجمين بأنهم من الجنجويد، للمفوضية المهاجمين الذين كانوا يرتدون نفس الزي العسكري، ويستخدمون نفس الانتشار أثناء الهجوم ويستخدمون نفس الأسلحة التي تستخدمها قوات الدفاع الشعبي المحلية.	1
(ز) لا يمكن اعتبار قائد قوات الدفاع مسؤولاً جنائياً عن إطلاق النار على ضباط الشرطة الوطنية لتيمور - ليشتي من قبل جنود القوات المسلحة التيمورية بعد إقرار وقف إطلاق النار في 25 مايو/أيار;	1
