"","en_ar_GOOGLE","QuadClass"
"2563","(ب) الأسلحة التقليدية 113 - استنادا إلى تحليله الشامل، يعتقد الفريق أيضا أن المجلس قد يرغب في أن يطلب من جميع الدول، ولا سيما البلدان المصدرة للأسلحة، ممارسة أعلى درجة من المسؤولية في المعاملات المتعلقة بالأسلحة الصغيرة والأسلحة الخفيفة. إلى 2. إقليم الحظر",4
"2564","29 - أُحرز تقدم ملحوظ في الإطار التشريعي والسياسي الشامل لقطاع الأمن، ولا سيما بإصدار الرئيس لقوانين الأمن الوطني والدفاع الوطني والأمن الداخلي في 21 نيسان/أبريل.",4
"2565","وازدادت صفوف الملتمسين والمتعاطفين معهم بشكل ملحوظ، منذ اليوم الثاني للاحتجاج فصاعدا، مع وصول أطراف ثالثة، وخاصة أعضاء المجموعة المعروفة باسم كوليماو 2000.",4
"2566","وأمر المقدم فالور الجنود بالرد على إطلاق النار.",1
"2567","وإذ يكرر دعوته الأطراف ودول المنطقة إلى التعاون بشكل أكمل مع الأمم المتحدة ومع بعضها البعض وتعزيز مشاركتها لإنهاء المأزق الحالي وإحراز تقدم نحو التوصل إلى حل سياسي،",2
"2568","وفي اجتماع مع مكتب الأمم المتحدة المعني بالمخدرات والجريمة في 5 آب/أغسطس، أوضح وزير العدل الجديد الجهود التي تبذلها الحكومة الجديدة لتجديد الوحدة لمواءمتها مع أهداف مبادرة ساحل غرب أفريقيا. وفي 27 تشرين الأول/أكتوبر، اعتمد أكثر من 100 عضو في البرلمان وممثلي الحكومة إعلانا سياسيا يؤكد مجددا التزام غينيا - بيساو بدعم المبادرات الرامية إلى مكافحة الجريمة المنظمة العابرة للحدود الوطنية، بما في ذلك الاتجار بالمخدرات والفساد وغسل الأموال والإرهاب. ودعوا إلى مواصلة دعم الأمم المتحدة لتعزيز المؤسسات الوطنية في هذا المجال.",4
"2569","ثالثا. معلومات أساسية 17 - شهدت الأشهر الماضية صدور العديد من التقارير والتوصيات المؤثرة المتعلقة بالجزاءات المتعلقة بالإرهاب، بما في ذلك خطاب الأمين العام بمناسبة الذكرى السنوية للهجمات الإرهابية التي وقعت في 11 آذار/مارس 2004 في مدريد وتقريره اللاحق المعنون &quot;في جو من الحرية أفسح: نحو التنمية والأمن وحقوق الإنسان للجميع&quot; (A/59/2005 و Add.1-3).",4
"2570","وفي حين لم يتم بعد تحديد العدد الدقيق للنازحين وعدد القرى المدمرة، فإن النزوح الجماعي وتدمير القرى حقائق لا جدال فيها.",1
"2571","ويُلزم الإعلان الدول المشاركة بدعم البرامج المتعلقة بالحد من العنف المسلح من منظور التنمية وحقوق الإنسان.",4
"2572","وإذ يعربون عن رغبتهم في توحيد قواهم وتعزيز الانسجام المجتمعي بين جميع مكونات مجتمع أزواد؛",2
"2573","إن برامج سبل العيش البديلة التي تستهدف المجتمعات المحلية، والوصول إلى الأسواق، وبناء الطرق والبنية التحتية البحرية التي تعزز مصايد الأسماك والتجارة من خلال المساعدة الإنمائية ستجعل المكاسب التي تحققت من خلال جهود مكافحة القرصنة أكثر استدامة.",2
"2574","إن توفير مساحة إضافية لضحايا الإرهاب للمساهمة في المناقشة يمكن أن يساعد في مكافحة التحريض بشكل أكثر فعالية. هـ- برامج التأهيل",2
"2575","ويعيش الصومال لحظة من التغيير والتفاؤل غير المسبوقين، ومن المهم اغتنام الفرصة.",0
"2576","8. وقد وفرت الحدود التي يسهل اختراقها وهياكل الدولة الضعيفة في جنوب ليبيا بيئة مواتية لزيادة تواجد وأنشطة الجماعات الإرهابية في منطقة الساحل.",1
"2577","(ف) حظر إساءة معاملة المقاتلين الأعداء العاجزين عن القتال والالتزام بمعاملة المقاتلين الأعداء الأسرى معاملة إنسانية؛",1
"2578","وأُحرقت أكشاك السوق في تايبيسي مرة أخرى في اليوم التالي، وهوجم أحد أفراد الشرطة الوطنية في المنطقة خارج أوقات العمل.",1
"2579","4 - يحث المديرية التنفيذية للجنة مكافحة الإرهاب على مواصلة تعزيز دورها في تيسير المساعدة التقنية لتنفيذ القرار 1373 (2001) الرامي إلى زيادة قدرات الدول الأعضاء في مجال مكافحة الإرهاب عن طريق تلبية احتياجاتها في مجال مكافحة الإرهاب؛",2
"2580","وإذ نؤكد على الدور المركزي للأمم المتحدة في الحرب العالمية ضد الإرهاب، ونرحب باعتماد الجمعية العامة لاستراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب (A/RES/60/288) المؤرخة 8 أيلول/سبتمبر 2006، وإضفاء الطابع المؤسسي على مكافحة الإرهاب - فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب وفقا لقرار الجمعية العامة 64/235 المؤرخ 24 كانون الأول/ديسمبر 2009، الأمر الذي سيزيد من تعزيز جهود فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، بما في ذلك جهود مكافحة الإرهاب. الميداني، والدعوة إلى تعزيز مشاركة الدول الأعضاء في عمل فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب (A/64/297)،",2
